"q48","What are your general thoughts regarding the legalization of cannabis?","n =  101"
"Medical cannabis should definitely be legal in all 50 states.","1","0.99"
"Moving in the positive direction","1","0.99"
"Must do","1","0.99"
"Need to have more variety of products at ALL dispensaries","1","0.99"
"No thoughts.","1","0.99"
"Overdue.","1","0.99"
"Positive","1","0.99"
"Public needs better education ","1","0.99"
"Recreational legal cannabis is appropriate. Medical should remain a separate category, to allow regulations that increase access to cannabis products for disabled and low income people. Higher plant allowances for patients growing, continuous supply at dispensaries, paying no tax, discounts for those on Medicare, Medicaid, or other financial assistances are all appropriate. The certification and card system for medical should be free; subsidized by the taxes on recreational cannabis.","1","0.99"
"Responsibley and Deep discounts for Disabled patients living off SSDI.   The opiods are covered by insurance and only cost the co-pay. Incredible struggle to try cannabinoids medications. ","1","0.99"
"right on brother","1","0.99"
"should be legal  ","1","0.99"
"Should be rescheduled into Schedule V. ","1","0.99"
"Should have been done years ago","1","0.99"
"So/so about adult use starting ","1","0.99"
"Sometimes I feel in the years ahead that the use of marijuana now will cause great health problems like the tobacco industry did. All though it helps now with many health problems my concern is not knowing the future problems it may bring and what’s being hidden from the public in order to bring high sales in. I also feel that ALL health insurances should cover the use of medical marijuana as a medication. especially if medical marijuana in that particular state is legal.","1","0.99"
"Strongly Support","1","0.99"
"The expense of tax on recreational products is a deterrent ","1","0.99"
"The tax is ridiculous ","1","0.99"
"There government knew there is more money in keeping people sick. Now that people are learning that the government has been lying to us all these years about cannabis and it’s  phenomenal medicinal value . Well, it pisses me off at the government. ","1","0.99"
"They need to legalize totally. Make it simple, you have to be 21 in order to grow, buy, manufacture,any cannabis. Simple. Treat like alcohol. They need to subsidize the cost for the medical patients who can't afford. Just like ""legit"" drugs.","1","0.99"
"too many people and not enough product","1","0.99"
"Unsure","1","0.99"
"Until concentrates are introduced (Canada) I will not be participating in the legal market. I rely on concentrates to treat my PTSD and cannot smoke flower due to asthma. Vaping concentrates is much easier on my lungs and the effects on my mood are instantaneous, with flower I would need to smoke more than one hit to feel anywhere near the same as a single 0.05g~ dab of a concentrate.","1","0.99"
"Very excited.  The benefits outweigh the risks and it is no worse than alcohol when used recreationally","1","0.99"
"very happy that it is now legal in Mass.","1","0.99"
"Works great for my disabilities ","1","0.99"
"Yes please. medical, absolutely. recreational, if we start teaching people more about mindfulness and moderation.","1","0.99"
"Yes, Please.","1","0.99"
