"q48","What are your general thoughts regarding the legalization of cannabis?","n =  829"
"Cannabis should be reclassed as a schedule 1 drug given the genetic research that has gone into the cannabis plant and ability to identify and measure the effects of each individual chemical compound within the plants makeup. Cannabis has proven to be non addictive medicine that has been effective in pain therapy, muscle recovery, appetite stimulator, and in some lab tests eradicate cancer cells. The industry makers have made cannabis available in a true doseable form, therefore enabling an environment where doctors and patients can monitor and track the use of cannabis as a primary or supplemental medicine. Cannabis is now being coined the ""exit drug"" and could have a significant, positive impact on the nations current opioid crisis. ","1","0.12"
"Cannabis should never have been illegal. It should be completely legal right now.","1","0.12"
"CBD Oil has saved me from opioid usage..... I was sufferring for years with nothng but pharma meds, I was more sicker using pharma meds. As soon as I started using CBD Oil that all changed. It has helped me so much have a life I can finally live. It should be legalized, however it should also be regulated. To many companies out there trying to jump on the train when their products are crap. I get my oil from a reputable company no fillers CO2 processing and FDA approved facility. Education is needed all around for many so they are not taken advantage of. ","1","0.12"
"Change the nomenclature, pot industry must rebrand if it ever wants to be truly legitimate. Keep recreational/medical separate units. I hope to god mj does not go down some big pharma path, but we must do something about the culture of weed (the names, the stereotypes) not overshadowing the medicinal benefits  that has helped countless people. I don't want to buy my cancer ridden grandma something called thunderfuck weed, can we call it like level 3, or chemo-easer or something not so blatant?! Also: DOJ-stay the FUCK out of this and go after the opioid crisis. I'm tired of seeing people OD on the street every single day. I'm tired of the needles, the nodding off in the middle of traffic, the sight of small children sitting alone in a car for hours while their parents are utter zombies. FIX THAT SHIT.  BEFORE YOU GO AFTER MOTHER NATURE.","1","0.12"
"complete legalization in the usa, age restrictions and penalties for overuse","1","0.12"
"Complete legalization!","1","0.12"
"completely supportive. it's about time. ","1","0.12"
"Cool","1","0.12"
"Corruption from government and pharmaceutical companies is the biggest impediment to legalization and public perception regarding its use.","1","0.12"
"Couldn't be happier. I don't understand why it has taken as long as it has. We still have a long road ahead of us but it's better late than never!","1","0.12"
"Decriminalization not legalisation","1","0.12"
"definitely in favor of legalization and decriminalization including retro-actively for those with cannabis possession felony charges","1","0.12"
"Definitely tax the rich","1","0.12"
"do it","1","0.12"
"Do it faster and let more people start businesses","1","0.12"
"Do it immediately with strict regulations on methods of processing to avoid the path of tobacco, poppy, and other plants made dangerous by overzealous processing for profit.","1","0.12"
"Do it now","1","0.12"
"Do it NOW!!! Very beneficiary medical wise. SAVES LIVES  ","1","0.12"
"Do it!!","1","0.12"
"Do it.","1","0.12"
"Do it. But don't let the Feds, or wall street, have anything to do with it","1","0.12"
"Do it. Cannabis is safer than alcohol, opioids and most otc or prescription drugs. Start researching this powerful medicine. People should be able to learn and experiment with varieties/methods and stock up when they find a particular batch that works. Obama Kush was the best medicine for my fibro and I wish I had bought a pound. I didn't realize it until I was too far away to get more. 2 different brands of Blue Dream from CO - 1 works, one doesn't. One has higher cbd, but neither has terpene test. Let's figure out why it works. Mn MM laws are too strict and varieties very limited. Whole plant medicine is not available. Have to spend a lot of $ to certify to see if one of the few products works.","1","0.12"
"Don’t think it should be legalized other than for medical","1","0.12"
"👍","1","0.12"
"End Prohibition, Expunge all Prior Victims of Nixon's Unconstitutional War on Drugs, and Let My People Grow!","1","0.12"
"End the prohibition and free the leaf","1","0.12"
"Everyone should have a right to use Cannabis. Even if people are doing recreational, they are still getting the health benefits. And nobody should have to pull up their roots to go to a different state if its for medicinal reasons. ","1","0.12"
"Everyone should have the right to treat their conditions ","1","0.12"
"Excellent idea...can't believe it has taken so long.  I'm 53  And this should have been done by the time I was 18.","1","0.12"
"Excellent, about time!!!","1","0.12"
"Excited that it finally happened ","1","0.12"
"Excited, but I hope the education about Cannabis is still prioritized.","1","0.12"
"Fantastic ","1","0.12"
"Federal Legalization ","1","0.12"
"finally","1","0.12"
"Finally","1","0.12"
"finally legal","1","0.12"
"Finally! ","1","0.12"
"FINALLY!! I can't wait until it's federally legal. It's ridiculous to forbid a harmless plant with so many benefits. ","1","0.12"
"Fine with it","1","0.12"
"fine with it if labelling of product is regulated for accuracy and more studies and results are available for strains, side effects. etc.","1","0.12"
"for it","1","0.12"
"For it","1","0.12"
"For it as long as dispensaries are able to maintain medicinal needs","1","0.12"
"For me I'm a cannabis PT so I'm taking less medications and my lab work shows that my Kidney & Liver functions are in normal ranges after several years of going to Nephrologist and trying and changing meds to get my functions back under control. Give me cannabis take away the pills and the Nephrologist..my results are normal, I'm feeling healthier. Imagine that.. I feel also crime may be down, dealers maybe off the street less synthetic drugs , less deaths less ER visits less buses being used for senseless deaths or near deaths. I work in and Emergency Deptment we see what these other drugs do. Use to help get us out of the deficit,more and more people are smoking than drinking.  People smoke to much they get sleepy not fight, get mouthy create a seen.  Sell & tax it use the monies for the deficit, help the homeless, the sick, use for research Impeach Trump. ","1","0.12"
"Free the plant and stop government oppression against those of us who consume it.  Cannabis is safer than a tomato and should be regulated accordingly.","1","0.12"
"free the weed","1","0.12"
"Freedom ","1","0.12"
"Fuck yeah","1","0.12"
"Full legalization; regulation.  Give the tax funds to schools","1","0.12"
"Fully support it, should have been done years ago, many innocent people jailed for no reason","1","0.12"
"General thoughts are about time ","1","0.12"
"Generally, it’s a good thing as it will de-stigmatize it and make researching it easier for the researchers.","1","0.12"
"Get it live in Ma","1","0.12"
"Get it over with ","1","0.12"
"Get on with it already","1","0.12"
"get the stores up and running...more seeds to grow AT HOME","1","0.12"
"Glad to be legal, wish it were less regulated and more access everywhere","1","0.12"
"God made this plant and it is better then alcohol ","1","0.12"
"good","1","0.12"
"Good 'ol USA Thank U for Democracy","1","0.12"
"Good for adults","1","0.12"
"Good for the culture","1","0.12"
"Good for those who really need it.","1","0.12"
"Good idea, will be interesting to see how it integrates into society.","1","0.12"
"Good idea. All around good idea","1","0.12"
"Good mushrooms should be next","1","0.12"
"great day in the state of Massachusetts","1","0.12"
"Great for medical use. ","1","0.12"
"Great for recreational smokers not so much for patients ","1","0.12"
"Great idea","1","0.12"
"Great!!! It has helped me so much with seizures and anxiety! I think more info should be available about cultivation and extraction techniques.","1","0.12"
"Great.  It should be on equal legal footing with alcohol","1","0.12"
"Greatest thing ever ","1","0.12"
"Greatest thing since the freedom of the slaves","1","0.12"
"happening way too slowly. stop restricting access","1","0.12"
"happy ","1","0.12"
"Happy it’s about time. It has helped me get off my Lorazepam. 2 years.      ","1","0.12"
"Happy it’s legal and can get it from a safe source","1","0.12"
"Happy that it is finally recognized for medical purposes","1","0.12"
"Have mixed emotions at this time","1","0.12"
"Hope it will be legalized nationally ","1","0.12"
"Hope that President Trump will intervene and get medicinal cannabis done nationwide","1","0.12"
"Hurry up already!!","1","0.12"
"Hurry up Ireland please?","1","0.12"
"Hurry up!","1","0.12"
"Hurry up!!!!","1","0.12"
"I'd rather it stay medical. The stigma is bad enough.","1","0.12"
"I'm all for ending the prohibition of cannabis  ","1","0.12"
"I'm all for it ","1","0.12"
"I'm all for it.  It's part of my and so many others regimen of good health. ","1","0.12"
"I'm fine with it as long as the Maine Medical Program stays in place as it is -- meaning the caregivers are able to keep doing what they are doing. I have more confidence & trust in local caregivers whom I know personally than I do any retail establishment. Everyone should have access to good quality medicine. ","1","0.12"
"I'm for it and wish it was legal here. I think it will be legal in all states soon.  So far I have been able to find it here.  I'd LOVE to grow my own, and I would if it was legal here.","1","0.12"
"I'm for it.  However, there needs to be guidelines as to how much an individual can buy in a given time.  If anything but to discourage reselling in the black market","1","0.12"
"I'm happy that somehow is legal in my state, but the laws are still behind especially in the case of people that is working, it also need to cover more deseases  and needs to be more protection for parents of children that need the product.","1","0.12"
"I've really suffered after moving from a place where I could legally access cannabis with a medical card to a place where it is criminalized and inaccessible. Additionally I no longer qualify for medicaid in this new state. Needless to say, my access to medical care and treatment has gone down considerably. Not only am I unable to get mental health care, I'm unable to properly self-medicate without legal dispensaries and strain specificity.    Criminalization of is a structural determinant of health. Given all the intersecting issues (mass incarceration, parental stress/child maltreatment, opioid epidemic) related to cannabis legalization, I think it's absurd that research is being limited on something with such incredible capacity to reduce health disparities. Legalizing cannabis would help individuals, families, communities, businesses, and health care systems. It's time for cannabis to be formally integrated into comprehensive, whole person health care.","1","0.12"
"I've supported legalization since the 70s. It's long past due.","1","0.12"
"I agree with the legalization of cannabis. I feel it is something that wont kill you such as things like alcohol and tobacco. It will help support schools, and communities off of the taxes not to mention the jobs that are created from it.","1","0.12"
"I am 100% in support of legalization. I smoke cannabis religiously and do not see my life any better without it.","1","0.12"
"I am a firm believer in legalizing cannabis","1","0.12"
"I am a supporter","1","0.12"
"I am all for it","1","0.12"
"i am all for it. alternatives to big pharma are a good thing. i am so glad i lived to see the day that big pharmaceuticals is not in charge anymore!","1","0.12"
"I am behind decriminalizing natural remedies and methods to enhance the human experience. I am most concerned about big business using cannabis to achieve enormous personal gain without being involved in the community. In other words, I'd like us to maintain cannabis' sovereignty from the ways of the pharmaceutical giants and keep it in the public domain.","1","0.12"
"I am extremely happy and excited by this notion and very hopeful that it eventually becomes accessible nationwide and even globally.","1","0.12"
"I am for it","1","0.12"
"I am glad that it’s getting shown in a new light, that it truly has medical and therapeutic benefits and that it’s not some dangerous gateway drug that’s as bad as the truly dangerous drugs out there. I am happy I can get my cannabis in a safe secure dispensary instead of needing to get it off the streets.  At the same time, I see it as something that can be enjoyed like coffee, and hopefully it is seen like that sometime in the future.","1","0.12"
"I am grateful it is finally legalized, but sincerely hope more is done in reparations for the communities disproportionally impacted by the ban and later racism-fuled ""war on drugs"".   ","1","0.12"
"I am hopeful it will benefit the general population and happy that we are finally at this point.","1","0.12"
"I am in agreement with legalization but from someone suffering from a chronic illness... I don't want it to be taking not seriously are considered more of a joke since it is now recreational. I do feel it should be available to anyone that wants it or needs it","1","0.12"
"I am overjoyed about it, most definitely. It helps with some of the previous anxiety I'd feel while smoking. :)  But now, even though I live in a state where it's legal, I still had to take an employment drug test. This contradiction is very high stress and unnecessary and is the only thing that stops me from being an entirely 'out' cannabis user. ","1","0.12"
"I am pleased that its legal at the state level but It needs to be legal federally, just like alcohol and tobacco.  I am concerned about losing my job if tested randomly despite not being under the influence while at work. ","1","0.12"
"I am pro careful and methodical legalization.","1","0.12"
"I am prolegalization and for %100 decriminalization. ","1","0.12"
"I am so grateful to have this available, I deal with a lot of anxiety and I do not like taking Clonozapam, or any other Chemical to help me with panic and anxiety attacks, with Cannabis I choose, how much to use, how the effects of being relaxed from a gumdrop, cookies, or flower at night, I dont have to settle myself down with half, or a full dose of a Chemical that is very, very sedating, no matter how much I take. ","1","0.12"
"I am totally in favor!","1","0.12"
"I am very excited, it has been a long time coming, I rather see many people relaxed and feeling good from a natural leaf, than with opiods or alcohol","1","0.12"
"I am very pleased to see recreational marijuana legalized in my lifetime.","1","0.12"
"I am very pro legalization!","1","0.12"
"I am worried about people driving stoned. ","1","0.12"
"I believe it is long overdue","1","0.12"
"I believe it should be 100% legal and regulated like alcohol, and everybody should be allowed to grow their own.","1","0.12"
"I believe it should be declassified as a schedule 1 as it has MANY medicinal uses as well as should be legal to adults 21 and over in all states!!!","1","0.12"
"I believe it should be legalized every where.","1","0.12"
"I believe it should be legalized. It helps alot of people that suffer from pain, anxiety,ptsd, parkinsons. Its unreal how it helps","1","0.12"
"I believe it should happen yesterday","1","0.12"
"I believe it should happen.","1","0.12"
"I believe its great that cannabis is more accessible once it is legalized. However, I wish there were more opportunities for individuals without money or political power to establish businesses and benefit from the legal market","1","0.12"
"I believe legalizing cannabis is very important for the medical side, so in the future to get it out of a schedule one designation.  Need for insurance company's to cover the costs.","1","0.12"
"I believe that everyone 21 and older should have access to cannabis as long as it does not deter patients from having access to their medicine. ","1","0.12"
"I believe that the legalization of cannabis is great for economic growth and the overall health and stature of humans and animals alike. Cannabis can replace thousands of harmful products, foods, textiles and medicines and could really start the frontier of the next age. I believe if it was legalized completely all around the world that we would see a dramatic decrease in crimes and just overall problems in general. Possibly making the world a happier place to inhabit.","1","0.12"
"I believe that there are many more health benefits than there are negative. It helps better than any anti-depressant that I've ever used.","1","0.12"
"I believe the process is fueled by good intentions, that cannabis has a huge medical potential, and that the cannabis ""revolution"", if you will, is only just beginning. The fact that it's illegal in the first place is a huge blemish on America (as it's original illegalization/spread of the ""reefer madness"" stigma were both rooted in racism against Mexicans) and proof that our country has been corrupt for at least a century. Cannabis is awesome, America kind of sucks.","1","0.12"
"I believe this is an amazing plant and it can truly help people lead better, more fulfilling lives.  It can even save lives in many instances.  I fully support the legalization of cannabis.  It is an extremely valuable medicine for many different ailments/mental health disorders.","1","0.12"
"I believe whole heartedly that Cannabis should be 100% legal and the fact that it is a Schedule 1 drug is the most ridiculous thing in the world. ","1","0.12"
"I can't wait to freely purchase cannabis edibles for my anxiety. A friend of mine is currently making the eatables for me.","1","0.12"
"I can't wait!","1","0.12"
"I disagree with many of the the stances the government takes on social issues, the war on drugs is no exception.","1","0.12"
"I don't like the Rec side of it in CA. ","1","0.12"
"I don’t agree with it.  I don’t think recreational should be legal.  Afraid it will be misused. I don’t want to get high.","1","0.12"
"I don’t see why it’s not already legal. There are significantly more benefits to using marijuana over many commonly over prescribed medications in the US.","1","0.12"
"I feel it's long overdue but I worry about over regulation and big corporations taking over and lowering quality and accessibility in order to profit. ","1","0.12"
"I feel it should be legalized world wide","1","0.12"
"I feel like its a fine idea. Its safer than alcohol and provides tons of benefits","1","0.12"
"I feel that cannabis is much safer than alcohol, and I strongly feel that more widespread legalization would be beneficial.","1","0.12"
"I feel that it's more than about time!","1","0.12"
"I feel that people should have the right to choose what they need to help them, and if Cannabis helps they should be able to get it.","1","0.12"
"I fell is less dangerous than alcohol","1","0.12"
"I fully support full legalization. In Massachusetts, however, I have been disappointed with the stigma still attached despite being legal. This shows up in the form of barring cannabis users from using anywhere outside a private home and from growing “within view of others.” Legalization is great, the implementation isn’t always","1","0.12"
"I fully support it and believe it should be legalized and regulated nation wide. ","1","0.12"
"I fully support responsible use of cannabis for both medical and recreational purposes.","1","0.12"
"I fully support the legalization of cannabis.  It is an amazing plant that helps so many people in many different ways.","1","0.12"
"I have been saying to legalize, tax and regulate the industry for over two decades...I am just glad it is finally headed in the right direction","1","0.12"
"I have mixed feeling about the legalization of cannabis. I think it should be used for medicinal purposes and that people who use it recreationally should use it responsibly. I worry that legalization will turn into Big Weed (like Big Pharma) and that access/costs will become problematic once that happens. If/when it becomes legal on that level, I hope that people with marijuana charges will be helped.","1","0.12"
"I hope it becomes federally legalized and regulated ","1","0.12"
"I HOPE IT DOES NOT IMPACT THE MEDICAL COMMUNITY WITH OUR NEEDS. ","1","0.12"
"I hope it doesn't push the medical program out when the state sees how much money they can make on rec.","1","0.12"
"I hope it drives down prices for medicinal users","1","0.12"
"I like it","1","0.12"
"i like it but feel like there's more law's","1","0.12"
"I live in CT where not legal I buy underground","1","0.12"
"I love it, long time coming!","1","0.12"
"I love it. I live in Florida and very limited at what you can get.  but it has helped my life so much with my pain. I'm able to do so much more.     ","1","0.12"
"I love that the general public will finally have access to this sacred plant. Biggest issue to me is where we consume or more to the point can't consume. We need social consumption lounges!","1","0.12"
"I personally think cannabis is a lot safer than alcohol, I am all for the legalization of cannabis. ","1","0.12"
"I refuse to take meds for many serious ailments and pain. Cannabis has given me my life back and made a lot of mental anguish subside and be tolerable!","1","0.12"
"I strongly believe that it should be federally legalized!","1","0.12"
"I strongly support legalization","1","0.12"
"I support both the legalization and the proper, fair taxation of it.","1","0.12"
"I support it ","1","0.12"
"I support it 100%","1","0.12"
"I support it and always have","1","0.12"
"I think all drugs should be legal, all people should be legal and all love should be legal ","1","0.12"
"I think cannabis has a lot of benefits to prescription drugs and feel they should legalize it in every state   ","1","0.12"
"I think great.","1","0.12"
"I think it's a great idea, and a great way for our struggling economy to rebuild by taxing use and putting it back into our infrastructure, education, benefits for disadvantaged folks. I'm all for it! Cannabis has so many beneficial uses, and I find it disheartening that it's categorized in the same drug class as heroine and other opioids.","1","0.12"
"I think it's a great movement ","1","0.12"
"I think it's about time to stop the stigma of this obviously wonderful medical plant. ","1","0.12"
"I think it's absolutely imperative that cannabis be legalized across the entire country!  So many people are suffering from the dangerous side effects of prescription drugs and cannabis could effectively be the much healthier option of the answer they're looking for.","1","0.12"
"I think it's fine under a real doctor's care, where you're monitored. But how many are? I certainly don't agree with it being legalized for recreation. People who smoke know where or how to get it. Why have ""New year's Eve"" 24/7, 365. You know what I mean: on NYE EVERYONE thinks he's an expert drinker. As a recovering alcoholic I call it ""Amateur night."" Same for pot. People who'd never tried it might stampede and how many will be able to handle ""high?""","1","0.12"
"I think it's great","1","0.12"
"I think it's great and necessary.","1","0.12"
"I think it's great!","1","0.12"
"I think it's important that it's done in a respectful and thoughtful way instead of becoming the next big capitalist machine, given the history of the plant I think that would be pretty upsetting.  And  I hope that legalizing cannabis will lead to people who were arrested because of the war on drugs being released from prison??","1","0.12"
"I think it's long overdue ","1","0.12"
"I think it's long overdue and hope the government or corporations do not screw it up. I also hope prices come down a little. I hate to have to choose between sleep/pain or spending too much.","1","0.12"
"I think it's long overdue.","1","0.12"
"I think it's wonderful. I hope that it enables this amazing therapeutic plant to reach more number of people. I hope that it can help to dispel the false information that our government has perpetuated surrounding cannabis. I hope that it encourages evidence based decisions on the subject.","1","0.12"
"I think it is a Godsend to those who suffer and find out that it actually helps. It is a good thing. Hope the stigma from the past melts away. It's just another drug like any other in my opinion. I'm most for medical use. But recreational use is ok I guess. Make it legal. Have laws/legal age/id, etc. and enforce it like any other legal drug.","1","0.12"
"I think it is a good idea, and it should replace tobacco.","1","0.12"
"I think it is a good thing, it is a very helpful medicine in many different ways for so many people. ","1","0.12"
"I think it is an amazing thing. To be able to have something that let's me get out of my house and to be able to function without being on meds.","1","0.12"
"I think it is criminal that there are still states under prohibition.  I have relatives who suffer seizures.  They are contemplating moving to a legal state.  Every American citizen should have access.","1","0.12"
"I think it is great and hope it continues to be more regulated, hopefully stay same prices or get cheaper, and stigma decreases","1","0.12"
"i think it is great.. alcohol is far more damaging and socially accepted.. crazy","1","0.12"
"I think it is important that it is legalized. Too many people have been arrested over marijuana.","1","0.12"
"I think it is long overdue.  It has proven to have medicinal properties.  I believe the only reason cannabis has been illegal for so long is because of the control big pharma has over this country.","1","0.12"
"I think it should be ","1","0.12"
"I think it should be just for medical","1","0.12"
"I think it should be legal ","1","0.12"
"I think it should be legal across the board federally ","1","0.12"
"I think it should be legal all across the board ","1","0.12"
"I think it should be legal and used for all kinds of funding.","1","0.12"
"I think it should be legal everywhere ","1","0.12"
"I think it should be legal everywhere.","1","0.12"
"I think it should be legal federally.","1","0.12"
"I think it should be legal in all states.  ","1","0.12"
"I think it should be legal worldwide","1","0.12"
"I think it should be legalized so the products can be regulated. Recreational users pretending to be medical patients have shifted the products available towards only high THC products and those aren't always the best products for medical patients. I rarely see products with known cannabinoids and terpenes that have been shown to reduce inflammation and nerve pain. I don't mind if they also use cannabis, but I would like to have more medicinal strains available and more consistency in the products. The wait times and process are also ridiculously long because of the additional people. If we are going to say it is a medicine it needs to be treated as one, but we can also acknowledge that some strains are more for recreational use and others are for medicinal use.   ","1","0.12"
"I think it should be recreationally legal and available to those over the age of 18. And medically available with doctor advisement to those under 18. I firmly believe in cannabis’ medicinal benefits. ","1","0.12"
"I think it was should be regulated like alcohol","1","0.12"
"I think it will solve the economic crisis we seem to be falling back into. ","1","0.12"
"I think it would be a great idea ","1","0.12"
"I think it’s amazing! I feel like it’s a drug that has many more positives than negatives. ","1","0.12"
"I think it’s awesome! It’s about time it has so many health benefits everyone could benefit by using it. ","1","0.12"
"I think it’s fantastic it allows me to not put pulls in my body any more","1","0.12"
"I think it’s great","1","0.12"
"I think it’s great ","1","0.12"
"I think it’s great . It’s a naturally growing herb . ","1","0.12"
"I think its great for people who have medical needs glad it got legalize.","1","0.12"
"I think medical cannabis legalization is very important. Recreational, not so much.","1","0.12"
"I think most adults are of sound enough mind to make an informed decision for themselves without the misguided information from big pharmaceutical companies and doctors that are totally ignorant to the effectiveness and benefits proven over time from various trustworthy sources. ","1","0.12"
"I think people have the right to try, but I also believe regulation allows safe production of cannabis products. Regulation should help stop the market both legitimate and black; from being saturated, it needs quality control and safe tasting prior to distribution ","1","0.12"
"I think ppl will absue it","1","0.12"
"I think that it is about time!","1","0.12"
"I think that it is crazy that alcohol is legal over cannabis - LEGALIZE LEGALIZE LEGALIZE ","1","0.12"
"I think that it should be monitored and used medically. I am not to excited about it being recreational","1","0.12"
"I think that it will help many people, and harm a few.  However, ultimately, individuals who are helped or harmed must take personal responsibility for their own decisions.  Just as there are people who misuse alcohol, there will be people who misuse pot.  I expect most of the people who misuse pot to fall in to one of two categories:  1. People who already misuse it.  2. People who already misuse other drugs (alcohol and prescriptions included)  If a large number of people get a quality of life improvement, at the expense of indulging people who are already using far more dangerous drugs, I see it as a net benefit.  State resources should be spent on education and rehabilitation, rather than a futile attempt at prohibition.","1","0.12"
"I think the age should be 25, and there should be training on how to use cannabis intoxication to the advantage for better living and to avoid the pitfalls","1","0.12"
"I think the U.S. Gov needs to amend weed and make it legal for everyone to use in every state. I should be able to travel with my medicine & use my medicine no matter which state i visit.","1","0.12"
"I think the war on drugs has been an abysmal failure and needs to end.  That being said strong protections need to be put in place for medical cannabis patients as well as the products they use, and research needs to be increased dramatically.  Policies need to be fact and science-based, personal believes have no place in cannabis policymaking.   ","1","0.12"
"I think there needs to be more uniformity when it comes to laws and regualtions across cities and towns as well as across states. I think testing facilities should be audited by third parties. I think that testing regulations should also be uniform across the US- strict like MA is preferred.","1","0.12"
"I think we're still behind the times. I'm moving to New Jersey next month, where I'll have to see a local doctor for at least one year before I can even get attempt to get registered for medical marijuana use. When I stop smoking, I get sick to the point of vomiting. And now I HAVE to stop smoking, or break the law. It's painful and unnecessary.","1","0.12"
"I think we need to compare all other states and find out what the changes have been and if its for the better all around, just not incl economy.  I would have to say YES - lets legalize it!","1","0.12"
"I think we need to make sure our social equity programs are seen through to the end.","1","0.12"
"I totally agree it should be legal for over 21","1","0.12"
"I very happy that our state has finally legalized the use of these products, very helpful for my pIn","1","0.12"
