"q67","Which VA do you go to?","n =  274"
"Orlando regional","1","0.36"
"Palo alto","1","0.36"
"Panama City Beach ","1","0.36"
"Pensacola FL ","1","0.36"
"Phoenix","1","0.36"
"Phoenix Va Medical Center","1","0.36"
"Phoenix, AZ","1","0.36"
"Pittsburgh","1","0.36"
"Pittsburgh ","1","0.36"
"Pittsburgh PA","1","0.36"
"Portland VAMC","1","0.36"
"prefer not to answer","1","0.36"
"Prefer not to say","1","0.36"
"Prescott VA Hospital ","1","0.36"
"Prescott, AZ","1","0.36"
"private dr","1","0.36"
"providence","1","0.36"
"Providence Ri","1","0.36"
"Providence RI ","1","0.36"
"Pueblo Colorado","1","0.36"
"Pueblo, CO","1","0.36"
"Rather not answer.","1","0.36"
"Redding California","1","0.36"
"RI","1","0.36"
"Rock Hill","1","0.36"
"Rumford","1","0.36"
"Saco","1","0.36"
"Saginaw Michigan","1","0.36"
"Salt lake city","1","0.36"
"San Francisco","1","0.36"
"SAVAHCS","1","0.36"
"SE VA in Gilbert,AZ","1","0.36"
"Seattle ","1","0.36"
"Show Low Arizona Clinic","1","0.36"
"Southern Nevada","1","0.36"
"Spokane WA","1","0.36"
"Spokane, WA","1","0.36"
"Springfield","1","0.36"
"Springfield - Bond St","1","0.36"
"Springfield MA","1","0.36"
"Springfield Massachusetts","1","0.36"
"Springfield, Massachusetts","1","0.36"
"Stratton VAMC Albany,  NY","1","0.36"
"Tampa, FL","1","0.36"
"Tavares Florida","1","0.36"
"Temple Tx","1","0.36"
"Texas","1","0.36"
"togas","1","0.36"
"Togus/(Caribou is closer)","1","0.36"
"Togus/Bangor","1","0.36"
"Travis Air Force Base, CA","1","0.36"
"VA Bond st Springfield, MA","1","0.36"
"VA Central Western Massachusetts Healthcare System","1","0.36"
"VA Clinic, North Quincy, MA","1","0.36"
"VA Leeds/ Vet Center West Springfield, MA","1","0.36"
"VA Nashville ","1","0.36"
"VAMC OKC","1","0.36"
"Viera OPC, Viera FL","1","0.36"
"Waco TX","1","0.36"
"West Palm","1","0.36"
"West Palm Beach FL","1","0.36"
"west roxbury","1","0.36"
"West Roxbury","1","0.36"
"West Roxbury ","1","0.36"
"West Roxbury , Boston, Mass","1","0.36"
"West Roxbury Boston ma","1","0.36"
"West Roxbury VAMC  Massachusetts","1","0.36"
"West Roxbury, Ma","1","0.36"
"Wilkes Barre , Pa.","1","0.36"
"worcester","1","0.36"
"Worcester Ma.","1","0.36"
"Worcester Ma. outpatient ","1","0.36"
"Worcester VA Clinic","1","0.36"
"Worcester, Boston","1","0.36"
"Worcester, MA","1","0.36"
"yuba city","1","0.36"
"Yuba City, CA Clinic","1","0.36"
