"q52","What questions regarding cannabis did we not ask that are important to you?","n =  269"
"Don’t have any questions","1","0.37"
"dose of cbd separate from thc.  expirience with terpenes.  condition specific info.  ","1","0.37"
"Education is important.  What are some areas that new patients require to be able to make their own medications?","1","0.37"
"educational resources to continue education & support groups","1","0.37"
"Federal legalization, and the education of the masses.","1","0.37"
"Flavor importance","1","0.37"
"Getting into the biz","1","0.37"
"Good job. Thanks ","1","0.37"
"How are people with MS, Parkinson’s, etc being taught how to use","1","0.37"
"How can we get the cost defrayed the government saves $4000 a month on my meds alone and I’m destitute ","1","0.37"
"How can we move from stigma to real science and mainstream medicine?","1","0.37"
"How do I feel about jobs still testing for marijuana use regardless if you have a medical license or not?","1","0.37"
"How do I get my cannabis product:  If I do not get my cannabis in the dispensary, how and where do I get it.   How many online dispensaries do I get my cannabis from.  do I have it shipped from out of state.","1","0.37"
"How do the people you live with feel about your cannabis use?","1","0.37"
"How does indica and sativa affect you differently? Do you know the difference in strains and why they are different? ","1","0.37"
"How easy is it to get a Green Card for use of marijuana?","1","0.37"
"How happy it makes me :)","1","0.37"
"How long have been using","1","0.37"
"How long have I been using marijuana? ","1","0.37"
"how long have i used?","1","0.37"
"How long it takes to get to a dispensary. Do you have a dispensary in your neighborhhood. ","1","0.37"
"How much should cannabis cost.","1","0.37"
"how often do you consume cannabis with recreational users?","1","0.37"
"How this would affect pharmaceutical companies if pass fedderly.","1","0.37"
"how to dose","1","0.37"
"How to grow in home and where to get seeds and starter plants","1","0.37"
"how to improve the dosage to improve the health benefits","1","0.37"
"How to make delivery more convenient.dispenseries have different strains, maybe to far to travel to","1","0.37"
"how to obtain grow license","1","0.37"
"I'm not sure","1","0.37"
"I don't know. It should not be a crime anywhere to use the only medicine that is known to help your condition, like Alzheimer's. It's terribly scary to not know where you are.","1","0.37"
"I smoked recreationally when I was younger. Now, I'd like to see more newbie education","1","0.37"
"I think you covered it all","1","0.37"
"I want to see doctors working with dispensaries and this survey gives me great hope ","1","0.37"
"I would like to get more specific about the prices, availability, and certain dispensories.","1","0.37"
"I’m not sure","1","0.37"
"If cannabis is a medical thing, why isn't it covered by insurance?","1","0.37"
"If I can afford to pay for the only thing that helps my pain and if I can or can't afford it","1","0.37"
"If I know what specific strains treat for medical needs ","1","0.37"
"If legal - is there an age limit?  What about teens in other states?  ","1","0.37"
"Insurance coverage of cannabis  Medical benefits from cannabis","1","0.37"
"Is it a legal State","1","0.37"
"it's important to be able discuss use with MD and get advice, most are either judgmental or don't know about interactions or how to avoid them with other meds","1","0.37"
"It's not a question, but I would love instructional workshops on site about the growing and cultivation process. The employees are brilliant, but a guided tour to see the seed to harvest process could dispel a lot of misinformation. ","1","0.37"
"Lab testing for pesticides. Why did the majority of dispensaries in California they all their pesticide testing? How many dispensaries in Massachusetts would feel their pesticide testing? We are told there are no pesticides on the cannabis. Yet, my allergies flare up severely after medicating sometimes.","1","0.37"
"Laws and legality","1","0.37"
"Microdosing  Non psychoactive treatment of symptoms   ","1","0.37"
"More self medication, outside controlled use.","1","0.37"
"Most frequently used brands.","1","0.37"
"My tolerance level. ","1","0.37"
"N.a","1","0.37"
"N\A","1","0.37"
"Na ","1","0.37"
"Nada ","1","0.37"
"Need to fix medical program issues and reboot this license process ","1","0.37"
"No ","1","0.37"
"No idea","1","0.37"
"None I love to learn as much as I can","1","0.37"
"none that I can think of at this time","1","0.37"
"None that I can think of.","1","0.37"
"None!","1","0.37"
"None, this was a pretty comprehensive survey","1","0.37"
"nonw","1","0.37"
"Not at this time","1","0.37"
"Not e","1","0.37"
"not sure","1","0.37"
"nothing i can think of","1","0.37"
"Nothing I can think of","1","0.37"
"Nothing I can think of.","1","0.37"
"O","1","0.37"
"Percentage of ppl who buy it","1","0.37"
"Possibly, what positive and negative affects indica sativa and hybrids have on the persons taking the survey","1","0.37"
"Price","1","0.37"
"Pricing","1","0.37"
"Quality ","1","0.37"
"Racial barriers to accessing care.","1","0.37"
"Regarding cannabis use as neither ""social"" or ""medicinal"" but rather ""nutritional"" (as God intended).  Plus many of your answer sets are not appropriate for micro-dosers.","1","0.37"
"Sativa/indica preferences, favorite music/snacks whilst smoking","1","0.37"
"Should the Federal Government reclassify marijuana? Yes ","1","0.37"
"Since cannabis is legal what about the offenders in jail for crimes related to Marijuana?","1","0.37"
"Some of my daily usage is taking edible CBD.  Perhaps some differentiating between CBD and THC use.","1","0.37"
"Stigma","1","0.37"
"Still waiting for shops to open ","1","0.37"
"The importance of decarboxilation of weed prior to making oil/butter.","1","0.37"
"The level of thc/CBD ","1","0.37"
"The survey isnt done yet so im not sure ","1","0.37"
"There isn't any","1","0.37"
"These questions are made for those in states where cannabis is legal.  There should have been answer-choices for those of us to who do not have dispensaries or bud tenders","1","0.37"
"This survey didn't ask as many questions about access to cannabis education in the areas of personal cultivation as I would have liked. I'm interested in the growing culture around home grows and how things like heirloom strains and breeding and small-batch strains and the communities around home grows are doing.","1","0.37"
"Those currently incarcerated for marijuana. ","1","0.37"
"Too many questions ","1","0.37"
"Training...how important is it to be certified as a cannabis consultant.","1","0.37"
"unknown","1","0.37"
"We need better discounts for the medically disabled","1","0.37"
"Well covered","1","0.37"
"What is your opinion of pharmaceutical companies developing medications based on cannabis molecules?    Are you concerned that big business could negatively impact the cannabis industry or community through unfair business practices or patenting of medicine?","1","0.37"
"What kind of new strains would you like to see in dispensary?","1","0.37"
"What prescription medications have you been able to eliminate because of your cannabis use?","1","0.37"
"When did I first use marijuana ","1","0.37"
"When will prices go down?","1","0.37"
"Where do I consume ?  How long have I had my MMJ card?  Am I happy with the MMJ providers ? ","1","0.37"
"Where does it come from?  What is used to grow it?  What is the right stuff for me?","1","0.37"
"Which kind of legalization you support","1","0.37"
"Which strains are used for specific ailments. ","1","0.37"
"Why does my drivers license get scanned as a medical user? I believe that a database is being built to give probable cause to search my vehicle in any future traffic stops. Hippa ","1","0.37"
"Will a medical card holder be considered a recreational user?","1","0.37"
"WILL THE PRICES BE DIFFERENT FOR THE MEDICAL COMMUNITY VS RECREATION","1","0.37"
"Will workshops or info groups be held to provide better explanation of exactly how each component of strains works- lots of us “older” patients really need some help understanding how to pick best strains","1","0.37"
"With continual consumption, will you need to increase amount consumed to receive benefits","1","0.37"
"Would I like to be involved in cannabis professionally, because yes I would.","1","0.37"
"Would you prefer to talk to your doctor instead of a bud tender? ","1","0.37"
"You asked about what meds I'm trying to cut back on with cannabis use not what you have replaced with cannabis use. I am now on zero pharmaceuticals and used to be on up to 6 at a time. ","1","0.37"
"You did good","1","0.37"
"You didn’t ask why I am using medical cannabis. I have PTSD, anxiety and depression. ","1","0.37"
"You hit everything I can think of right now ","1","0.37"
"you should put this question at the very end","1","0.37"
"you were very thorough. you asked everything.","1","0.37"
