"q67","Which VA do you go to?","n =  241"
"Ha ha","1","0.41"
"Hammond, La.","1","0.41"
"Harry S Truman VAMC Columbia, MO","1","0.41"
"Havent been in 5 years due to them not doing their jobs. refuse to go back","1","0.41"
"Heavy","1","0.41"
"Hershell Woody. Huntington, va","1","0.41"
"hospital","1","0.41"
"Houston ","1","0.41"
"HOUSTON ","1","0.41"
"Huntsville AL","1","0.41"
"Hyannis","1","0.41"
"Hyannis CBOC","1","0.41"
"I avoid the VA. ","1","0.41"
"I do not use the va","1","0.41"
"I don't","1","0.41"
"I don't and wont","1","0.41"
"I don't. ","1","0.41"
"I don’t go to the va anymore","1","0.41"
"I dont","1","0.41"
"I go to Civilian healthcare","1","0.41"
"I have private insurance. ","1","0.41"
"I still have to check in to the Las Cruces VA, I just moved here a year ago.","1","0.41"
"Jamaica Plain ","1","0.41"
"Jamaica Plain and West Roxbury","1","0.41"
"Jamaica plains","1","0.41"
"Jamaica Plains","1","0.41"
"Jamaica plian","1","0.41"
"James A Haley","1","0.41"
"James A Haley ","1","0.41"
"Jefferson barracks ","1","0.41"
"Jefferson Barracks, MO","1","0.41"
"Jonathan Wainwright VAMC Walla Walla, WA","1","0.41"
"La Jolla VAMC","1","0.41"
"Leeds ","1","0.41"
"Leeds Massachusetts ","1","0.41"
"Loma linda","1","0.41"
"Loma Linda ","1","0.41"
"Long Beach ","1","0.41"
"Lynn VA clinic","1","0.41"
"MA","1","0.41"
"Manchester","1","0.41"
"Manchester, NH","1","0.41"
"Manhattan ","1","0.41"
"Martinez, CA","1","0.41"
"Martinsburg, West Virginia","1","0.41"
"Minneapolis ","1","0.41"
"Mountain Home","1","0.41"
"Mountain Home TN","1","0.41"
"MT","1","0.41"
"Na","1","0.41"
"Nashville and Mather ","1","0.41"
"Nellis AFB","1","0.41"
"Nevada","1","0.41"
"Never been","1","0.41"
"New Bedford and Providence ","1","0.41"
"No","1","0.41"
"None ","1","0.41"
"None now previously Springfield outpatient","1","0.41"
"None, never explored option","1","0.41"
"Nope","1","0.41"
"North Hampton MA","1","0.41"
"Northampton va medical center ","1","0.41"
"Northampton/Leeds, MA","1","0.41"
"Not sure but it’s in Washington state","1","0.41"
"Oahu","1","0.41"
"Oklahoma","1","0.41"
"Orlando, FL","1","0.41"
"Overton Brooks VA Medical Center ","1","0.41"
"Pensacola","1","0.41"
"Philadelphia ","1","0.41"
"Plymouth, MA Clinic ","1","0.41"
"Portland ","1","0.41"
"Prefer not to answer","1","0.41"
"Private","1","0.41"
"Providence ","1","0.41"
"Providence RI","1","0.41"
"PROVIDENCE RI","1","0.41"
"Providence, RI","1","0.41"
"quincy","1","0.41"
"Raymond g murphey","1","0.41"
"Richmond ","1","0.41"
"Richmond VA","1","0.41"
"Rocky Mountain VAMC","1","0.41"
"Rodabusch Indianapolis Indiana ","1","0.41"
"Saginaw","1","0.41"
"Salt Lake City","1","0.41"
"San Diego","1","0.41"
"san diego ","1","0.41"
"Springfield IL","1","0.41"
"Springfield Ma","1","0.41"
"Stratton","1","0.41"
"Syracuse ","1","0.41"
"test test test test","1","0.41"
"Togus VS in Maine","1","0.41"
"Tripler Hawaii","1","0.41"
"Tulare,CA","1","0.41"
"VA  BostonJamaica Plain","1","0.41"
"VA Central Western MA","1","0.41"
"VA Jamaica Plain","1","0.41"
"VA Medical Center Boston Jamaica Plain","1","0.41"
"VA Outpatient Clinic, 25 Bond St, Springfield, MA 01104","1","0.41"
"Vegas","1","0.41"
"Vierra, Fl","1","0.41"
"Watertown ","1","0.41"
"West Haven, CT","1","0.41"
"West Los Angeles","1","0.41"
"West Roxbury","1","0.41"
"West Roxbury ","1","0.41"
"West Roxbury VA ","1","0.41"
"West Roxbury, ma","1","0.41"
"West Virginia ","1","0.41"
"Western MA, Leeds and Springfield","1","0.41"
"White City, OR (SORCC)","1","0.41"
"White river junction ","1","0.41"
"Wilkes-Barre Pennsylvania ","1","0.41"
"Wilmington va","1","0.41"
"worcester","1","0.41"
"Worcester CBOC","1","0.41"
"Worcester, MA","1","0.41"
"Yeah, right","1","0.41"
