"q52","What questions regarding cannabis did we not ask that are important to you?","n =  615"
"Don’t have any questions","1","0.16"
"Don’t know ","1","0.16"
"dose of cbd separate from thc.  expirience with terpenes.  condition specific info.  ","1","0.16"
"Dosing schedules ","1","0.16"
"🤷‍♀️","1","0.16"
"ease of getting license","1","0.16"
"Education is important.  What are some areas that new patients require to be able to make their own medications?","1","0.16"
"effect on prices and illegal pot vs pharma","1","0.16"
"Effects of job scrutiny for disabled persons that ""use"" cannabis throughout the day to numb the daily pain levels enough to function at a more ""normal "" acceptable level. ","1","0.16"
"Federal legalization, and the education of the masses.","1","0.16"
"Getting into the biz","1","0.16"
"Getting more information about getting a medical card ","1","0.16"
"Has cannabis usage lowered my physical pain?","1","0.16"
"Have i or anyone i know been disproportionately affected by cannabis related crimes prior to the recreational release","1","0.16"
"Have you mentioned cannabis to your doctor and if so what was the response.  OR  What are you thoughts on talking to your healthcare provider about using medical cannabis as a treatment option?","1","0.16"
"How are people with MS, Parkinson’s, etc being taught how to use","1","0.16"
"How are you concerned about negative health risks associated with cannabis?","1","0.16"
"How can it be made available to people of less means? I work inner city, and come across many poor people who would benefit but cannot due to cost.","1","0.16"
"How can we promote more scientific research into the use and effects of cannabis?","1","0.16"
"How comfortable are you with the quality of the bud you are receiving?","1","0.16"
"How do the people you live with feel about your cannabis use?","1","0.16"
"How do you feel about legalizing marijuana for recreational use","1","0.16"
"How do you feel about the black/grey market? Not good, the community rips itself apart from the inside due to greed, I don't know if it would be different if it was completely legal but this infighting would happen within companies not in the community for everyone to feel uncomfortable.","1","0.16"
"How Does cannabis effect your spiritually?  ","1","0.16"
"How does cannabis help you?","1","0.16"
"how does cannabis impact your relations with other people?","1","0.16"
"How does cannabis improve healing beyond just consuming it.","1","0.16"
"How does cannabis make you feel?","1","0.16"
"How does cannabis use increase an active lifestyle?","1","0.16"
"How does indica and sativa affect you differently? Do you know the difference in strains and why they are different? ","1","0.16"
"How easy is it to get a Green Card for use of marijuana?","1","0.16"
"How happy it makes me :)","1","0.16"
"How important is cannabis in terms of quality of life","1","0.16"
"How it effects daily life?  How it effects users socially, or in interpersonal relationships.   ","1","0.16"
"How long Cannabis are really still fresh?","1","0.16"
"How long have been using","1","0.16"
"How long have I been using marijuana? ","1","0.16"
"how long have i used?","1","0.16"
"How long it takes to get to a dispensary. Do you have a dispensary in your neighborhhood. ","1","0.16"
"How much do you love cannabis","1","0.16"
"How much more cannabis would you use if you could afford it?","1","0.16"
"How much should cannabis cost.","1","0.16"
"How often and how much","1","0.16"
"how often do you consume cannabis with recreational users?","1","0.16"
"How pricing is determined. It's way to expensive.","1","0.16"
"how to dose","1","0.16"
"How to grow in home and where to get seeds and starter plants","1","0.16"
"How to maintain supply of favorite strains.","1","0.16"
"how to obtain grow license","1","0.16"
"How we felt about the need for credible research to be done, so that we would have a better idea of proper dosages and administration.   (I feel this is incredibly important!)","1","0.16"
"How well canvas works for you","1","0.16"
"I'd like to know about what age people think it is best to start use on a regular basis","1","0.16"
"I'm happy with the questions","1","0.16"
"I'm not sure","1","0.16"
"I'm pretty satisfied with the questions asked so far","1","0.16"
"I am very interested in how dispensaries will handle medical and recreational. For example I have heard of separate lines and guaranteed inventory for medical card holders. So I am interested in how recreational legalization will affect my experience as a medical card holder.","1","0.16"
"I can't think of any at the moment.","1","0.16"
"I can't think of any at this time","1","0.16"
"I can't think of any. ","1","0.16"
"I can't think of one","1","0.16"
"I can’t tolerate THC, I have hallucinations, anxiety, it’s horrible. In the 70’s I tried smoking pot and I came to conclusion that it wasn’t for me.","1","0.16"
"I don't know. It should not be a crime anywhere to use the only medicine that is known to help your condition, like Alzheimer's. It's terribly scary to not know where you are.","1","0.16"
"I don't know?","1","0.16"
"I don’t have any questions .","1","0.16"
"I don’t have more?","1","0.16"
"I have none","1","0.16"
"I have none at this time","1","0.16"
"I have none!","1","0.16"
"I honestly have no idea.","1","0.16"
"I smoked recreationally when I was younger. Now, I'd like to see more newbie education","1","0.16"
"I think you covered it","1","0.16"
"I think you covered it all","1","0.16"
"I think you covered it.","1","0.16"
"I would like to see questions regarding how long it took to get to a therapeutic level and also if people are using it for their pets and what effect it has had.","1","0.16"
"I would love to know how to refine dosing and strains for my particular issues. ","1","0.16"
"I’m good ","1","0.16"
"I’m not sure","1","0.16"
"Idk","1","0.16"
"If cannabis is a medical thing, why isn't it covered by insurance?","1","0.16"
"If I can afford to pay for the only thing that helps my pain and if I can or can't afford it","1","0.16"
"If I know what specific strains treat for medical needs ","1","0.16"
"If legal - is there an age limit?  What about teens in other states?  ","1","0.16"
"If whether or not I believe insurance companies should be responsible for assiting with paying for cannabis. They already pay for deadly drugs, drugs which have a proven track record of abuse.","1","0.16"
"If you've felt the need to stop using marijuana and couldn't","1","0.16"
"In many of the multiple choice questions, there were separate answers for THC and THCa, as well as for CBD and CBDa - and I thought this was getting into a misleading detail because in these answers you could not choose more than one.","1","0.16"
"Inquiring about knowledge about proper approach to edibles in terms of dosage and maximizing bioavailability for people who might have issues getting consistent effects from oral ingestion of THC and CBD.","1","0.16"
"Interstate use amongst medical patients. State reciprocation","1","0.16"
"Is cannabis over regulated?","1","0.16"
"Is it a gateway drug or alcohol?","1","0.16"
"Is it a legal State","1","0.16"
"Is it natural","1","0.16"
"Is there a limit of time to use Medical Cannabis. ","1","0.16"
"Is there a scientific source of information that can tell me what is honest about the research of cannabis [and all its related compounds] available to the general public?    AKA is there is universal source for ""average people"" to investigate the pros and cons of usage of psycho-active cannabis?    If not we are failing as an entity.","1","0.16"
"Is there any way to add to the list of MA qualifying conditions? Dysmenorrhea/PMS/PMDD are not on the list, but cannabis absolutely is a great treatment! The list needs to be updated. ","1","0.16"
"Is there such thing as smoking to much  ","1","0.16"
"it's important to be able discuss use with MD and get advice, most are either judgmental or don't know about interactions or how to avoid them with other meds","1","0.16"
"It should be cheaper","1","0.16"
"Jdndnd","1","0.16"
"Laws and legality","1","0.16"
"Level of experience. When they began. How their tolerance has changed over time.","1","0.16"
"long term effects on using cannabis on a regular basis","1","0.16"
"Maybe if we know someone who needs it but wont because of socieatal pressure or stigma/ uninformed shame","1","0.16"
"Medical conditions that are impacted by cannabis use (bipolar disorder, other mental health conditions).","1","0.16"
"medical use by minors","1","0.16"
"Microdosing  Non psychoactive treatment of symptoms   ","1","0.16"
"More about terpenes and their benefits","1","0.16"
"More information on how to take edibles like how much and how to use some types of edible cannibus that I'm not familiar with. ","1","0.16"
"More nuanced questions about stigma from family and friends","1","0.16"
"More self medication, outside controlled use.","1","0.16"
"Most frequently used brands.","1","0.16"
"My tolerance level. ","1","0.16"
"N.a","1","0.16"
"n/a ","1","0.16"
"N/A  ","1","0.16"
"N\A","1","0.16"
"Na ","1","0.16"
"Nada ","1","0.16"
"NC","1","0.16"
"Need to fix medical program issues and reboot this license process ","1","0.16"
"No","1","0.16"
"No  ","1","0.16"
"No clue","1","0.16"
"No e","1","0.16"
"No idea","1","0.16"
"No mention of mold issues which have been a problem in MA - people need to be informed and “quality” isn’t specific enough ","1","0.16"
"No question ","1","0.16"
"No questions geared towards Caregivers","1","0.16"
"noen","1","0.16"
"Non, great job!","1","0.16"
"none ","1","0.16"
"None  ","1","0.16"
"None at the moment!","1","0.16"
"None come to mind","1","0.16"
"None I love to learn as much as I can","1","0.16"
"none so far ","1","0.16"
"none that I can think of","1","0.16"
"None that I can think of ","1","0.16"
"none that I can think of at this time","1","0.16"
"None that I can think of right now.","1","0.16"
"None that I know of.","1","0.16"
"None, but you really need to make some questions NOT required. I'm sure there are some people like me who get their products from friends of friends, and really are not knowlegeable at all. ","1","0.16"
"None, this was a pretty comprehensive survey","1","0.16"
"None. My biggest concern is young kids access to cannabis","1","0.16"
"nonw","1","0.16"
"not any i can think of right now ","1","0.16"
"Not applicable","1","0.16"
"Not applicable ","1","0.16"
"Not at this time","1","0.16"
"Not e","1","0.16"
"Not one","1","0.16"
"not sure ","1","0.16"
"Not sure ","1","0.16"
"not sure.","1","0.16"
"Not sure.","1","0.16"
"nothing","1","0.16"
"nothing i can think of","1","0.16"
"Nothing I can think of","1","0.16"
"Nothing I can think of, thanks","1","0.16"
"Nothing I can think of.","1","0.16"
"O","1","0.16"
"Pass","1","0.16"
"Percentage of ppl who buy it","1","0.16"
"perhaps what other clever marketing ideas could we come up with to expose the safety and health benefits of this plant. My passion is veterans/PTSD, and Autism.  The public wants to jump on the Hemp CBD oil bandwagon they completely miss the fact we need to focus on legalizing THC medically and permanently. ","1","0.16"
"Pesticides and such. Not just organic. I came from California. There is so much info about your product. Here, a warning that it may be unsafe!","1","0.16"
"Possibly, what positive and negative affects indica sativa and hybrids have on the persons taking the survey","1","0.16"
"Potential harmful ingredients in vape cartridges","1","0.16"
"Pretty much covered everything. I am happy to see that there is research being done on the use & benefits of cannabis :) ","1","0.16"
"Price","1","0.16"
"Pushing the discussion to have insurance coverage. Or open the two approved FDA cannabis treatments for more diagnoses. ","1","0.16"
"Quality ","1","0.16"
"Questions regarding how cannabis appears to resolve medical issues","1","0.16"
"Questions regarding knowledge of cannabinoids other than THC and CBD, perhaps. ","1","0.16"
"Questions reguarding future usage ","1","0.16"
"Questions were fine","1","0.16"
"Regarding cannabis use as neither ""social"" or ""medicinal"" but rather ""nutritional"" (as God intended).  Plus many of your answer sets are not appropriate for micro-dosers.","1","0.16"
"Regarding the importance of factors when selecting cannabis products: environmental impact/sustainability of source. ","1","0.16"
"Reporting of terpene profiles.","1","0.16"
"Risk involved","1","0.16"
"Safety, storing it and children at home etc. ","1","0.16"
"Sativa/indica preferences, favorite music/snacks whilst smoking","1","0.16"
"Should dispensaries have to list every ingredient in every product they sell?  The answer is yes.","1","0.16"
"Should the Federal Government reclassify marijuana? Yes ","1","0.16"
"Since cannabis is legal what about the offenders in jail for crimes related to Marijuana?","1","0.16"
"Stavia  vs Indica and how each effect you. ","1","0.16"
"Stigma","1","0.16"
"Still waiting for shops to open ","1","0.16"
"Storage...and cooking help","1","0.16"
"Strain frequencies ","1","0.16"
"Taste","1","0.16"
"Terpine content","1","0.16"
"the bases were pretty much covered","1","0.16"
"The benefits of vape vs. Smoking cannabis","1","0.16"
"The cost of treating yourself with it is a huge issue","1","0.16"
"the difference between fear of stigma from loved ones and fear of stigma from society at large","1","0.16"
"The effects of cannabis on the brain ","1","0.16"
"The importance of decarboxilation of weed prior to making oil/butter.","1","0.16"
"The level of thc/CBD ","1","0.16"
"There isn't any","1","0.16"
"These questions are made for those in states where cannabis is legal.  There should have been answer-choices for those of us to who do not have dispensaries or bud tenders","1","0.16"
"This survey asked nothing about community or belonging to a group of like minded individuals.  Would be cool to get a pulse on what folks think about forming/joining a local Cannabis Community. :)","1","0.16"
"This survey didn't ask as many questions about access to cannabis education in the areas of personal cultivation as I would have liked. I'm interested in the growing culture around home grows and how things like heirloom strains and breeding and small-batch strains and the communities around home grows are doing.","1","0.16"
"Those currently incarcerated for marijuana. ","1","0.16"
"To new","1","0.16"
"Too see if all cannabis should be tested for quality control","1","0.16"
"unknown","1","0.16"
"US can’t classify an illegal substance organic so that conversation seems irrelevant as it doesn’t currently exist. Ya know? ","1","0.16"
"Very clear questions ","1","0.16"
"Ways to smoke flower ","1","0.16"
"We haven't gone through all the questions yet","1","0.16"
"We need better discounts for the medically disabled","1","0.16"
"Well covered","1","0.16"
"What are the 3-5 most helpful questions to ask a cannabis sales person when first getting started using cannabis?","1","0.16"
"What do I think about how federal legalization of medical cannabis will affect pharmacutical companies? The medical community says there's no value, but have a CBD seizure med coming out on the market. Isn't that ironic?","1","0.16"
"what I'm trying to achieve ","1","0.16"
"What is being done to educate medical students?","1","0.16"
"what is healthiest ingestion technique","1","0.16"
"What is your favorite and least favorite part of cannabis?","1","0.16"
"What is your opinion of pharmaceutical companies developing medications based on cannabis molecules?    Are you concerned that big business could negatively impact the cannabis industry or community through unfair business practices or patenting of medicine?","1","0.16"
"What method is best to start using if you’ve never used cannabis ","1","0.16"
"What new types of medical cannabis products would people like to see? ","1","0.16"
"What options are available for those living in non legal states","1","0.16"
"What prescription medications have you been able to eliminate because of your cannabis use?","1","0.16"
"What price deals","1","0.16"
"What strains for specific ailments? ","1","0.16"
"What THC/CBD ratio do you feel is more suited to treating your disease?  ","1","0.16"
"When did I first use marijuana ","1","0.16"
"When did I start smoking cannabis? also, when did I start recreationally vs medically?? ","1","0.16"
"When is the medical industry going to accept this so we can have insurance cover it and not pay retail the rest of our life?","1","0.16"
"When were you introduced?","1","0.16"
"When will Medicare and medicaid cover the cost?","1","0.16"
"When will prices go down?","1","0.16"
"When will the prices drop for hardship","1","0.16"
"Where can I reliably get feminized seeds?  Will they be carried at a dispensary?","1","0.16"
"Where do I consume ?  How long have I had my MMJ card?  Am I happy with the MMJ providers ? ","1","0.16"
"Where does it come from?  What is used to grow it?  What is the right stuff for me?","1","0.16"
"Which kind of legalization you support","1","0.16"
"Who do you smoke with? ","1","0.16"
"WHY CANNABIS WORKERS GET PAID SO LITTLE WHEN THEIR WORK IS SO CRUCIAL. THESE PEOPLE WHO WORK HR IN THESE COMPANIES ARE MAKING BANK WHILE PEOPLE ON BOTTOM ARE DOING ALL THE WORK FOR THEM. ALSO Y'ALL NEED TO GIVE MONEY BACK TO BLACK COMMUNITIES IN MASSACHUSETTS. THIS INDUSTRY NEEDS TO STEP UP IN THOSE REGARDS. I UNDERSTAND THAT PROFIT KEEPS PEOPLE UP AT NIGHT BUT Y'ALL SEEM TO BE OBLIVIOUS TO THE FACT THAT PEOPLE WHO WERE DOING THIS IMPORTANT WORK GIVING PEOPLE MEDICINE ARE IN PRISON WHILE Y'ALL SIMPLY HOP ON THE BANDWAGON WHEN IT IS LEGAL. PEOPLE STILL PAYING A PRETTY PENNY FOR THESE CANNABIS PRODUCTS AND Y'ALL SHOULD USE A GOOD AMOUNT OF THAT MONEY TO ADVOCATE FOR PEOPLE IN PRISON FOR DOING WHAT YOU ARE DOING NOW? HOW IS THAT NOT ON YOUR MIND? HOW IS THIS BEING OVERLOOKED? I DONT UNDERSTAND. ","1","0.16"
"Why do I use the strains I prefer?","1","0.16"
"Why does Massachusetts take so long in opening medical and recreational dispensaries?","1","0.16"
"Why does my drivers license get scanned as a medical user? I believe that a database is being built to give probable cause to search my vehicle in any future traffic stops. Hippa ","1","0.16"
"Why isnt pesticide testing more open for patients. On every label it says it may not meet pesticide standards, gives me more paranoia","1","0.16"
"why the government has carried on with this prohibition for so long, injuring the american people as a whole","1","0.16"
"Will a medical card holder be considered a recreational user?","1","0.16"
"Will I purchase cannabis at a retail site when there are long-established means to purchase via other means?  ","1","0.16"
"Will the price of Cannabis come down when the whole US is legal?","1","0.16"
"WILL THE PRICES BE DIFFERENT FOR THE MEDICAL COMMUNITY VS RECREATION","1","0.16"
"with all the clinical research being done on this topic why are the really good effects of this plant not talked about more  and then there is the tax issue","1","0.16"
"Would I like to be involved in cannabis professionally, because yes I would.","1","0.16"
"Would like to see mandatory cannabinoid and terpenoid profiles on products in order to improve efficacy","1","0.16"
"Would you like cannabis to be allowed in nursing homes and assisted living. For elderly ","1","0.16"
"Would you like more variety in strain6","1","0.16"
"Would you prefer to talk to your doctor instead of a bud tender? ","1","0.16"
"Would you want better testing for cannabis for DUI purposes? How should this testing be applied? (Blood, urine, mouth swab?)","1","0.16"
"Would you work in the cannabis industry?","1","0.16"
"You asked about what meds I'm trying to cut back on with cannabis use not what you have replaced with cannabis use. I am now on zero pharmaceuticals and used to be on up to 6 at a time. ","1","0.16"
"You asked them all ","1","0.16"
"You asked them all.","1","0.16"
"You could ask if I'm pretty loyal to just one dispensary or if I use a bunch of different ones and what my motivation might be either way","1","0.16"
"You covered everything very thoroughly!","1","0.16"
"You covered it all","1","0.16"
"You did a good job. ","1","0.16"
"You didn't ask anything about minority communities negatively affected by prohibition. You should ask whether people think its important for emerging/legal businesses to benefit effected communities. ","1","0.16"
"You didn't ask if I've done political advocacy around cannabis consumption, legalization.","1","0.16"
"You didn’t ask why I am using medical cannabis. I have PTSD, anxiety and depression. ","1","0.16"
"You hit everything I can think of right now ","1","0.16"
"You hit them all","1","0.16"
"you should put this question at the very end","1","0.16"
"you were very thorough. you asked everything.","1","0.16"
"You’ve done very well! ","1","0.16"
