"q52","What questions regarding cannabis did we not ask that are important to you?","n =  214"
"Lab testing for pesticides. Why did the majority of dispensaries in California they all their pesticide testing? How many dispensaries in Massachusetts would feel their pesticide testing? We are told there are no pesticides on the cannabis. Yet, my allergies flare up severely after medicating sometimes.","1","0.47"
"Laws and legality","1","0.47"
"Many questions did not apply to me and I could not state that as there was no option for 1 who consumes illegally. ","1","0.47"
"Maybe if we know someone who needs it but wont because of socieatal pressure or stigma/ uninformed shame","1","0.47"
"More nuanced questions about stigma from family and friends","1","0.47"
"My dosage is so low that it doesn't interfere with normal life in any way. How many people use it like that?","1","0.47"
"N/a","1","0.47"
"n\a","1","0.47"
"na","1","0.47"
"Need to fix medical program issues and reboot this license process ","1","0.47"
"negative long term effects","1","0.47"
"No clue","1","0.47"
"none that I can think of","1","0.47"
"None that I can think of","1","0.47"
"none that I can think of at this time","1","0.47"
"None, thank you for conducting this research","1","0.47"
"None, this was a pretty comprehensive survey","1","0.47"
"not applicable","1","0.47"
"Not sure if anything is missing","1","0.47"
"Not sure?!?!?","1","0.47"
"Nothing ","1","0.47"
"Nothing  ","1","0.47"
"Nothing I can think of","1","0.47"
"Patient privacy ","1","0.47"
"Pesticides and such. Not just organic. I came from California. There is so much info about your product. Here, a warning that it may be unsafe!","1","0.47"
"Pricing","1","0.47"
"Pushing the discussion to have insurance coverage. Or open the two approved FDA cannabis treatments for more diagnoses. ","1","0.47"
"Questions reguarding future usage ","1","0.47"
"Questions related to criminal justice.  What should we do with youth offenders? Should we treat 18-20 year olds differently than 17 and younger?   What should the penalty for selling without a license? Should it be civil or criminal? ","1","0.47"
"Real data that will provide info on specific strains for various chronic medical conditions","1","0.47"
"Regarding cannabis use as neither ""social"" or ""medicinal"" but rather ""nutritional"" (as God intended).  Plus many of your answer sets are not appropriate for micro-dosers.","1","0.47"
"Relief of pain profile","1","0.47"
"separation of medical sales and recreational sales","1","0.47"
"Should cannabis be made legal nationally.","1","0.47"
"Should dispensaries have to list every ingredient in every product they sell?  The answer is yes.","1","0.47"
"solvent or solvent-less","1","0.47"
"Stats on use in general  Public","1","0.47"
"Still waiting for shops to open ","1","0.47"
"the bases were pretty much covered","1","0.47"
"The importance of decarboxilation of weed prior to making oil/butter.","1","0.47"
"The importance of terpenes ","1","0.47"
"There isn't any","1","0.47"
"These are good. ","1","0.47"
"This survey didn't ask as many questions about access to cannabis education in the areas of personal cultivation as I would have liked. I'm interested in the growing culture around home grows and how things like heirloom strains and breeding and small-batch strains and the communities around home grows are doing.","1","0.47"
"Those currently incarcerated for marijuana. ","1","0.47"
"To new","1","0.47"
"Too many questions ","1","0.47"
"Unknown ","1","0.47"
"unsure","1","0.47"
"We need better discounts for the medically disabled","1","0.47"
"What effects have helped and from which product. (medical).","1","0.47"
"When is the medical industry going to accept this so we can have insurance cover it and not pay retail the rest of our life?","1","0.47"
"When will prices go down?","1","0.47"
"Which kind of legalization you support","1","0.47"
"Which strains are used for specific ailments. ","1","0.47"
"Who do you smoke with? ","1","0.47"
"Why are pain patients told they must choose between MMJ and opioids? There doesn’t seem to be tons of research indicating they can’t be used together, and in fact MMJ has been the only treatment modality that has allowed me to significantly reduce the amount of opioids I take.","1","0.47"
"Why does my drivers license get scanned as a medical user? I believe that a database is being built to give probable cause to search my vehicle in any future traffic stops. Hippa ","1","0.47"
"why is it taking so long for stores to open- it was voted on","1","0.47"
"Why is there not more regulations in dispenceries regarding strength, and better use of oral syringe to calibrate dose. It’s a crap shoot now","1","0.47"
"Will medical cannabis ever be covered by prescription insurance?","1","0.47"
"Will workshops or info groups be held to provide better explanation of exactly how each component of strains works- lots of us “older” patients really need some help understanding how to pick best strains","1","0.47"
"You asked about what meds I'm trying to cut back on with cannabis use not what you have replaced with cannabis use. I am now on zero pharmaceuticals and used to be on up to 6 at a time. ","1","0.47"
"You asked them all.","1","0.47"
"You covered it all","1","0.47"
"You did good","1","0.47"
"You didn’t ask if I ever have felt impaired from using cannabis and which methods of consumption may cause impairment more easily. ","1","0.47"
"You hit everything I can think of right now ","1","0.47"
"you were very thorough. you asked everything.","1","0.47"
