"q21","What products/strains do you want that are not currentlyt available in your local dispensaries?","n =  1243"
"Pineapple Express","2","0.16"
"Pineapple Express ","2","0.16"
"Rosin","2","0.16"
"sativa","2","0.16"
"Seeds","2","0.16"
"Shatter ","2","0.16"
"Skunk","2","0.16"
"Sour Diesel","2","0.16"
"Sour Diesel, Train Wreck, Skywalker Kush","2","0.16"
"Super silver haze","2","0.16"
"suppositories","2","0.16"
"Underdawg","2","0.16"
"1-2 mg THC gummies","1","0.08"
"1 to 1 through 2 to 1 THC to CBD strains","1","0.08"
"1:1 ratio thc cbd","1","0.08"
"100% Haze ","1","0.08"
"2-4:1 CBD:THC flower strains ","1","0.08"
"2:1 in a 500 mg. and 1000 mg. cartridges","1","0.08"
"2:1 THC:CBD","1","0.08"
"20 to 1","1","0.08"
"24K","1","0.08"
"3D-3, 3D-6","1","0.08"
"3D-CBC","1","0.08"
"4way","1","0.08"
"9 pound Hammer","1","0.08"
"A balm that works for bursitis.","1","0.08"
"a GoFire","1","0.08"
"A higher ratio cbd/thc tincture. ","1","0.08"
"A larger variety of edibles ","1","0.08"
"A lot","1","0.08"
"A peer is in process of getting licensed; I am one individual who is assisting the peer with “perfecting” the product for pain relief. I do not know strains ","1","0.08"
"aaa","1","0.08"
"Ac dc","1","0.08"
"AC/DC ","1","0.08"
"AC/DC, Harliquin ","1","0.08"
"acapulco gold","1","0.08"
"acapulco gold, strains from 50 years ago.  ","1","0.08"
"ACDC, Harlequin, Cannatonic, 9Ib Hammer, Blackberry Kush, Purple Arrow, Blue Widow, Cataract Kush,  Mazar I Sharif ","1","0.08"
"ACDC, High CBD 2:1","1","0.08"
"Acidic cannabinoids","1","0.08"
"AeroInhaler","1","0.08"
"Affordable Concentrate","1","0.08"
"Affordable edibles! ","1","0.08"
"Affordable product","1","0.08"
"affordable THCA extracts,  terpenes highlighted on label","1","0.08"
"afghan kush","1","0.08"
"Afghani","1","0.08"
"Afghani Kush, Thai Stick, greater edibles selection","1","0.08"
"Agent orange flower ","1","0.08"
"Ak47","1","0.08"
"Akasha CBD:THC 3:1, Indica 300 mg tincture, FireBird  1:1 pills","1","0.08"
"Alaskan Thunder Fuck, Frosted Freak  ","1","0.08"
"Alaskan Thunderfuck ","1","0.08"
"All-local dispensary offers proprietary strains only.  ","1","0.08"
"all are from LP's in Canada","1","0.08"
"All CBD, zero THC","1","0.08"
"all good","1","0.08"
"All good","1","0.08"
"All of the strains in answer 17.","1","0.08"
"All of them","1","0.08"
"All of them ","1","0.08"
"All products as I do not have medical","1","0.08"
"all the aBOVE","1","0.08"
"All the above","1","0.08"
"All, I have no dispensary.","1","0.08"
"alpapko gold","1","0.08"
"Am relatively happy with diversity of strains, but wish more more consistency (e.g., dispensary running out of a favorite for a long time)","1","0.08"
"Ambulance","1","0.08"
"Amnesia CBD Auto ","1","0.08"
"Amnesia Haze","1","0.08"
"Amnesia Haze, Hawaiian Snow","1","0.08"
"Amnesia Haze,larger and different variety of edibles","1","0.08"
"Any","1","0.08"
"Any God strains","1","0.08"
"Any hazes, pure sativas","1","0.08"
"Any high CBD strain or very balanced strains with a variety of cannabinoids rather than just high percent of THC","1","0.08"
"Any Sativa dominated plant.","1","0.08"
"Anything ","1","0.08"
"anything with high THC :-)","1","0.08"
"Apothecanna Calm Lotion with THC","1","0.08"
"Avidekel","1","0.08"
"Banana bread ","1","0.08"
"Banana OG, Pineapple Jack, ","1","0.08"
"Barcelona ","1","0.08"
"Barry White","1","0.08"
"Bath Balms, facial creams/massage oils","1","0.08"
"Be able to get the same strains repeatedly, varieties available change constantly","1","0.08"
"Best CBD/THC tinctures ","1","0.08"
"Better concentrate selection","1","0.08"
"Better edibles","1","0.08"
"Better quality flower","1","0.08"
"better selection of disposable vape pens","1","0.08"
"Better tasting edibles","1","0.08"
"better tasting strains","1","0.08"
"Beverages, similar to a beer and what is under development in Canada.","1","0.08"
"Bho","1","0.08"
"BHO","1","0.08"
"Big bud skunk","1","0.08"
"Black Triangle","1","0.08"
"Black triangle kush","1","0.08"
"Blackberry hash honey vapes","1","0.08"
"Blackwater ","1","0.08"
"Blissful wizard","1","0.08"
"Blissful Wizard, Alaskan Thunderfuck","1","0.08"
"blond hash not bubble hash","1","0.08"
"Blue azure","1","0.08"
"Blue Cheese ","1","0.08"
"Blue Dream, Durban Poison, Sour Diesel, Super Silver Haze, Tangerine Haze","1","0.08"
"Blue Dream, Gorilla strains, prefer high THC strains","1","0.08"
"Blue Dreams","1","0.08"
"Blue Dreams ground flower","1","0.08"
"blueberry","1","0.08"
"Blueberry ","1","0.08"
"Blueberry and Hash (not bubble hash)","1","0.08"
"Blueberry anything ","1","0.08"
"Blueberry kush","1","0.08"
"Boost Vyb cartridges","1","0.08"
"Bootylicious ","1","0.08"
"Breakfast, Bay11","1","0.08"
"Brownies","1","0.08"
"Brownies, Cookies","1","0.08"
"bruce banner","1","0.08"
"Bruce Banner","1","0.08"
"Bruce banner, topicals, kief patties","1","0.08"
"Bubble Hash","1","0.08"
"Bubble Kush","1","0.08"
"Bubblegum skunk#1 ","1","0.08"
"Bulk vape oil, maybe in a loaded syringe. I would prefer to fill my own more quality cartridges that don't malfunction.  ","1","0.08"
"California dream","1","0.08"
"California super skunk #2","1","0.08"
"California weed","1","0.08"
"can't think of any","1","0.08"
"Can't think of any ","1","0.08"
"can't think of anything","1","0.08"
"Can’t think of any","1","0.08"
"Canna butter","1","0.08"
"Cannabis-infused beverages","1","0.08"
"Cannabis gum","1","0.08"
"Cannabis inhaler","1","0.08"
"cannabis lube","1","0.08"
"Cannabis seeds","1","0.08"
"Cannatonic","1","0.08"
"Cannatonic flower vape, TD patches","1","0.08"
"Cannatonic, Jack Herer","1","0.08"
"capsules","1","0.08"
"Capsules","1","0.08"
"CAPSULES","1","0.08"
"Capsules and more choices of edibles","1","0.08"
"capsules/tincture/oils w/o any sugar, ""natural"" flavors, binders, gums etc","1","0.08"
"Cartridge refills","1","0.08"
"Caviar joints","1","0.08"
"Caviar Prerolled Joints","1","0.08"
"Cbd ","1","0.08"
"CBD / THC mixed strains","1","0.08"
"CBD Flower","1","0.08"
"CBD flower varieties","1","0.08"
"Cbd honey more choices of cbd strains","1","0.08"
"cbd oil","1","0.08"
"CBD only vape cartridges","1","0.08"
"CBD Salve, CBD Tinctures, CBD Bath Bombs (all low stock due to regulation)","1","0.08"
"CBD strains","1","0.08"
"Cbd tampons","1","0.08"
"CBD THC 1:1 flower","1","0.08"
"CBD Vape ","1","0.08"
"CBD Yummy ","1","0.08"
"cbd/thc honey","1","0.08"
"cbd/thc strains","1","0.08"
"Cbd/thc transdermal patch","1","0.08"
"CBDA / THCA line","1","0.08"
"CBDA THCA THCV","1","0.08"
"Chad bud acapulco gold and creeper","1","0.08"
"Charlotte's web","1","0.08"
"Charlotte's Web","1","0.08"
"Charlotte's Web Plants (Or Haleigh’s Hope plants)","1","0.08"
"Charlotte's web, or any vape cartridges with higher CBD content","1","0.08"
"charlottes Web","1","0.08"
"Chatlottes Web","1","0.08"
"Cheaper flower","1","0.08"
"Cheaper Rosin","1","0.08"
"Cheaper strains and cartridges ","1","0.08"
"Chemdawg","1","0.08"
"chewable THC/CBD, Charlotte's Web, many others","1","0.08"
"Chocolate Thai","1","0.08"
"Chocolates","1","0.08"
"Chocolope, more vegan/gluten free edibles","1","0.08"
"Christmas tree","1","0.08"
"Chuck og","1","0.08"
"CLEAR","1","0.08"
"Clones","1","0.08"
"clones, more beauty products, keif ","1","0.08"
"Clones, seeds","1","0.08"
"Columbian Gold","1","0.08"
"concentrate","1","0.08"
"Concentrates","1","0.08"
"Concentrates ","1","0.08"
"consistency is the hardest part may carry what I need one week but not the next","1","0.08"
"Consistent selection","1","0.08"
"Cookies","1","0.08"
"Cookies ","1","0.08"
"Cookies and cream ","1","0.08"
"Cooking oil","1","0.08"
"Cosmetics ","1","0.08"
"dab rigs","1","0.08"
"dab rigs / gadgets to go with products I purchase, would just like greater strain variety in the dispensaries ","1","0.08"
"Dabbing wax","1","0.08"
"Deadhead OG","1","0.08"
"Destilste","1","0.08"
"Diamonds in sauce ","1","0.08"
"Diesel","1","0.08"
"Disolvable edibles","1","0.08"
"Distillates and live rosin ","1","0.08"
"DNA Lemon Skunk","1","0.08"
"do not know","1","0.08"
"Do not know.  Never been in one.","1","0.08"
"Do not purchase cannabis... grow my own","1","0.08"
"Do not trust dispensaries ","1","0.08"
"do not use a dispensary","1","0.08"
"do not use dispensaries","1","0.08"
"Does not apply","1","0.08"
"don'[t know","1","0.08"
"Don't care","1","0.08"
"don't frequent dispensaries","1","0.08"
"Don't Have Any","1","0.08"
"Don't have local dispensaries ","1","0.08"
"Don't know of any","1","0.08"
"Don't know.","1","0.08"
"Don't really know","1","0.08"
"Don't shop at a dispensary ","1","0.08"
"don't use","1","0.08"
"Don’t go to a dispensary ","1","0.08"
"Don’t know ","1","0.08"
"Don’t know what is available ","1","0.08"
"Don’t know...still learning more about which may work well for me.","1","0.08"
"Don’t know/ no dispensaries in my area","1","0.08"
"Don’t mnow","1","0.08"
"Don’t shop at a dispensary ","1","0.08"
"Don’t use a dispensary ","1","0.08"
"Dont care for names","1","0.08"
"dont know what works best yet","1","0.08"
"Dosi Dos","1","0.08"
"dr. grinspoon","1","0.08"
"Dr. Who","1","0.08"
"drinks ","1","0.08"
"Drinks and more food ","1","0.08"
"Drinks that aren't 30$ a dose","1","0.08"
"Drinks, diamonds","1","0.08"
"drops","1","0.08"
"dry sift rosin that isn't crazy expensive","1","0.08"
"Durban poison ","1","0.08"
"Durban Poison ","1","0.08"
"Durban Poison, Maui Wowi, more old school strains/land races in general","1","0.08"
"Durbhan","1","0.08"
"Edible Options, high dose gummy/lozenges.","1","0.08"
"Edibles or loose flower not in Fl yet","1","0.08"
"Energy bars   Chocolate bars.  Brownies.  ","1","0.08"
"Every thing that I want for the time being is available to me.","1","0.08"
"everything ","1","0.08"
"Everything because recreational dispensaries aren’t open yet.","1","0.08"
"Everything I use, lol. If I didn't grow, (above numyusy energy use estimate for a week) I would have to spend $500 a week on suppositories topicals and concentrate at a dispensary.","1","0.08"
"Everything. Dispensaries are poor overall supply right now ","1","0.08"
"Extreme Cream vape oil","1","0.08"
"Far higher CBD content at a lower price point","1","0.08"
"FECO","1","0.08"
"Fire OG","1","0.08"
"flo o g","1","0.08"
"Floriden ","1","0.08"
"flower and concentrates","1","0.08"
"flower is not permitted in NY. specific strains are not reliably in stock in dispensaries","1","0.08"
"Food","1","0.08"
"Fresh foods ","1","0.08"
"Fruit flavored lemon was nice ","1","0.08"
"Fruity pebbles","1","0.08"
"Fruity pebbles, headband, strawberry cough ","1","0.08"
"Full meals","1","0.08"
"GDP","1","0.08"
"Gel tabs ","1","0.08"
"GG","1","0.08"
"GG#4","1","0.08"
"GG4","1","0.08"
"girl scout cookie","1","0.08"
"Girl scout cookie ","1","0.08"
"Girl Scout cookies","1","0.08"
"Girl Scout Cookies","1","0.08"
"gluten free baked goods","1","0.08"
"Gluten free edibles","1","0.08"
"Gluten Free Edibles","1","0.08"
"Gluten free gummy bears ","1","0.08"
"Godfather OG","1","0.08"
"Golden Goat and the Coff","1","0.08"
"Grand Daddy Kush","1","0.08"
"Grand daddy purple ","1","0.08"
"grandaddy purple, ultimate trainwreck, edibles","1","0.08"
"Granddaddy Purple","1","0.08"
"grandpa's breath","1","0.08"
"Grape Ape","1","0.08"
"Grape Stomper in a high quality glass vape cartridge","1","0.08"
"Grape, strawberry","1","0.08"
"Green crack, fruity pebbles, deadhead, blue dreams, khalifa kush, etc. ","1","0.08"
"Green Crack, Skywalker","1","0.08"
"Green Monster","1","0.08"
"GSC","1","0.08"
"Gummies","1","0.08"
"Gummy bears and other editables ","1","0.08"
"Habit","1","0.08"
"Happy with the selection at bask","1","0.08"
"Hard candies ","1","0.08"
"Harlequin","1","0.08"
"Harlequin and more 1:1 products ","1","0.08"
"Harlequin flower, CBD topical rub isn’t sold at Sira Naturals ","1","0.08"
"Harlequin or other high cbd","1","0.08"
"Harliquin","1","0.08"
"hash","1","0.08"
"Hash- strawberry cough flower. Vape cartridges ","1","0.08"
"Hash ","1","0.08"
"hash not bubble","1","0.08"
"Hash plant mix","1","0.08"
"hashish","1","0.08"
"Hashish","1","0.08"
"Hashplant","1","0.08"
"Have never purchased from dispensary","1","0.08"
"Have no particular preferences","1","0.08"
"Haven’t been. Can’t afford that ","1","0.08"
"Haven’t researched outside area","1","0.08"
"Having a choice is still pretty new to me!","1","0.08"
"Hawaiian?","1","0.08"
"Hawaiin Mango Blueberry Thai","1","0.08"
"Haze","1","0.08"
"Headband","1","0.08"
"Headband and Bruce Banner","1","0.08"
"Headband, acdc","1","0.08"
"Healthier edibles ","1","0.08"
"Heavy indica’s","1","0.08"
"Help with pain and depression","1","0.08"
"Hemp Wick ","1","0.08"
"Herijuana -  Pre 98 OG Kush","1","0.08"
"High-dose (therapeutic levels) CBD products at a much more affordable price point","1","0.08"
"high CBD","1","0.08"
"High CBD","1","0.08"
"high cbd ","1","0.08"
"High CBD flower (esp. 2:1 CBD/THC strains)","1","0.08"
"high cbd gummies or chewy caramels with thc  2:1","1","0.08"
"High cbd strains","1","0.08"
"High CBD strains","1","0.08"
"High CBD Strains","1","0.08"
"High Dose Edibles (non tincture), vape cartridges that dont suck ","1","0.08"
"High thc extract in oils","1","0.08"
"high thca hybrids","1","0.08"
"higher cbd low or no thc","1","0.08"
"Higher mg doseages for measured products, more indicas available on market","1","0.08"
"Higher mg edibles","1","0.08"
"Higher mg suppositories, chocolates","1","0.08"
"higher THC","1","0.08"
"Higher thc content","1","0.08"
"Higher THC edibles","1","0.08"
"HMBLDT DOSIST PENS","1","0.08"
"Hmmmm","1","0.08"
"home grower do not use dispensaries - overpriced","1","0.08"
"hybrid","1","0.08"
"HYDRO","1","0.08"
"i'm good","1","0.08"
"I'm not familiar enough yet with different stains available in tinctures","1","0.08"
"I'm not sure","1","0.08"
"I'm okay with what i use","1","0.08"
"I've never been to a dispensory","1","0.08"
"I am unfortunately unfamiliar with strain names ","1","0.08"
"I can find what I need","1","0.08"
"I can get anything through the community but I would like to see more medical research","1","0.08"
"I can get everything I need here in Vancouver.","1","0.08"
"I do not have a local dispensary ","1","0.08"
"I do not have access to dispensary at this time (Ohio)","1","0.08"
"I do not know","1","0.08"
"I don't have a local dispensary, so thats what I would like.","1","0.08"
"i don't know","1","0.08"
"I don't know ","1","0.08"
"I don't know enough about strains","1","0.08"
"I don't know the names.","1","0.08"
"I don't know what the options are.","1","0.08"
"I don't know.  Just know I like a hybrid with more indica","1","0.08"
"I don’t know enough to answer this question ","1","0.08"
"I don’t know. ","1","0.08"
"I dont know","1","0.08"
"i dont know whats in the dispensary as i dont have a medical card","1","0.08"
"I grow my own ","1","0.08"
"I have access to anything I want","1","0.08"
"I have been looking for whole plant lower thc tincture/ seems like mostly extracts available and/or high thc","1","0.08"
"I have not been provided an option to even choose","1","0.08"
"I like to try new things, so nothing yet ","1","0.08"
"I live in England ","1","0.08"
"I use cannabis with THC at .05% or less so not regulated or purchased at dispensary ","1","0.08"
"I want more reliable vape cartridges/ safer and easier to use dab rigs","1","0.08"
"I want more salves/topicals and personal lubricants. ","1","0.08"
"I would like my local dispensary to sell Everything related to cannbis. I would love them to sell pipes, bongs, patches, edibles and Clones!! It should be the local gethering center with advertisements for classes and meetings and etc. Clones should be available. ","1","0.08"
"I would like to learn about a the different strains.","1","0.08"
"I would like to see more sativa","1","0.08"
"I’m good ","1","0.08"
"Id like more selection of cbd flower","1","0.08"
"IDK","1","0.08"
"incredibles","1","0.08"
"Infused (indica) gummies","1","0.08"
"Infused beauty products ","1","0.08"
"Infused coconut oil","1","0.08"
"Infused coffee beans, Flavored cartridges, more candies, ","1","0.08"
"Infused soda","1","0.08"
"Ingrid, Cindy 99, MJ-23","1","0.08"
"Inhaler","1","0.08"
"Inhalers","1","0.08"
"Inhalers like used for athsma with thc","1","0.08"
"Inzane in the membrane","1","0.08"
"Island Sweet Skunk","1","0.08"
"it's all the same, right? i need real numbers, not vaguely violent/sexist/food related names","1","0.08"
"It is really difficult to find good 1:1 THC/CBD strains, so much so that I can't actually name a single one off the top of my head.","1","0.08"
"Items to cook with, oils, flowers, the raw leaves","1","0.08"
"Jack Cookies","1","0.08"
"Jack Herear","1","0.08"
"Jack Herer, cheap RSO and rosin","1","0.08"
"Jack Herrar and family ","1","0.08"
"Jilly Bean","1","0.08"
"Jupiter joints ","1","0.08"
"Just CBD products. Not 1-1 products. ","1","0.08"
"Kalifa Kush","1","0.08"
"Katsu Bubba Kush","1","0.08"
"Keefe","1","0.08"
"keif, train wreck","1","0.08"
"Keto/paleo friendly edibles ","1","0.08"
"khalifa kush","1","0.08"
"kief","1","0.08"
"Kief","1","0.08"
"King tut","1","0.08"
"KoolGuyzCandz FireChewz","1","0.08"
"Kush","1","0.08"
"Kush (i live in denmark)","1","0.08"
"Kush flower","1","0.08"
"LA Confidential","1","0.08"
"Labeled edibles as ""Sativa"" or ""Indica""; many currently say ""Unknown strain""","1","0.08"
"Lambs breath ","1","0.08"
"Landrace Sativas","1","0.08"
"larger cartridges","1","0.08"
"Larger selection of flower","1","0.08"
"Larger variety of concentrates","1","0.08"
"Larger variety of edibles","1","0.08"
"Laughing Gas","1","0.08"
"Legacy strains. i.e. Kona Gold, Lamb's Breath, and other famous strains of the 60's and 70's.","1","0.08"
"Lemon Skunk,  and Hash Oil","1","0.08"
"lemon sour diesel","1","0.08"
"Lemon Tincture","1","0.08"
"Lemoncello","1","0.08"
"light saber","1","0.08"
"Like to try new strains ","1","0.08"
"Literally all of them. I live in a state that only legalized CBD. I cannot have anything with THC in it so no ""strains"" are available. There are some that are sold with the THC breed out, but they hardly qualify as a ""strain""","1","0.08"
"Live resin full melt hash (rosin brothers)","1","0.08"
"Live rosin","1","0.08"
"Local dispensaries for recreational use don't exist,  despite voter decision","1","0.08"
"Local selection is fairly limited; I usually just try whatever they have at the time. The top three that I listed above are inaccurate. I haven't tried enough strains to have favorites at this time.","1","0.08"
"Lollipops","1","0.08"
"Lotion","1","0.08"
"lotion and tincture","1","0.08"
"Lotion/salve","1","0.08"
"Love Dutchies strain specific preroll packs or delivry service. ","1","0.08"
"Low-carb edibles","1","0.08"
"Low carb edibles, Sugar-free edibles, Vegan edibles, Gluten-free edibles","1","0.08"
"lower prices","1","0.08"
"Lower prices because the disp.are making MILLIONS  and they should share profits.","1","0.08"
"magic beans","1","0.08"
"Many! Afghani, cannotonnic, ","1","0.08"
"Marijuana available to recreational users","1","0.08"
"Mary's Muscle Freeze","1","0.08"
"Massage oils ","1","0.08"
"maui wowie","1","0.08"
"Maui Wowie, Pineapple Express, Candyland","1","0.08"
"Medicated Sugar, Medicated Cooking Oil, VEGAN EDIBLES","1","0.08"
"Medusa, Master Kush","1","0.08"
"Micro-dosages","1","0.08"
"Mini pre rolls","1","0.08"
"Mission","1","0.08"
"Mob","1","0.08"
"Moon rocks","1","0.08"
"Moon rocks lol","1","0.08"
"moonrocks","1","0.08"
"Moonrocks","1","0.08"
"Moonrocks ","1","0.08"
"More 1:1 CBD:THC strains","1","0.08"
"more affordable kush","1","0.08"
"more capsule varieties","1","0.08"
"More cartridge options","1","0.08"
"More cartridges, wider selection of flower.","1","0.08"
"More CBD","1","0.08"
"More CBD options","1","0.08"
"More CBD products","1","0.08"
"More CBD products- coffee, tea ....","1","0.08"
"More CBD products and lower dose edibles ","1","0.08"
"More CBD strains and concentrates ","1","0.08"
"More CBD/THC carts","1","0.08"
"More Chem Dog","1","0.08"
"More choice of edibles...","1","0.08"
"more choices","1","0.08"
"More choices with CBD:thc ratios","1","0.08"
"More concentrate variety ","1","0.08"
"MORE CONCENTRATE VARIETY ","1","0.08"
"More concentrated whole plant medicines","1","0.08"
"More delta-8 thc for nausea, CBN, full-spectrum products","1","0.08"
"More edible choices ","1","0.08"
"more edible choices, more concentrate choices","1","0.08"
"More edible options that are easier to dose","1","0.08"
"more edibles","1","0.08"
"More edibles","1","0.08"
"More edibles ","1","0.08"
"More edibles that are low in sugar. ","1","0.08"
"More flower choices  both indica and sativa . I would like to be able to consume in an social style establishment. ","1","0.08"
"More flower strains some times there’s only 3 choices ","1","0.08"
"More full spectrum organic CBD and organic cbn ","1","0.08"
"More Haze","1","0.08"
"More high thc 1:1","1","0.08"
"More higher potency edibles","1","0.08"
"More hybrids","1","0.08"
"More Indica flower (ground)","1","0.08"
"more indica only strains","1","0.08"
"More indica selections ","1","0.08"
"more indica shatter kinds","1","0.08"
"More Indica strains and less Sativa strains.","1","0.08"
"More indicas with 1:1 THC:CBD","1","0.08"
"More infused beverage options","1","0.08"
"More live rosin","1","0.08"
"more lotions","1","0.08"
"More lotions","1","0.08"
"More microdose edibles ","1","0.08"
"more mini pre-roll varieties","1","0.08"
"More of a variety of topicals","1","0.08"
"more organic ingredients ","1","0.08"
"More products with CBD!","1","0.08"
"More purple strains ","1","0.08"
"more rosin and other solventless concentrates","1","0.08"
"More Rubi Pod options, more edible options.","1","0.08"
"more sativa","1","0.08"
"More sativa","1","0.08"
"More sativa hybrids","1","0.08"
"More sativa options","1","0.08"
"more Sativa varieties ","1","0.08"
"More sativas and more variety of smokable products like mini-joints. Less distillate and more full spectrum oils. ","1","0.08"
"More sativas would be nice. Cheaper prices would be good too. Overall I'm happy tho","1","0.08"
"more sleep aid","1","0.08"
"More solventless extracts (rosin, hash) ","1","0.08"
"More spa products","1","0.08"
"More strains from the west coast","1","0.08"
"More strains with high CBDs and citrus terpenes","1","0.08"
"More stronger strains to relax muscle spasms","1","0.08"
"more topical","1","0.08"
"More topical and more edibles","1","0.08"
"more transdermal patches","1","0.08"
"More vape cartridge selection ","1","0.08"
"more vape cartridge strain selection ","1","0.08"
"More vape selection","1","0.08"
"More variety","1","0.08"
"More variety in edible s and topicals","1","0.08"
"More variety in live concentrates and better terp sauce","1","0.08"
"More variety of CBD Oils and Tintures","1","0.08"
"More variety of edible treats","1","0.08"
"more variety of edibles","1","0.08"
"More variety of edibles","1","0.08"
"More variety of tinctures with a focus on pain","1","0.08"
"Most of them. My dispensary has a total of 8 strains, that's it","1","0.08"
"Mother Theresa, CannaTSRO1","1","0.08"
"much more potent edibles and tools/bowls/glassware to go with all the shatter and flower","1","0.08"
"multi flavored cubies","1","0.08"
"my 3 favorite strains","1","0.08"
"My dispensary has a very broad variety, I have no complaints","1","0.08"
"My strains are always available, home grown ","1","0.08"
"N/ A","1","0.08"
"N/a - do not buy from dispensaries","1","0.08"
"N/A at this time","1","0.08"
"NEED HIGH THC LEVEL FLOWER","1","0.08"
"Never been to a dispensary","1","0.08"
"never been to a dispensary.  I wish I had them here.","1","0.08"
"never been to one","1","0.08"
"New to this, so sorry don't know what's available.","1","0.08"
"Newbie - not sure","1","0.08"
"Night Terror","1","0.08"
"No answer for me","1","0.08"
"No clue","1","0.08"
"No dispensaries","1","0.08"
"no dispensary","1","0.08"
"no idea - why is this question required?","1","0.08"
"No idea. Use CBD oil","1","0.08"
"No local dispensaries, Arkansas is DRAGGING out the process since legalization","1","0.08"
"No local dispensaries. Have to drive an hour to closest.","1","0.08"
"No option ","1","0.08"
"no sure","1","0.08"
"non-mentholated topicals","1","0.08"
"None-Market in NY is extremely restrictive and doesn't allow for such choices.","1","0.08"
"none ","1","0.08"
"None - I have access to a wealth of options and variety","1","0.08"
"None are available, Backward town! I am on city council","1","0.08"
"None come to mind?","1","0.08"
"None I can think of","1","0.08"
"None I know of ","1","0.08"
"None identified","1","0.08"
"none that I can think of","1","0.08"
"None that I know of.","1","0.08"
"none to costly","1","0.08"
"None; all are available.","1","0.08"
"Northern lights","1","0.08"
"Northern lights ","1","0.08"
"Northern lights Sweet tooth","1","0.08"
"Northern Lights!!","1","0.08"
"Not applicable","1","0.08"
"Not educated enough to know","1","0.08"
"Not enough variety in edibles both from mg and products in general","1","0.08"
"Not Legal - no dispensaries.","1","0.08"
"Not sure at this point","1","0.08"
"Not sure what’s in my tincture ","1","0.08"
"Not sure yet","1","0.08"
"Not sure, different cross breeds or hybrids...","1","0.08"
"not sure, mostly satisfied with what is at dispensaries","1","0.08"
"Not sure, willing to try new things ","1","0.08"
"nothing","1","0.08"
"Nothing I can think of","1","0.08"
"Nothing is available in Ireland legally!","1","0.08"
"nothing specific. Anything over 25% TAC...","1","0.08"
"NYC sour d ","1","0.08"
"O","1","0.08"
"Og kush","1","0.08"
"OG Kush, Panama Red, Acapulco Gold","1","0.08"
"Oil","1","0.08"
"Oils lotions ","1","0.08"
"Old school hashish, high end craft hashish","1","0.08"
"Older pure strains, Skunk #1, Northern lights, etc.","1","0.08"
"Only purchase concentrates from dispensary, no specific strain concerns ","1","0.08"
"Orange Bud","1","0.08"
"Organic & Pesticide free ","1","0.08"
"organic oils","1","0.08"
"Pack of pre rolled joints","1","0.08"
"panama red","1","0.08"
"Panama Red","1","0.08"
"PANAMA RED , ACUPOLCO GOLD","1","0.08"
"panama red, gold","1","0.08"
"patch","1","0.08"
"Patches, inhalers","1","0.08"
"Pax Era Cartridges","1","0.08"
"Pax new Era","1","0.08"
"pax vera smart vape pens and cartridges, and more glass flower pipes","1","0.08"
"Peanut butter ","1","0.08"
"Peanut butter cup edibles","1","0.08"
"personal lubricant ","1","0.08"
"Perth","1","0.08"
"Pineapple express ","1","0.08"
"Pineapple Express, Gorilla Glue","1","0.08"
"Pink Champagne","1","0.08"
"Pink Lemonade","1","0.08"
"places to hang out and sample product would be nice","1","0.08"
"Platinum Bubba Kush","1","0.08"
"Platinum bubba kush ","1","0.08"
"Platinum huckleberry cookies","1","0.08"
"Prana capsules 1:1","1","0.08"
