"q21","What products/strains do you want that are not currentlyt available in your local dispensaries?","n =  419"
"Candyland","1","0.24"
"Canna butter","1","0.24"
"Cannatonic","1","0.24"
"capsules","1","0.24"
"Capsules","1","0.24"
"Caviar Prerolled Joints","1","0.24"
"CBD / THC mixed strains","1","0.24"
"Cbd capsules","1","0.24"
"Cbd honey more choices of cbd strains","1","0.24"
"CBD only vape cartridges","1","0.24"
"CBD Salve, CBD Tinctures, CBD Bath Bombs (all low stock due to regulation)","1","0.24"
"CBD strains","1","0.24"
"CBD THC 1:1 flower","1","0.24"
"cbd/thc honey","1","0.24"
"Cbd/thc transdermal patch","1","0.24"
"CBDA / THCA line","1","0.24"
"CBDA THCA THCV","1","0.24"
"Chad bud acapulco gold and creeper","1","0.24"
"Charlotte's web","1","0.24"
"Charlotte's Web","1","0.24"
"Charlotte's Web Plants (Or Haleigh’s Hope plants)","1","0.24"
"Chatlottes Web","1","0.24"
"Cheaper flower","1","0.24"
"Chocolate Thai","1","0.24"
"Chocolope, more vegan/gluten free edibles","1","0.24"
"Coconut oil","1","0.24"
"Consistent selection","1","0.24"
"Cookies and cream","1","0.24"
"Cookies and cream ","1","0.24"
"Cosmetics ","1","0.24"
"Deadhead OG","1","0.24"
"Destilste","1","0.24"
"Diamonds in sauce ","1","0.24"
"Diesel","1","0.24"
"Disolvable edibles","1","0.24"
"Distillates and live rosin ","1","0.24"
"do not know","1","0.24"
"Do not know.  Never been in one.","1","0.24"
"Do not trust dispensaries ","1","0.24"
"Don't know.","1","0.24"
"don't use","1","0.24"
"Don’t know","1","0.24"
"Don’t know ","1","0.24"
"Don’t know...still learning more about which may work well for me.","1","0.24"
"dont know","1","0.24"
"Dont know","1","0.24"
"dont know what works best yet","1","0.24"
"dr. grinspoon","1","0.24"
"Drinks","1","0.24"
"Drinks and more food ","1","0.24"
"drops","1","0.24"
"Durban Poison","1","0.24"
"Durban Poison ","1","0.24"
"edibles","1","0.24"
"Edibles ","1","0.24"
"Extreme Cream vape oil","1","0.24"
"FECO","1","0.24"
"flower is not permitted in NY. specific strains are not reliably in stock in dispensaries","1","0.24"
"Food","1","0.24"
"Fruit flavored lemon was nice ","1","0.24"
"Full meals","1","0.24"
"GDP","1","0.24"
"GG4","1","0.24"
"Girl scout cookie ","1","0.24"
"Gluten free gummy bears ","1","0.24"
"Grand Daddy Kush","1","0.24"
"Grape Ape","1","0.24"
"Gummy bears and other editables ","1","0.24"
"Happy with the selection at bask","1","0.24"
"Harlequin","1","0.24"
"Harlequin ","1","0.24"
"Harlequin and more 1:1 products ","1","0.24"
"Harlequin or other high cbd","1","0.24"
"hash not bubble","1","0.24"
"Haven’t been. Can’t afford that ","1","0.24"
"Hawaiin Mango Blueberry Thai","1","0.24"
"Headband, acdc","1","0.24"
"Help with pain and depression","1","0.24"
"High CBD","1","0.24"
"High CBD Strains","1","0.24"
"High thc extract in oils","1","0.24"
"Higher mg doseages for measured products, more indicas available on market","1","0.24"
"Higher mg edibles","1","0.24"
"Higher thc ","1","0.24"
"HMBLDT DOSIST PENS","1","0.24"
"home grower do not use dispensaries - overpriced","1","0.24"
"HYDRO","1","0.24"
"I'm not familiar enough yet with different stains available in tinctures","1","0.24"
"I've never been to a dispensory","1","0.24"
"I can get anything through the community but I would like to see more medical research","1","0.24"
"I don't know ","1","0.24"
"I don't know.  Just know I like a hybrid with more indica","1","0.24"
"I don’t know","1","0.24"
"i dont know whats in the dispensary as i dont have a medical card","1","0.24"
"I have access to anything I want","1","0.24"
"I would like to learn about a the different strains.","1","0.24"
"Id like more selection of cbd flower","1","0.24"
"IDK","1","0.24"
"incredibles","1","0.24"
"Infused (indica) gummies","1","0.24"
"Inhaler","1","0.24"
"Inhalers like used for athsma with thc","1","0.24"
"Items to cook with, oils, flowers, the raw leaves","1","0.24"
"Jack Herrar and family ","1","0.24"
"Jilly Bean","1","0.24"
"Jupiter joints ","1","0.24"
"Just CBD products. Not 1-1 products. ","1","0.24"
"keif, train wreck","1","0.24"
"Keto/paleo friendly edibles ","1","0.24"
"KoolGuyzCandz FireChewz","1","0.24"
"Kush","1","0.24"
"Kush (i live in denmark)","1","0.24"
"Labeled edibles as ""Sativa"" or ""Indica""; many currently say ""Unknown strain""","1","0.24"
"Landrace Sativas","1","0.24"
"larger cartridges","1","0.24"
"Lemon Skunk","1","0.24"
"Lemon Skunk,  and Hash Oil","1","0.24"
"Lemoncello","1","0.24"
"light saber","1","0.24"
"Like to try new strains ","1","0.24"
"Lotion/salve","1","0.24"
"Low carb edibles, Sugar-free edibles, Vegan edibles, Gluten-free edibles","1","0.24"
"Lower prices because the disp.are making MILLIONS  and they should share profits.","1","0.24"
"Micro-dosages","1","0.24"
"Mission","1","0.24"
"Mob","1","0.24"
"Moon rocks ","1","0.24"
"Moonrock","1","0.24"
"moonrocks","1","0.24"
"More 10 and 20 mg lozenges","1","0.24"
"more affordable kush","1","0.24"
"more capsule varieties","1","0.24"
"More cartridge options","1","0.24"
"More cartridges, wider selection of flower.","1","0.24"
"More CBD products","1","0.24"
"More CBD products- coffee, tea ....","1","0.24"
"More CBD products and lower dose edibles ","1","0.24"
"More CBD strains and concentrates ","1","0.24"
"More Chem Dog","1","0.24"
"More choice of edibles...","1","0.24"
"more choices","1","0.24"
"More choices with CBD:thc ratios","1","0.24"
"More concentrate variety ","1","0.24"
"More delta-8 thc for nausea, CBN, full-spectrum products","1","0.24"
"More edible options that are easier to dose","1","0.24"
"More flower choices  both indica and sativa . I would like to be able to consume in an social style establishment. ","1","0.24"
"More full spectrum organic CBD and organic cbn ","1","0.24"
"More Haze","1","0.24"
"More high thc 1:1","1","0.24"
"More Indica flower (ground)","1","0.24"
"More indica selections ","1","0.24"
"more lotions","1","0.24"
"More microdose edibles ","1","0.24"
"More of a variety of topicals","1","0.24"
"More sativas","1","0.24"
"More spa products","1","0.24"
"More stronger strains to relax muscle spasms","1","0.24"
"More topical and more edibles","1","0.24"
"More topicals","1","0.24"
"more transdermal patches","1","0.24"
"More vape selection","1","0.24"
"More variety in edible s and topicals","1","0.24"
"More variety of CBD Oils and Tintures","1","0.24"
"More variety of tinctures with a focus on pain","1","0.24"
"Most of them. My dispensary has a total of 8 strains, that's it","1","0.24"
"N/ A","1","0.24"
"na","1","0.24"
"No dispensaries","1","0.24"
"No local dispensaries","1","0.24"
"No local dispensaries. Have to drive an hour to closest.","1","0.24"
"no sure","1","0.24"
"None - I have access to a wealth of options and variety","1","0.24"
"None I can think of","1","0.24"
"Northern lights","1","0.24"
"Northern lights Sweet tooth","1","0.24"
"Not sure what’s in my tincture ","1","0.24"
"Not sure, different cross breeds or hybrids...","1","0.24"
"NYC sour d ","1","0.24"
"Oil","1","0.24"
"Old school hashish, high end craft hashish","1","0.24"
"Panama Red","1","0.24"
"PANAMA RED , ACUPOLCO GOLD","1","0.24"
"panama red, gold","1","0.24"
"patch","1","0.24"
"Pax Era Cartridges","1","0.24"
"Peanut butter ","1","0.24"
"Perth","1","0.24"
"Pineapple express ","1","0.24"
"Pineapple Express ","1","0.24"
"Platinum Bubba Kush","1","0.24"
"Platinum bubba kush ","1","0.24"
"psychopsilocybin","1","0.24"
"pure sativa cartridges","1","0.24"
"Purple haze","1","0.24"
"Purple Haze","1","0.24"
"Purple haze, Lamborghini, vanilla kush","1","0.24"
"purple urkle","1","0.24"
"Real Blue Dream ","1","0.24"
"Real hash like Moroccan hash","1","0.24"
"Real indicas with lots of linalool terpene","1","0.24"
"Red headed stranger, true berry, skywalker","1","0.24"
"Rosin","1","0.24"
"Rosin carts high dose edibles 9lb hammer good hash","1","0.24"
"Sauce","1","0.24"
"Sensamillia","1","0.24"
"Shatter","1","0.24"
"Shatter ","1","0.24"
"Sic aria ","1","0.24"
"sipostetory","1","0.24"
"Skittles ","1","0.24"
"Skunk","1","0.24"
"Skunk road kill ","1","0.24"
"Skunks","1","0.24"
"So many, why I grow my own ","1","0.24"
"Sour diesel","1","0.24"
"Space jam","1","0.24"
"Starw cough sour diesel cherry berry lemon lime ak 47","1","0.24"
"Stizzy, more reasonable prices on wax, oil, shatter ","1","0.24"
"strawberry cough","1","0.24"
"Strawberry Cough","1","0.24"
"Strawberry Diseal ","1","0.24"
"Strawberry Fields","1","0.24"
"strong cbd pills","1","0.24"
"Stronger strains","1","0.24"
"Sugar free edibles","1","0.24"
"Sunset Kush","1","0.24"
"Super heavy indica strain ","1","0.24"
"Super Lemon Haze","1","0.24"
"Super silver haze","1","0.24"
"Supplies","1","0.24"
"suppositories","1","0.24"
"Suppository","1","0.24"
"Sweet Tooth ","1","0.24"
"Tahoe og","1","0.24"
"Tangie","1","0.24"
"Thc drinks","1","0.24"
"THC drops - one drop per mg potency","1","0.24"
"THC in tincture instead of capsule","1","0.24"
"There is nothing that I would want from a dispensary as the quality is usually lower and prices higher than using a caregiver or growing and making my own products.","1","0.24"
"There use to be a high dose mini grasshopper pie at one of the dispensaries that I wish would come back.  I am not so much a fan of the gummies as I am the hard candies.  ","1","0.24"
"They have what I need.","1","0.24"
"Tincture based in coconut oil","1","0.24"
"toast Gold","1","0.24"
"Too many to mention","1","0.24"
"topicals","1","0.24"
"Topicals","1","0.24"
"Train Wreck","1","0.24"
"Trainwreck ","1","0.24"
"Transdermal creams, Blue Dream, more high CBD strains","1","0.24"
"transdermal patches","1","0.24"
"Treatwell tinctures","1","0.24"
"Unknown","1","0.24"
"Unkown","1","0.24"
"Vegan edibles","1","0.24"
"Vegan edibles and topicals ","1","0.24"
"Wax/rosin","1","0.24"
"WE don't have Dispensaries in GA","1","0.24"
"We have no local dispensaries at this time","1","0.24"
"White chocolate","1","0.24"
"White Widow Green Crack  Moon Rocks  White Berry Blue Dream","1","0.24"
"Wizard Tears","1","0.24"
"Yoda","1","0.24"
