10659241585,Money to purchase products
10598306507,Money to purchase products
10575479401,Money to purchase products
10684698263,Money to purchase products
11213907729,Money required to get medical card
11186271761,Money required to get medical card
11072705197,Money required to get medical card
11044680699,Money required to get medical card
11042816472,Money required to get medical card
11037955315,Money required to get medical card
10991821033,Money required to get medical card
10977935510,Money required to get medical card
10974437681,Money required to get medical card
11250741921,Money required to get medical card
11246906361,Money required to get medical card
11241251752,Money required to get medical card
11208627585,Money required to get medical card
11183903124,Money required to get medical card
11166535497,Money required to get medical card
11161813510,Money required to get medical card
11149744263,Money required to get medical card
11138361963,Money required to get medical card
11137652132,Money required to get medical card
11135054998,Money required to get medical card
11134769709,Money required to get medical card
11131514317,Money required to get medical card
11105188699,Money required to get medical card
11061509902,Money required to get medical card
11036310394,Money required to get medical card
11033502369,Money required to get medical card
11006369538,Money required to get medical card
11003496788,Money required to get medical card
10978063065,Money required to get medical card
10923325388,Money required to get medical card
10879062209,Money required to get medical card
10878422887,Money required to get medical card
10878214093,Money required to get medical card
10877606410,Money required to get medical card
10877375002,Money required to get medical card
10876392009,Money required to get medical card
10875700450,Money required to get medical card
10875617011,Money required to get medical card
10875526461,Money required to get medical card
10875507777,Money required to get medical card
10875467061,Money required to get medical card
10875462742,Money required to get medical card
10874749577,Money required to get medical card
10870148985,Money required to get medical card
10867810520,Money required to get medical card
10867323115,Money required to get medical card
10837914247,Money required to get medical card
10836382971,Money required to get medical card
10833972658,Money required to get medical card
10831929904,Money required to get medical card
10831158462,Money required to get medical card
10802360410,Money required to get medical card
10800317244,Money required to get medical card
10764443236,Money required to get medical card
10685117930,Money required to get medical card
10682649508,Money required to get medical card
10681003613,Money required to get medical card
10675806972,Money required to get medical card
10675097210,Money required to get medical card
10671862630,Money required to get medical card
10670361680,Money required to get medical card
10668597062,Money required to get medical card
10668361624,Money required to get medical card
10668103394,Money required to get medical card
10667582585,Money required to get medical card
10667384024,Money required to get medical card
10659841121,Money required to get medical card
10596131278,Money required to get medical card
10585520406,Money required to get medical card
10580913646,Money required to get medical card
10575849400,Money required to get medical card
10868495105,Money required to get medical card
10716623034,Money required to get medical card
10575479401,Money required to get medical card
10684698263,Money required to get medical card
11186271761,Owning a firearm
11170278059,Owning a firearm
11072705197,Owning a firearm
10991821033,Owning a firearm
11249871277,Owning a firearm
11222559871,Owning a firearm
11220644956,Owning a firearm
11208627585,Owning a firearm
11166535497,Owning a firearm
11129003813,Owning a firearm
11105188699,Owning a firearm
11091792560,Owning a firearm
11036310394,Owning a firearm
11027692007,Owning a firearm
10884768912,Owning a firearm
10880798060,Owning a firearm
10878751296,Owning a firearm
10877375002,Owning a firearm
10877194985,Owning a firearm
10876876072,Owning a firearm
10876392009,Owning a firearm
10875700450,Owning a firearm
10875529110,Owning a firearm
10872582813,Owning a firearm
10870148985,Owning a firearm
10867323115,Owning a firearm
10856437127,Owning a firearm
10842274754,Owning a firearm
10837914247,Owning a firearm
10836382971,Owning a firearm
10823088016,Owning a firearm
10802360410,Owning a firearm
10749570344,Owning a firearm
10691181667,Owning a firearm
10685117930,Owning a firearm
10675806972,Owning a firearm
10671862630,Owning a firearm
10669140575,Owning a firearm
10668597062,Owning a firearm
10667398958,Owning a firearm
10667384979,Owning a firearm
10658580372,Owning a firearm
10602936383,Owning a firearm
10595615049,Owning a firearm
10583893598,Owning a firearm
10868495105,Owning a firearm
10767176517,Owning a firearm
10760373939,Owning a firearm
10719755952,Owning a firearm
10716623034,Owning a firearm
10607782752,Owning a firearm
10575479401,Owning a firearm
11186271761,Stigma
11170278059,Stigma
11072705197,Stigma
11042816472,Stigma
11037955315,Stigma
10991821033,Stigma
10977935510,Stigma
10956719648,Stigma
11249871277,Stigma
11238077963,Stigma
11222559871,Stigma
11208627585,Stigma
11166535497,Stigma
11138400653,Stigma
11138361963,Stigma
11137541759,Stigma
11132638848,Stigma
11105188699,Stigma
11062634752,Stigma
11036310394,Stigma
10884768912,Stigma
10882385979,Stigma
10877788133,Stigma
10875562577,Stigma
10875462742,Stigma
10870148985,Stigma
10867323115,Stigma
10860535252,Stigma
10855896441,Stigma
10837914247,Stigma
10831929904,Stigma
10831158462,Stigma
10830786742,Stigma
10823088016,Stigma
10802360410,Stigma
10800317244,Stigma
10764443236,Stigma
10762649964,Stigma
10758753382,Stigma
10749570344,Stigma
10685117930,Stigma
10677560387,Stigma
10675806972,Stigma
10675303210,Stigma
10667907917,Stigma
10667425695,Stigma
10667384979,Stigma
10667369837,Stigma
10658774056,Stigma
10658580372,Stigma
10626251939,Stigma
10624147163,Stigma
10622925288,Stigma
10605637047,Stigma
10602936383,Stigma
10595615049,Stigma
10585520406,Stigma
10584760225,Stigma
10581447651,Stigma
10580913646,Stigma
10579927077,Stigma
10868495105,Stigma
10767176517,Stigma
10760373939,Stigma
10719755952,Stigma
10716623034,Stigma
10575479401,Stigma
10991821033,Lack of knowledge
11208627585,Lack of knowledge
11166474867,Lack of knowledge
11137541759,Lack of knowledge
11135054998,Lack of knowledge
11105188699,Lack of knowledge
11064342543,Lack of knowledge
10893948558,Lack of knowledge
10883497633,Lack of knowledge
10879062209,Lack of knowledge
10878214093,Lack of knowledge
10877606410,Lack of knowledge
10876100377,Lack of knowledge
10875529110,Lack of knowledge
10875511603,Lack of knowledge
10875467061,Lack of knowledge
10867810520,Lack of knowledge
10867615622,Lack of knowledge
10867323115,Lack of knowledge
10860535252,Lack of knowledge
10837914247,Lack of knowledge
10762649964,Lack of knowledge
10685117930,Lack of knowledge
10667907917,Lack of knowledge
10665891738,Lack of knowledge
10658580372,Lack of knowledge
10598221024,Lack of knowledge
10585520406,Lack of knowledge
10583893598,Lack of knowledge
10868495105,Lack of knowledge
10758288741,Lack of knowledge
10716623034,Lack of knowledge
11186271761,Previous bad experience
11208627585,Previous bad experience
10875562577,Previous bad experience
10837914247,Previous bad experience
10808168894,Previous bad experience
10868495105,Previous bad experience
10716623034,Previous bad experience
11166384877,Other (please specify)
11138930846,Other (please specify)
11137625236,Other (please specify)
11091792560,Other (please specify)
11033502369,Other (please specify)
10883497633,Other (please specify)
10875617011,Other (please specify)
10875530570,Other (please specify)
10875458883,Other (please specify)
10874749577,Other (please specify)
10859949104,Other (please specify)
10836382971,Other (please specify)
10830786742,Other (please specify)
10758753382,Other (please specify)
10685325930,Other (please specify)
10668597062,Other (please specify)
10624147163,Other (please specify)
10622925288,Other (please specify)
10605637047,Other (please specify)
10604065323,Other (please specify)
10600857474,Other (please specify)
10598255910,Other (please specify)
10595615049,Other (please specify)
10581447651,Other (please specify)
10575849400,Other (please specify)
