"q48","What are your general thoughts regarding the legalization of cannabis?","n =  720"
"I think it should be legal federally.","1","0.14"
"I think it should be legal worldwide","1","0.14"
"I think it should be legalized and treated like tobacco.","1","0.14"
"I think it should be legalized so the products can be regulated. Recreational users pretending to be medical patients have shifted the products available towards only high THC products and those aren't always the best products for medical patients. I rarely see products with known cannabinoids and terpenes that have been shown to reduce inflammation and nerve pain. I don't mind if they also use cannabis, but I would like to have more medicinal strains available and more consistency in the products. The wait times and process are also ridiculously long because of the additional people. If we are going to say it is a medicine it needs to be treated as one, but we can also acknowledge that some strains are more for recreational use and others are for medicinal use.   ","1","0.14"
"I think it should be recreationally legal and available to those over the age of 18. And medically available with doctor advisement to those under 18. I firmly believe in cannabis’ medicinal benefits. ","1","0.14"
"I think it should be recreationally legal on a federal level and taxed to help the country’s debt. It needs to be cheaper and accessible for ALL especially in an opioid epidemic ","1","0.14"
"I think it was a long time coming. The stigma surrounding cannabis is ridiculous, and the medical benefits have been recognized across the world long before the arbitrary laws were put in place. ","1","0.14"
"I think it will solve the economic crisis we seem to be falling back into. ","1","0.14"
"I think it would be a great idea ","1","0.14"
"I think it’s amazing! I feel like it’s a drug that has many more positives than negatives. ","1","0.14"
"I think it’s awesome! It’s about time it has so many health benefits everyone could benefit by using it. ","1","0.14"
"I think it’s fantastic it allows me to not put pulls in my body any more","1","0.14"
"I think it’s great","1","0.14"
"I think it’s great ","1","0.14"
"I think it’s ridiculous that it is not Federally legalized yet.  Alcohol is worse ","1","0.14"
"I think its great for people who have medical needs glad it got legalize.","1","0.14"
"I think most adults are of sound enough mind to make an informed decision for themselves without the misguided information from big pharmaceutical companies and doctors that are totally ignorant to the effectiveness and benefits proven over time from various trustworthy sources. ","1","0.14"
"I think people have the right to try, but I also believe regulation allows safe production of cannabis products. Regulation should help stop the market both legitimate and black; from being saturated, it needs quality control and safe tasting prior to distribution ","1","0.14"
"I think ppl will absue it","1","0.14"
"I think that it is about time!","1","0.14"
"I think that it is crazy that alcohol is legal over cannabis - LEGALIZE LEGALIZE LEGALIZE ","1","0.14"
"I think that it should be monitored and used medically. I am not to excited about it being recreational","1","0.14"
"I think that it will help many people, and harm a few.  However, ultimately, individuals who are helped or harmed must take personal responsibility for their own decisions.  Just as there are people who misuse alcohol, there will be people who misuse pot.  I expect most of the people who misuse pot to fall in to one of two categories:  1. People who already misuse it.  2. People who already misuse other drugs (alcohol and prescriptions included)  If a large number of people get a quality of life improvement, at the expense of indulging people who are already using far more dangerous drugs, I see it as a net benefit.  State resources should be spent on education and rehabilitation, rather than a futile attempt at prohibition.","1","0.14"
"I think that legalization of cannabis is long past due. I see recreational use as almost the same as drinking alcohol. Medically, this should not even be a question. There is no doubt in my mind that medical use cannabis can help with symptoms that would otherwise require opiates.","1","0.14"
"I think the U.S. Gov needs to amend weed and make it legal for everyone to use in every state. I should be able to travel with my medicine & use my medicine no matter which state i visit.","1","0.14"
"I think the war on drugs has been an abysmal failure and needs to end.  That being said strong protections need to be put in place for medical cannabis patients as well as the products they use, and research needs to be increased dramatically.  Policies need to be fact and science-based, personal believes have no place in cannabis policymaking.   ","1","0.14"
"I think there needs to be more uniformity when it comes to laws and regualtions across cities and towns as well as across states. I think testing facilities should be audited by third parties. I think that testing regulations should also be uniform across the US- strict like MA is preferred.","1","0.14"
"I think we're still behind the times. I'm moving to New Jersey next month, where I'll have to see a local doctor for at least one year before I can even get attempt to get registered for medical marijuana use. When I stop smoking, I get sick to the point of vomiting. And now I HAVE to stop smoking, or break the law. It's painful and unnecessary.","1","0.14"
"I think we need to make sure our social equity programs are seen through to the end.","1","0.14"
"I totally agree it should be legal for over 21","1","0.14"
"I was a proponent and still am ","1","0.14"
"I was against cannabis for many years. Long before any dispensary opened near me, my husband tried getting me to consider using it, but I always refused. Having become for educated through research when I first heard a dispensary was opening near me, I decided to give it a try, and it helps my quality of life enormously. Had recreational been legalized first (or rec. dispensaries came out first), I might be more hesitant to try it...but now I'm all for it","1","0.14"
"I wish they would have done it sooner ","1","0.14"
"I would like everyone to know the pros of cannabis use","1","0.14"
"I’m all for it ","1","0.14"
"I’m all for it!! Our laws are very outdated to the research and effects that cannabis has. Only positive vibes!!!","1","0.14"
"I’m for it ","1","0.14"
"I’m for it as long as it is done in the proper places. ","1","0.14"
"I’m in full support of it. If we can legalize alcohol and tobacco, both substances with lots of dangerous side effects, then we can legalize cannabis which has few negative side effects","1","0.14"
"I’m in support of legalization ","1","0.14"
"I’m pretty happy about it and maybe it can reduce stigma","1","0.14"
"I’m so for it the amount of jobs and tax revenue it will bring to the state of Massachusetts is astronomical and important for us to grow as a state ","1","0.14"
"If it is legalized, there needs to be better consumer education regarding safe consumption.  ","1","0.14"
"if we can get it legalized on a federal lever, maybe insurance companies will change their stance and cover medical marijuana just as they do Percocet, Vicodin, etc. I am out of work due to an accident on a job, now I could no longer afford private health care so I am on Mass Health. I have 2 sons and my wife is a student so we survive off my weekly workers comp check. After my surgeries, unless I want to load up on oxycodone, I have to pay out of pocket for medical marijuana, which can be costly, especially on low income.","1","0.14"
"im all for it. mothers should stop being tested for thc if its legal.","1","0.14"
"Im very happy they leaglized medical & recreational  ","1","0.14"
"imperative","1","0.14"
"In favor 100%","1","0.14"
"In my country its still ilegal. We have a law without a reglamentation.","1","0.14"
"Indifferent ","1","0.14"
"Is a must for treating illness","1","0.14"
"It's a positive change twords medicine","1","0.14"
"It's a travesty that we have to have this conversation. It should be federally legal, regulated, standardized nomenclature and people should be able to grow/produce their own products and have access to educational tools to allow them to do that. Big corporations are already doing damage to this industry.","1","0.14"
"It's a wonderful supplement, that needs more research ","1","0.14"
"It's about damn time!","1","0.14"
"It's about damn time! This is the cure. ","1","0.14"
"It's about goddamn time!","1","0.14"
"It's about time","1","0.14"
"it's about time ","1","0.14"
"It's about time!","1","0.14"
"It's about time, but regulatory efforts must be supported and enforced. I see it as akin to alcohol - and in some cases a replacement for alcohol - where limits must be respected and underage access strictly prevented.","1","0.14"
"it's about time.  the stigma needs to go away. we are lucky where we live. when I hear stories of people who are medically compromised and live in a prohibition state and are nervous to get their loved ones cannabis in another state because of the legalities, it makes me crazy.","1","0.14"
"It's about time. Still a long way to go.","1","0.14"
"it's about time...","1","0.14"
"It's almost certainly a positive for society, but either way we'll now have access to enough information to find out for sure. ","1","0.14"
"It's been a long road but it's expanding to possibly cafes!","1","0.14"
"It's been a long slow process...something needs to change and fast.","1","0.14"
"It's been a long time coming","1","0.14"
"It's been a long time coming. Now let's make some real progress!","1","0.14"
"It's been here long bfor man it is a natural organic","1","0.14"
"It's been way too long!  Canada is ahead of the U.S. per usual","1","0.14"
"It's beneficial to people and the government's pocket as well.","1","0.14"
"It's going to be too expensive to buy legally.TAXES!","1","0.14"
"It's good","1","0.14"
"It's great, but everything revolves around money. ","1","0.14"
"It's great,and about time.","1","0.14"
"It's inevitable.","1","0.14"
"It's insane that cannabis is illegal. Prohibition is a terrible policy for almost anything, but especially something that is either benign or beneficial as cannabis is. Legalization needs to happen so that innocent people stop being punished and so that use of a relatively harmless substance stops being a way for private prisons to profit off of what is essentially slave labor.     Not to mention giant pharmaceutical companies pushing meds, opioid epidemic destroying communities and fammilies, alcohol abuse affecting quality of life/public safety, etc. The list goes on forever and I'm sure you've heard it all.     Bottom line, cannabis should never have been outlawed and the fact that it can't even be studied is a travesty. ","1","0.14"
"It's long over due. I need access to something that both allows me to get through my day without having to go to the restroom literally 20 times in an 8 hour workday. It relieves my anxiety in general and has had wonderful benefits on the sleep issues I encounter because of my PTSD. It isn't fair that I should suffer, be forced to take pharmaceuticals that have devastating side effects or made to feel like a criminal for something as harmless as cannabis. ","1","0.14"
"It's moving too slow, but it's generally good to legalize it","1","0.14"
"It's necessary for many reasons.","1","0.14"
"It's ridiculous it's still not legal everywhere, especially given the prevalence of alcohol","1","0.14"
"It's safer than alcohol and the stigma around it needs to be changed. ","1","0.14"
