"q52","What questions regarding cannabis did we not ask that are important to you?","n =  1245"
"Don't have any feedback. ","1","0.08"
"Don't have any right now","1","0.08"
"Don't have any.","1","0.08"
"Don’t have any questions","1","0.08"
"Don’t know","1","0.08"
"Don’t know ","1","0.08"
"Dont know","1","0.08"
"Dosage and type of cannabis for lung cancer that is NED ( no evidence detected)","1","0.08"
"dose of cbd separate from thc.  expirience with terpenes.  condition specific info.  ","1","0.08"
"dosing","1","0.08"
"Dosing schedules ","1","0.08"
"drug/drug interactions and more about testing and cultivation parameters","1","0.08"
"dunno, like I said earlier, I'm just exploring this","1","0.08"
"🤷‍♀️","1","0.08"
"Ease of access. I smoke whatever is easiest for me to access","1","0.08"
"ease of getting license","1","0.08"
"Economic ","1","0.08"
"Education is important.  What are some areas that new patients require to be able to make their own medications?","1","0.08"
"Education programs on growing and juicing. ","1","0.08"
"educational resources to continue education & support groups","1","0.08"
"effect on mood","1","0.08"
"effect on prices and illegal pot vs pharma","1","0.08"
"Effects and recommended use by ailment","1","0.08"
"Effects of job scrutiny for disabled persons that ""use"" cannabis throughout the day to numb the daily pain levels enough to function at a more ""normal "" acceptable level. ","1","0.08"
"fda","1","0.08"
"Federal legalization, and the education of the masses.","1","0.08"
"Federal vs State law issues, including banking","1","0.08"
"Feeling about legalisation ","1","0.08"
"Financial burden having to pay out of pocket for my medicine","1","0.08"
"Flavor importance","1","0.08"
"For those who have come off of opiates and other drugs, there were only questions about present use, not past use. More questions about policies and knowledge of staff at dispensaries","1","0.08"
"Future of medical marijuana","1","0.08"
"Getting into the biz","1","0.08"
"Getting more information about getting a medical card ","1","0.08"
"Good job. Thanks ","1","0.08"
"Has cannabis usage lowered my physical pain?","1","0.08"
"Have anyone in the history of cannabis use ever overdose. ","1","0.08"
"Have i or anyone i know been disproportionately affected by cannabis related crimes prior to the recreational release","1","0.08"
"Have you been impacted by criminalization, & how that effects current ability to use. ","1","0.08"
"Have you mentioned cannabis to your doctor and if so what was the response.  OR  What are you thoughts on talking to your healthcare provider about using medical cannabis as a treatment option?","1","0.08"
"Help us to be aware of legislation that needs our attention for cannabis legalization.","1","0.08"
"Hemp relation","1","0.08"
"Home test cheap enough to use","1","0.08"
"How are people with MS, Parkinson’s, etc being taught how to use","1","0.08"
"How are we going to make cannabis available to everyone for medicine, not just those with money. It seems like the industry is getting just as greedy as big pharma with lots of people out for a buck","1","0.08"
"How are you concerned about negative health risks associated with cannabis?","1","0.08"
"how can I grow clean plants for my own use when I don't have a green thumb?","1","0.08"
"How can it be made available to people of less means? I work inner city, and come across many poor people who would benefit but cannot due to cost.","1","0.08"
"How can one know they will not get bad pot? Meaning pot laced w something dangerous and deadly. ","1","0.08"
"How can we end the war on the poor and the war on drugs? How can we help those who have been abused by the justice system because of a plant?","1","0.08"
"How can we get the cost defrayed the government saves $4000 a month on my meds alone and I’m destitute ","1","0.08"
"How can we move from stigma to real science and mainstream medicine?","1","0.08"
"How can we promote more scientific research into the use and effects of cannabis?","1","0.08"
"How comfortable are you with the quality of the bud you are receiving?","1","0.08"
"How difficult (or easy) is it to find a medical health professional who can advise / prescribe medical cannabis?  ","1","0.08"
"How do I determine the correct dosage to cure my chemo related nausea.","1","0.08"
"How do I feel about jobs still testing for marijuana use regardless if you have a medical license or not?","1","0.08"
"HOW DO I FEEL ABOUT PAYING SO MUCH!!!!!","1","0.08"
"How do I get my cannabis product:  If I do not get my cannabis in the dispensary, how and where do I get it.   How many online dispensaries do I get my cannabis from.  do I have it shipped from out of state.","1","0.08"
"How do the people you live with feel about your cannabis use?","1","0.08"
"How do we think the state is doing implementing leagl canabis","1","0.08"
"How do you feel about legalizing marijuana for recreational use","1","0.08"
"How do you feel about the black/grey market? Not good, the community rips itself apart from the inside due to greed, I don't know if it would be different if it was completely legal but this infighting would happen within companies not in the community for everyone to feel uncomfortable.","1","0.08"
"How do you select a cannabis doctor?","1","0.08"
"How Does cannabis effect your spiritually?  ","1","0.08"
"How does cannabis help you?","1","0.08"
"how does cannabis impact your relations with other people?","1","0.08"
"How does cannabis improve healing beyond just consuming it.","1","0.08"
"How does cannabis make you feel?","1","0.08"
"How does cannabis use increase an active lifestyle?","1","0.08"
"How does indica and sativa affect you differently? Do you know the difference in strains and why they are different? ","1","0.08"
"How does it feel if you consumed?  ","1","0.08"
"How does using cannabis make you feel and how does it help in your daily life?","1","0.08"
"How easy is it to access cannabis in your area?","1","0.08"
"How easy is it to get a Green Card for use of marijuana?","1","0.08"
"How far do you have to travel to obtain Cannabis from a dispensary?","1","0.08"
"How happy it makes me :)","1","0.08"
"How I feel about pricing and whether insurance companies should be forced to cover cost","1","0.08"
"How important is cannabis in terms of quality of life","1","0.08"
"How important is it that you have consistent access to your favorite strain?","1","0.08"
"how important is it to have a physician/care giver monitor and prescribe cannabis for your treatment.","1","0.08"
"How important is it to know how, where, and with what intention the cannabis was grown? ","1","0.08"
"How it effects daily life?  How it effects users socially, or in interpersonal relationships.   ","1","0.08"
"How knowledge of cannabis was acquired ","1","0.08"
"How long Cannabis are really still fresh?","1","0.08"
"How long does effects last.","1","0.08"
"How long have been using","1","0.08"
"How long have I been using marijuana? ","1","0.08"
"how long have I smoked cannabis","1","0.08"
"how long have i used?","1","0.08"
"How long it takes to get to a dispensary. Do you have a dispensary in your neighborhhood. ","1","0.08"
"How many years have you had your mmj certification for?","1","0.08"
"How much do you love cannabis","1","0.08"
"How much is the right price","1","0.08"
"How much more cannabis would you use if you could afford it?","1","0.08"
"How much should cannabis cost.","1","0.08"
"How often and how much","1","0.08"
"how often do you consume cannabis with recreational users?","1","0.08"
"How old are you? When did you receive your mmj certification?","1","0.08"
"How old when you first started using cannabis?","1","0.08"
"how people can trust varying test results from different labs and are dispensaries properly labeling products.","1","0.08"
"How pricing is determined. It's way to expensive.","1","0.08"
"How this would affect pharmaceutical companies if pass fedderly.","1","0.08"
"How to determine mg of product and how much to take","1","0.08"
"how to dose","1","0.08"
"How to grow in home and where to get seeds and starter plants","1","0.08"
"how to improve the dosage to improve the health benefits","1","0.08"
"How to keep away from children","1","0.08"
"How to maintain supply of favorite strains.","1","0.08"
"How to make delivery more convenient.dispenseries have different strains, maybe to far to travel to","1","0.08"
"how to obtain grow license","1","0.08"
"How to talk to your kids so you aren't worried about what they say to others.","1","0.08"
"How we felt about the need for credible research to be done, so that we would have a better idea of proper dosages and administration.   (I feel this is incredibly important!)","1","0.08"
"How well canvas works for you","1","0.08"
"How will adult use legalization affect the medical market?","1","0.08"
"How will the money that the pot industry is projected to generate, which is billions of dollars, affect the quality of the product, the quality of the individuals providing it and the product's availability?","1","0.08"
"How will this survey help with the stigma of cannabis; how will this assist with cannabis being recognized as an alternative to opioids for pain medication. ","1","0.08"
"How will you flush out those who are taking advantage of the market with crap product","1","0.08"
"How would I like to see central testing and certification of cannabis products.","1","0.08"
"Hybrid strain info","1","0.08"
"I'd like to know about what age people think it is best to start use on a regular basis","1","0.08"
"I'm good ","1","0.08"
"I'm happy with the questions","1","0.08"
"I'm not sure","1","0.08"
"I'm pretty satisfied with the questions asked so far","1","0.08"
"I am curious about the best time to consume edibles- before, after or during meals.","1","0.08"
"I am really concerned that there is insufficient training among Clinic and Licensed Provider staff to adequately coach patients about which products will work best for their condition.  Here, we are offered (oils) CBD, THC, 1:1 ; without looking at terpenes.  I have found a vast difference from one LP to another.  One CBD product worked beautifully and the other, not at all.","1","0.08"
"I am very interested in how dispensaries will handle medical and recreational. For example I have heard of separate lines and guaranteed inventory for medical card holders. So I am interested in how recreational legalization will affect my experience as a medical card holder.","1","0.08"
"I can't think of any","1","0.08"
"I can't think of any at the moment.","1","0.08"
"I can't think of any at this time","1","0.08"
"I can't think of any. ","1","0.08"
"I can't think of anything","1","0.08"
"I can't think of one","1","0.08"
"I can't think of one at the moment.","1","0.08"
"I can’t think of any ","1","0.08"
"I can’t think of anything, at this time.","1","0.08"
"I can’t tolerate THC, I have hallucinations, anxiety, it’s horrible. In the 70’s I tried smoking pot and I came to conclusion that it wasn’t for me.","1","0.08"
"I cant think of any","1","0.08"
"I don't know. It should not be a crime anywhere to use the only medicine that is known to help your condition, like Alzheimer's. It's terribly scary to not know where you are.","1","0.08"
"I don't know?","1","0.08"
"I don’t ask questions unless it’s about the price because you people are ridiculous with the price you charge ","1","0.08"
"I don’t have any questions .","1","0.08"
"I don’t have more?","1","0.08"
"I don’t know","1","0.08"
"I don’t know. ","1","0.08"
"I have none","1","0.08"
"I have none at this time","1","0.08"
"I have none!","1","0.08"
"I honestly have no idea.","1","0.08"
"I smoked recreationally when I was younger. Now, I'd like to see more newbie education","1","0.08"
"I think the medical card should last more than a year. I have gotten off Fentanyl with the use of CBD and THC. I do have belly pain though from the Whipple Surgery","1","0.08"
"I think you've covered most things. ","1","0.08"
"I think you've got it","1","0.08"
"I think you covered it","1","0.08"
"i think you covered it all","1","0.08"
"I think you covered it all","1","0.08"
"I think you covered it well.","1","0.08"
"I think you covered it.","1","0.08"
"I think you covered them","1","0.08"
"I think you covered them all.","1","0.08"
"I want to see doctors working with dispensaries and this survey gives me great hope ","1","0.08"
"I would fully support federal and state tax money being used to properly research cannabis. I would not support pharmaceutical companies patenting the molecule, and I would not consume cannabis that has been neutered into a pill. ","1","0.08"
"I would like more info on dosing to achieve maximum results for different conditions. ","1","0.08"
"I would like to get more specific about the prices, availability, and certain dispensories.","1","0.08"
"I would like to know how we can lower the price enough to allow me to not have to ration it. I might be able to lower my opiods if I could actually afford to buy the amount I really need.","1","0.08"
"I would like to see questions regarding how long it took to get to a therapeutic level and also if people are using it for their pets and what effect it has had.","1","0.08"
"I would love to know a thorough, non-biased view of how risky smoking flower is for things such as lung cancer. I also would love to know more about vape cartridge risk, particularly if it's okay to use within plastic cartridges, how to know if the distillate is breaking down, negative potential effects, etc. ","1","0.08"
"I would love to know how to refine dosing and strains for my particular issues. ","1","0.08"
"I’m concerned about cannabis remaining highly stigmatized due to employment drug testing. Legalization and more supportive research will accomplish nothing if people are afraid to consume due to drug screenings. ","1","0.08"
"I’m good ","1","0.08"
"I’m not sure","1","0.08"
"I’m not sure. ","1","0.08"
"Idk","1","0.08"
"If cannabis is a medical thing, why isn't it covered by insurance?","1","0.08"
"If I can afford to pay for the only thing that helps my pain and if I can or can't afford it","1","0.08"
"If I know what specific strains treat for medical needs ","1","0.08"
"If legal - is there an age limit?  What about teens in other states?  ","1","0.08"
"If there will ever be federally recognized as medically needed form of treatment covered under insurances. Would love to see more affordable pricing at dispensary for those with conditions as states move forward to legalizing use for all. ","1","0.08"
"If whether or not I believe insurance companies should be responsible for assiting with paying for cannabis. They already pay for deadly drugs, drugs which have a proven track record of abuse.","1","0.08"
"If you've felt the need to stop using marijuana and couldn't","1","0.08"
"if you did not use cannabis for medical reason would you use it for recreational purposes?","1","0.08"
"im good","1","0.08"
"Im not sure ","1","0.08"
"In many of the multiple choice questions, there were separate answers for THC and THCa, as well as for CBD and CBDa - and I thought this was getting into a misleading detail because in these answers you could not choose more than one.","1","0.08"
"Inquiring about knowledge about proper approach to edibles in terms of dosage and maximizing bioavailability for people who might have issues getting consistent effects from oral ingestion of THC and CBD.","1","0.08"
"Insurance coverage of cannabis  Medical benefits from cannabis","1","0.08"
"Interstate use amongst medical patients. State reciprocation","1","0.08"
"Is cannabis over regulated?","1","0.08"
"Is it a gateway drug or alcohol?","1","0.08"
"Is it a legal State","1","0.08"
"Is it natural","1","0.08"
"is medical cannabis tax deductible?  Dosing and entourage effect?","1","0.08"
"Is there a limit of time to use Medical Cannabis. ","1","0.08"
"Is there a scientific source of information that can tell me what is honest about the research of cannabis [and all its related compounds] available to the general public?    AKA is there is universal source for ""average people"" to investigate the pros and cons of usage of psycho-active cannabis?    If not we are failing as an entity.","1","0.08"
"Is there any way to add to the list of MA qualifying conditions? Dysmenorrhea/PMS/PMDD are not on the list, but cannabis absolutely is a great treatment! The list needs to be updated. ","1","0.08"
"Is there such thing as smoking to much  ","1","0.08"
"Is your favorite strain always in stock?","1","0.08"
"Issues concerning home growing including buying seeds, landlord restrictions, regulations, etc","1","0.08"
"it's important to be able discuss use with MD and get advice, most are either judgmental or don't know about interactions or how to avoid them with other meds","1","0.08"
"It's important to me that the populations most impacted by the past illegalization of cannabis are given first place in receiving business licenses, get favorable loans, etc. That would/will affect what products I purchase.","1","0.08"
"It's not a question, but I would love instructional workshops on site about the growing and cultivation process. The employees are brilliant, but a guided tour to see the seed to harvest process could dispel a lot of misinformation. ","1","0.08"
"It's not which questions, it's just that some of you multiple choice didn't have a correct choice among the selections for my situation. I am a disabled semi-shut in with little use experience. ","1","0.08"
"It should be cheaper","1","0.08"
"It wasn't asked but I would like to know about efforts to increase quality of products available.","1","0.08"
"It would be nice that more dispensaries ask if you need to sit with an advisor or someone that can spend a lot of time with you to answer questions you may have and cater your consumption to your medical problems","1","0.08"
"Jdndnd","1","0.08"
"Knowledge of terpenes?   Consistency of products?","1","0.08"
"Lab testing for pesticides. Why did the majority of dispensaries in California they all their pesticide testing? How many dispensaries in Massachusetts would feel their pesticide testing? We are told there are no pesticides on the cannabis. Yet, my allergies flare up severely after medicating sometimes.","1","0.08"
"Laboratory testing","1","0.08"
"Law","1","0.08"
"Laws and legality","1","0.08"
"Level of experience. When they began. How their tolerance has changed over time.","1","0.08"
"Liklihood or interest in working in the cannabis industry. ","1","0.08"
"Long term Brain health in cannabis users","1","0.08"
"Long term effects from smoking ","1","0.08"
"long term effects on using cannabis on a regular basis","1","0.08"
"Many questions did not apply to me and I could not state that as there was no option for 1 who consumes illegally. ","1","0.08"
"Maybe if we know someone who needs it but wont because of socieatal pressure or stigma/ uninformed shame","1","0.08"
"Medical conditions that are impacted by cannabis use (bipolar disorder, other mental health conditions).","1","0.08"
"medical use by minors","1","0.08"
"Microdosing  Non psychoactive treatment of symptoms   ","1","0.08"
"More about terpenes and their benefits","1","0.08"
"More emphasis on relationship between the person recommending what to use and the consumer.","1","0.08"
"More information on how to take edibles like how much and how to use some types of edible cannibus that I'm not familiar with. ","1","0.08"
"More nuanced questions about stigma from family and friends","1","0.08"
"More self medication, outside controlled use.","1","0.08"
"Most frequently used brands.","1","0.08"
"My doctor had already answered all the key questions. He's very good. We need more doctors in pain management.","1","0.08"
"My dosage is so low that it doesn't interfere with normal life in any way. How many people use it like that?","1","0.08"
"My tolerance level. ","1","0.08"
"N.a","1","0.08"
"n/a ","1","0.08"
"N/A  ","1","0.08"
"n/a   you did a good job","1","0.08"
"N\A","1","0.08"
"NA    ","1","0.08"
"Nada ","1","0.08"
"NC","1","0.08"
"Need more info on specific strains. Need more info on strains used in tinctures. More feedback from users or studies on all products","1","0.08"
"Need to fix medical program issues and reboot this license process ","1","0.08"
"negative long term effects","1","0.08"
"New methods for producing better concentrated ","1","0.08"
"No ","1","0.08"
"No  ","1","0.08"
"No clue","1","0.08"
"No idea","1","0.08"
"No mention of mold issues which have been a problem in MA - people need to be informed and “quality” isn’t specific enough ","1","0.08"
"No question ","1","0.08"
"no questions at this time","1","0.08"
"No questions geared towards Caregivers","1","0.08"
"noen","1","0.08"
"Nome","1","0.08"
"Non that I can think of","1","0.08"
"Non, great job!","1","0.08"
"None at the moment!","1","0.08"
"None come to mind","1","0.08"
"None come to mind ","1","0.08"
"None I can see.","1","0.08"
"none I can think of at this time","1","0.08"
"None I love to learn as much as I can","1","0.08"
"None identified","1","0.08"
"none so far ","1","0.08"
"None thanks ","1","0.08"
"none that I can think of","1","0.08"
"None that I can think of ","1","0.08"
"none that I can think of at this time","1","0.08"
"None that I can think of right now.","1","0.08"
"None that I can think of. Came back to redo answer. In the questions that follow, under education, you ask only about high school and college, but not trade school.","1","0.08"
"None that I know of.","1","0.08"
"None you covered it","1","0.08"
"None!","1","0.08"
"None, but you really need to make some questions NOT required. I'm sure there are some people like me who get their products from friends of friends, and really are not knowlegeable at all. ","1","0.08"
"None, covered all bases","1","0.08"
"None, thank you for conducting this research","1","0.08"
"None, that I can think of.","1","0.08"
"None, this was a pretty comprehensive survey","1","0.08"
"None.  I'm no expert.","1","0.08"
"none. I need to do some research on my own","1","0.08"
"None. My biggest concern is young kids access to cannabis","1","0.08"
"nono","1","0.08"
"nonw","1","0.08"
"not any i can think of right now ","1","0.08"
"not applicable","1","0.08"
"Not applicable","1","0.08"
"Not applicable ","1","0.08"
"Not at this time","1","0.08"
"Not e","1","0.08"
"Not one","1","0.08"
"Not really  ","1","0.08"
"Not Sure","1","0.08"
"not sure ","1","0.08"
"Not sure if anything is missing","1","0.08"
"Not sure if this applies to your research, but I would ask people their thoughts on what cannabis being illegal does to individuals and communities (especially the sick or disabled who may need it for medical reasons, and racial and class minorities that are disproportionately arrested and convicted) and how legalization would/does affect this. ","1","0.08"
"not sure.","1","0.08"
"Not sure.","1","0.08"
"Not sure?!?!?","1","0.08"
"Nothing  ","1","0.08"
"nothing comes to mind at the moment.","1","0.08"
"Nothing comes to mind. ","1","0.08"
"nothing i can think of","1","0.08"
"Nothing I can think of, thanks","1","0.08"
"Nothing,you covered everything..more or less i think.","1","0.08"
"O","1","0.08"
"Organic cultivation is important","1","0.08"
"Pass","1","0.08"
"Patient privacy ","1","0.08"
"Percentage of ppl who buy it","1","0.08"
"perhaps what other clever marketing ideas could we come up with to expose the safety and health benefits of this plant. My passion is veterans/PTSD, and Autism.  The public wants to jump on the Hemp CBD oil bandwagon they completely miss the fact we need to focus on legalizing THC medically and permanently. ","1","0.08"
"Pesticides and such. Not just organic. I came from California. There is so much info about your product. Here, a warning that it may be unsafe!","1","0.08"
"pesticides used at local dispensaries, waste management processes, health insurance, federal legalization-is it a good thing, big pharma","1","0.08"
"Please help the world get out on which conditions that Cannabis & CBD has proven to treat, especially the report from the National Academy of Science, Medicine and Engineering: http://nationalacademies.org/hmd/Reports/2017/health-effects-of-cannabis-and-cannabinoids.aspx  Thank you!","1","0.08"
"Possibly, what positive and negative affects indica sativa and hybrids have on the persons taking the survey","1","0.08"
"Potential harmful ingredients in vape cartridges","1","0.08"
"Pretty much covered everything. I am happy to see that there is research being done on the use & benefits of cannabis :) ","1","0.08"
"Pretty solid set!","1","0.08"
"purchasing not in dispensary what are the rules ","1","0.08"
"Pushing the discussion to have insurance coverage. Or open the two approved FDA cannabis treatments for more diagnoses. ","1","0.08"
"Quality ","1","0.08"
"Quantification of the many factors listed above. I realize that it would take large, expensive clinical trials to get precise estimates of the effects, but maybe a survey like this could be a start.","1","0.08"
"Questions about CBD:THC ratio.    ","1","0.08"
"Questions about cost of products ","1","0.08"
"Questions regarding how cannabis appears to resolve medical issues","1","0.08"
"Questions regarding knowledge of cannabinoids other than THC and CBD, perhaps. ","1","0.08"
"Questions regarding testing requirements. ","1","0.08"
"Questions reguarding future usage ","1","0.08"
"Questions related to criminal justice.  What should we do with youth offenders? Should we treat 18-20 year olds differently than 17 and younger?   What should the penalty for selling without a license? Should it be civil or criminal? ","1","0.08"
"Questions were fine","1","0.08"
"Racial barriers to accessing care.","1","0.08"
"Real data that will provide info on specific strains for various chronic medical conditions","1","0.08"
"Regarding cannabis use as neither ""social"" or ""medicinal"" but rather ""nutritional"" (as God intended).  Plus many of your answer sets are not appropriate for micro-dosers.","1","0.08"
"Regarding research","1","0.08"
"Regarding the importance of factors when selecting cannabis products: environmental impact/sustainability of source. ","1","0.08"
"Relief of pain profile","1","0.08"
"Reporting of terpene profiles.","1","0.08"
