"q41","What features are missing from your sources of information that you would like to see included?","n =  807"
"Complete breakdown of terpines in each strain. Specification of whether available strains are sun grown, organic, veganic or biodynamic. Also, whether pesticides are used in ANY ASPECT of the growing process of a particular strain. I am less interested in how lab tests come out. I'd rather have it not use pesticides at any phase in its growing process.","1","0.12"
"Conclusive clinical trial results","1","0.12"
"Consistency in package labeling.","1","0.12"
"Consistency with scientific studies and analyses ","1","0.12"
"Content related directly to my market and region ","1","0.12"
"Cooking with cannabis","1","0.12"
"Cost","1","0.12"
"Costs","1","0.12"
"Costs and availability","1","0.12"
"Coupon","1","0.12"
"Coupons ","1","0.12"
"crossed strains","1","0.12"
"Current and Updated Information","1","0.12"
"current information","1","0.12"
"Current Information","1","0.12"
"Current products","1","0.12"
"Customer reviews","1","0.12"
"Data","1","0.12"
"Deals ","1","0.12"
"Delivery ","1","0.12"
"Delivery option for leafly","1","0.12"
"Descriptions on some strains","1","0.12"
"Details on how to identify strains","1","0.12"
"Different strains genetics ","1","0.12"
"Dispensary ","1","0.12"
"Dispensary often doesn’t list breakdowns of ingredients on their websites so we can research at home before going to the dispensary.","1","0.12"
"Dispensary websites/menus do not always accurately reflect availability/inventory ","1","0.12"
"Distance  to dispensery","1","0.12"
"distinguishing physical features between strains and types ex indica vs sativa","1","0.12"
"do not know","1","0.12"
"Doctors', scientists', and cultivators' information regarding cannabis products, strains and how it is grown/manufactured","1","0.12"
"Don't understand the question ","1","0.12"
"dont have good sources.  will try the ones you mentioned apps/websites","1","0.12"
"Dosage","1","0.12"
"Dosage and format information","1","0.12"
"dosing","1","0.12"
"dosing and best ways to get the most benefit","1","0.12"
"Dosing and strains to use ","1","0.12"
"dosing for anti cancer","1","0.12"
"dosing/ edibles/tincture/ etc/specific conditions","1","0.12"
"Double blind studies and independent polls like this one.  Thanks!","1","0.12"
"Dry and Cure info","1","0.12"
"Each site has plus and minus.  Multiple sources are required to get a complete picture","1","0.12"
"Ease of finding strains. More medical info. ","1","0.12"
"easier correlation between dispensary menu and product reviews","1","0.12"
"Easier navigation of site on mobile ","1","0.12"
"Easier to find sources to back up claims","1","0.12"
"Easy access to comparisons ","1","0.12"
"Effects of how other patients feels ","1","0.12"
"everything","1","0.12"
"Expert guidance, individual dosage advise & lab testing","1","0.12"
"Explanation of strains","1","0.12"
"Fact based truth in the medical community ","1","0.12"
"Features on how to obtain genetics","1","0.12"
"Flavor","1","0.12"
"Flowering time ","1","0.12"
"For Weedmaps, accurate in stock items and price","1","0.12"
"Free herb","1","0.12"
"Free Money","1","0.12"
"Free samples","1","0.12"
"Full Genetic Linage ","1","0.12"
"Getting my congressmen/women to vote on reform","1","0.12"
"Grow info and curing method if these are done well the strain science should hold true, if not, quaility assurance is gone.","1","0.12"
"Growing advice","1","0.12"
"Growing help","1","0.12"
"Growing outdoors","1","0.12"
"growweedeasy.com has everything i need. ","1","0.12"
"hard to find the map of legal states","1","0.12"
"Harvesting ","1","0.12"
"have not thought about this","1","0.12"
"Head Shop locator","1","0.12"
"heath benefits ","1","0.12"
"Helpful ways to afford ","1","0.12"
"History and Tradition","1","0.12"
"How and how often","1","0.12"
"How exactly to use, as well as what to do if something unplanned for happens (like a coughing fit), for us neophytes!","1","0.12"
"How long effects last","1","0.12"
"How long the high will last","1","0.12"
"How to figure formulation","1","0.12"
"How to identify different strains ","1","0.12"
"How to micro dose ","1","0.12"
"How to save the most money ","1","0.12"
"hyperlinks to government laws on cannabis, views of lawmakers","1","0.12"
"I'd like more objective information, not users' reviews. ","1","0.12"
"I'd like to see evidence of strain content consistency","1","0.12"
"I'd love to see a fuller chemical breakdown, more than just THC and CBD, but that's not even a big deal!","1","0.12"
"I'm not sure","1","0.12"
"I'm not sure.","1","0.12"
"I'm satisfied with the amount of features present","1","0.12"
"I'm very informed ","1","0.12"
"I am a caregiver and in 98 I did 1 yr in jail n now want to get in the cannabis biz but would need help","1","0.12"
"I am happy with the sources info","1","0.12"
"I am knew at this I dont know much","1","0.12"
"I can not think of anything","1","0.12"
"I have been an RN for 35 years. I hated pot. Tried it in High School. I was extremely reluctant to try it.  I had tried multiple pain meds including narcotics but they make me sick. I became so severely depressed that I had to be hospitalized. Marijuana has not only helped my pain,it has greatly improved my mood,my activity tolerance,and my sleep.","1","0.12"
"I have no idea","1","0.12"
"I like peer reviewed scientific articles","1","0.12"
"I think this is just fine","1","0.12"
"I usually just go to the dispensary website about current products available.","1","0.12"
"I wish the dispensaries gave you a more accurate information.","1","0.12"
"I wish the online strain info had more feedback from medical users in addition to recreational users","1","0.12"
"I would just like to have sources of information and to have cannabis be totally legal in the United States. ","1","0.12"
"I would like to know more about how cannabis interacts with over the counter medications and herbal remedies","1","0.12"
"I would like to see a thirds party to select flower to send to testing.","1","0.12"
"I wouldn't know what else to look for","1","0.12"
"I’m not really sure","1","0.12"
"Ideal strains for particular conditions ","1","0.12"
"If any chemicals have been used to grow product ","1","0.12"
"im not sure","1","0.12"
"In stock strains fluctuate a lot, maybe a way to track","1","0.12"
"Incoming stains? Maybe something to look forward to. ","1","0.12"
"info about how to grow the strain","1","0.12"
"Info about my state ","1","0.12"
"information about other cannabinoids ","1","0.12"
"Information on breastfeeding/pregnancy","1","0.12"
"ingredients in everything! including papers on pre-rolls, which can have corn and gluten in them. Severe food allergies. Also, list pesticide and chemicals used on the plants. The use of non organic practices must be transparent, and there is also a concern with allergies to these chemicals.","1","0.12"
"INSA isn’t included as a source on Leafly","1","0.12"
"Insa needs to put more info on menus","1","0.12"
"Job information ","1","0.12"
"just looking","1","0.12"
"Latest dispensary list","1","0.12"
"Leafly covers my needs very well","1","0.12"
"Legalities","1","0.12"
"Legality!!!","1","0.12"
"Legitimate pictures, the ones on Leafly are uploaded by anyone and could be any strain. Detailed description of effects","1","0.12"
"Less descriptive re the high, more medical info","1","0.12"
"less emphasis on strain name and more emphasis and transparency re terpene profile","1","0.12"
"Let me buy direct from them ","1","0.12"
"level of psychoactiveness","1","0.12"
"Lists of local doctors","1","0.12"
"Local Cannabis news","1","0.12"
"Local caregivers ancillary businesses social clubs community host agreements ","1","0.12"
"Local caregivers that deliver ","1","0.12"
"local city by city news","1","0.12"
"Local grower information to keep up with new strains.","1","0.12"
"Local Growers not just Dispensary","1","0.12"
"Local prices","1","0.12"
"Local pricing and availability","1","0.12"
"Location of strain im looking for","1","0.12"
"Log journal entries","1","0.12"
"Long-term side effects if any","1","0.12"
"Lower weed prices","1","0.12"
"Massachusetts Delivery Services","1","0.12"
"medical applications of strains","1","0.12"
"Medical benefits ","1","0.12"
"medical benefits of each strain","1","0.12"
"Medical doctor references","1","0.12"
"Medical indications and contraindications","1","0.12"
"medical info and attributes, chemical breakdown of strain","1","0.12"
"Menu and sometimes prices","1","0.12"
"Molecular break down. ","1","0.12"
"more about dosing for bone pain/surgical pain","1","0.12"
"More accurate lab results and higher TAC","1","0.12"
"More accurate search for strains, lifestyle stories, etc...","1","0.12"
"More advanced education for medical professionals","1","0.12"
"More ailments listed to pair with a strain. ","1","0.12"
"More articles on small time growing for your windows","1","0.12"
"More balanced research, broader research ","1","0.12"
"More basic information on how to grow","1","0.12"
"More cannabinoid detail","1","0.12"
"More clinical study links","1","0.12"
"More comprehensive reviews, locations to obtain","1","0.12"
"More concrete scientific information. ","1","0.12"
"more consistent information.  sometimes information about a strain can vary greatly depending on what website you look at.","1","0.12"
"more consumer input","1","0.12"
"More creadable DYI","1","0.12"
"More descriptions of medical benefits and side effects","1","0.12"
"More detail on terpenes, genomics, science","1","0.12"
"More detailed info for new consumers","1","0.12"
"more detailed information on the effects of all the different strains","1","0.12"
"More detailed strain information ","1","0.12"
"more details on side effects","1","0.12"
"More direct brand patients education, facility tours and manufacturing processes, more education from testing labs","1","0.12"
"More dispensary ","1","0.12"
"More explanation about the product. Web pages are very vague","1","0.12"
"more exposure on twitter","1","0.12"
"more grow tips","1","0.12"
"More info on concentrates","1","0.12"
"more info on growing specific strains","1","0.12"
"More info on pros and cons to vaping oil vs flower","1","0.12"
"more info on what strains work best for different ailments..and more info of you are sober","1","0.12"
"more info on what the strain is good for (anxiety, depression, etc)","1","0.12"
"More information about how the ECS really works and how different strain profiles will interact with it.","1","0.12"
"More information on becoming more politically involved in the legalization process.","1","0.12"
"more information on cost","1","0.12"
"More information on supporting cannabinoids and terpenes. Most seem to focus on THC content, and according to a recent study THC (like opiates) only distracts you from pain. ","1","0.12"
"More information on what works best for specific medical issues/diagnosis from survey of other patients","1","0.12"
"More local resources","1","0.12"
"More local search results","1","0.12"
"More locally relevant information. Most don't update their menus often or prices. ","1","0.12"
"More medical info. Like the basic fact that CBD can interact with other drugs and meds. And how chemo patients have got to check with someone they know knows!","1","0.12"
"More medical information","1","0.12"
"More medical information ","1","0.12"
"More news articles","1","0.12"
"More of the strains I like.","1","0.12"
"More personal reviews ","1","0.12"
"More personal reviews and a legit dr help section with more factual medicinal based articles","1","0.12"
"More personal stories from patients about their experiences treating certain ailments with certain products","1","0.12"
"More pictures","1","0.12"
"More pictures ","1","0.12"
"More research articles","1","0.12"
"More samples","1","0.12"
"More science ","1","0.12"
"More scientific breakdown on terpene content etc, more info to Guage effects of specific strains","1","0.12"
"More scientific info regarding terpenoids ","1","0.12"
"more scientific research studies","1","0.12"
"more scientific sources","1","0.12"
"More specials listed menu  updates more frequently ","1","0.12"
"more specific dosing , more specific information for various illnessess","1","0.12"
"More specific information about which products work best for inflammation and anxiety ","1","0.12"
"More specifics of what products are testing at","1","0.12"
"more strain specific indications (ie, Best Anxiety strains, etc)","1","0.12"
"More strain variety and more cannabinoid information.","1","0.12"
"More strains from my area","1","0.12"
"more studies and scientific findings and information on medical use of marijuana ","1","0.12"
"More substantial evidenced-based research","1","0.12"
"more terpene and other cannabinoid testinng. I realize these vary by individual flower, but strains have trends and I'm trying to learn more about their effects","1","0.12"
"more terpene info","1","0.12"
"More up-to-date research on the enndocannabanoid system; more diesease/theraputic specific information (e.g., x, y, z strains are good at treating depression becuase of this specifc categoristic)","1","0.12"
"More updated menu's","1","0.12"
"More user reviews","1","0.12"
"More workshops on site of dispensaries. Detailed in-depth information is often missing. I find a lot of articles that are dumbed down. That’s helpful when I was new but I’d like to learn more in-depth info that seems to lack. ","1","0.12"
"n.a","1","0.12"
"N.a","1","0.12"
"n\a","1","0.12"
"Na ","1","0.12"
"NA ","1","0.12"
"Nih","1","0.12"
"No idea","1","0.12"
"No idea ","1","0.12"
"No one","1","0.12"
"non that I can think of","1","0.12"
"None - again, this question shouldn't be required. I don't have a bud tender or whatever either. I really don't dig into it that much. ","1","0.12"
"none at the moment ","1","0.12"
"None I know of ","1","0.12"
"None identified","1","0.12"
"None that I can tell","1","0.12"
"None.  ","1","0.12"
"Not 100% sure on that one at the moment ","1","0.12"
"not all strains present","1","0.12"
"not an issue","1","0.12"
"Not applicable","1","0.12"
"Not applicable ","1","0.12"
"not really sure","1","0.12"
"not sure. ","1","0.12"
"Not sure. ","1","0.12"
"nothing I can think of","1","0.12"
"Nothing really.","1","0.12"
"Nothing. I find it somehow! ","1","0.12"
"Nothing. They tell you everything you need to know","1","0.12"
"Nutrient info","1","0.12"
"Often times then not, thc % and strain background info is not always available","1","0.12"
"online ordering, but that's long to come","1","0.12"
"Online store","1","0.12"
"Order online","1","0.12"
"Organic?","1","0.12"
"Other cannabinoids! CBG, THC-V","1","0.12"
"Other names products may be listed under ","1","0.12"
"Peer review","1","0.12"
"Peer reviewed scientific articles ","1","0.12"
"people pieces","1","0.12"
"Percentage ","1","0.12"
"Personal experience","1","0.12"
"Pet-safe products?","1","0.12"
"photos of plants","1","0.12"
"Pictures of fully mature plants, with the look of the bud","1","0.12"
"Places to buy clones and seeds","1","0.12"
"Political commentary and activism","1","0.12"
"popular or not","1","0.12"
"Prescription drug interactions.","1","0.12"
"Price and lineage","1","0.12"
"Price comparison ","1","0.12"
"Price comparison feature","1","0.12"
"Price comparison of area distributers, or Specials comparison in live time","1","0.12"
"Price comparisons","1","0.12"
"Price range","1","0.12"
"Price ranges","1","0.12"
"Prices and daily updated menus","1","0.12"
"Prices for different areas ","1","0.12"
"Prices, updated menu, reserve ahead options","1","0.12"
"Probably a lot, to be honest.","1","0.12"
"Product prices at local dispensaries","1","0.12"
"Product quality ","1","0.12"
"product reviews","1","0.12"
"Purchase locations near me- none listed for my area.","1","0.12"
"Quality","1","0.12"
"Quality control information","1","0.12"
"Quick reference print out of strains and properties","1","0.12"
"QUITE SATISFIED AS i DO RESEARCH AND COMPARE NOTES","1","0.12"
"real patient reviews","1","0.12"
"real THC content","1","0.12"
"Recent research implications ","1","0.12"
"recipes","1","0.12"
"Recipes","1","0.12"
"Recreational use ","1","0.12"
"Recycling programs for small plastic containers. Not just bags. More distillate refills options for carts.","1","0.12"
"Reliable menus","1","0.12"
"Reliable sources and proven testing on products  ","1","0.12"
"Research","1","0.12"
"research data","1","0.12"
"Research in the US but there is minimal to find so makes sense it is not there","1","0.12"
"Research needing funding","1","0.12"
"Residual pesticides in products; long term medical consequences of daily cannabis use","1","0.12"
"reviews","1","0.12"
"samples","1","0.12"
"Sativa and indica ratios","1","0.12"
"Science","1","0.12"
"Scientific evidence and readable articles on the scientific evidence","1","0.12"
"Scientific information ","1","0.12"
"scientific journals","1","0.12"
"Scientific studies like this one that support positive cannibis research. ","1","0.12"
"Secret shopper testing lab values on dispensary products.","1","0.12"
"Seed / Clone purchase info","1","0.12"
"Seed/clone availability","1","0.12"
"seed/plant  availability","1","0.12"
"Select bud by region so i don't get teased with Cali weed","1","0.12"
"Sheets of what it does and how much it is. And a check list for what you need it for and what would be best for you","1","0.12"
"Side effects","1","0.12"
"side effects ","1","0.12"
"Skip","1","0.12"
"smoke shop locator","1","0.12"
"Some dispensaries not listed, not updated menus ","1","0.12"
"Some strains are missing ","1","0.12"
"Sometimes lacks details of particular strains for places.","1","0.12"
"Sometimes menu content is missing THC details ","1","0.12"
"specific health issues","1","0.12"
"specific reviews of clinics' products","1","0.12"
"Specific studies (and outlines of their methods) about Terpenes.","1","0.12"
"Strain growth metrics ","1","0.12"
"Strain name on medical products frim dispensary","1","0.12"
"Strain names and tests","1","0.12"
"Strain parents","1","0.12"
"streaming or tv accessable shows content so I am not reaching on internet but seeing content live   via tv etc","1","0.12"
"Studies into terpenes","1","0.12"
"Suggested dosages for certain conditions based on previous patient experience","1","0.12"
"Surveys","1","0.12"
"Symptoms relieved by strain","1","0.12"
"Terpene data","1","0.12"
"Terpene info","1","0.12"
"Terpene information","1","0.12"
"Terpene Profile!!! Cannabinoids profile.","1","0.12"
"terpene profiles","1","0.12"
"Terpene profiles","1","0.12"
"Terpene profiles and heritage / breeder information","1","0.12"
"Terpene profiles for strains","1","0.12"
"terpene profiles on leafly.  patient rates by condition ","1","0.12"
"Terpene results","1","0.12"
"Terpene testing","1","0.12"
"Terpene, THC and CBD, CBG, etc levels","1","0.12"
"Terpene/flavor profiles","1","0.12"
"terpenes","1","0.12"
"Terpenoid profiles","1","0.12"
"Terpine content","1","0.12"
"Test data on locally available products","1","0.12"
"Testament","1","0.12"
"Testing criteria should be well known","1","0.12"
"THC amount consistently included. ","1","0.12"
"THC CONTENT","1","0.12"
"Thc content ","1","0.12"
"thc level","1","0.12"
"THC/CBD ranges ","1","0.12"
"The deals","1","0.12"
"The dispensary I got to the bud tenders just seem like sales people would be nice to sit with someone come up with a plan to treat a couple medical condition w each strain . Instead of just walking up to counter an just purchasing  any strain.","1","0.12"
"There are no budtenders here, so please ignore my answers to those Q's.","1","0.12"
"There is SO much information out there hard to say","1","0.12"
"To make info more easily obtainable ","1","0.12"
"trichure drops","1","0.12"
"True, batch specific efficacy data via consumer reviews ","1","0.12"
"Trusted reviews","1","0.12"
"unknown","1","0.12"
"Unknown","1","0.12"
"Unkown","1","0.12"
"Unsure, satisfied","1","0.12"
"Upcoming technologies and smoking methods","1","0.12"
"Updated menus","1","0.12"
"Updated menus on line","1","0.12"
"Usage instructions","1","0.12"
"validated scientific studies","1","0.12"
"visual infographics and recommendations based on past likes/favorites + sale alerts :)","1","0.12"
"Ways  to vape flower.","1","0.12"
"We would like to have cannabis viewed as respectably as all medications.  Allowing us to speak freely about how much it has helped us.","1","0.12"
"well not all strains are listed. more on terpenes","1","0.12"
"were are discounts","1","0.12"
"What is available in my town","1","0.12"
"What its good for","1","0.12"
"What strains are best for health reason your using it for.   The place I go suggest stuff, but it has been a trial and error .  ","1","0.12"
"what the rso is made with ","1","0.12"
"What to avoid","1","0.12"
"What type of ailments, diseases each strain treats","1","0.12"
"When a specific dispensary comes up with a name or one that is just from their company, they do not tell you about it on any website since it is specific to them","1","0.12"
"when I'm reading and looking at these resources at the time I go ""these should have"" and now when I'm asked I can't think of them ","1","0.12"
"When the flower that ran out. When it will be available again","1","0.12"
"Where it was grown? How is it grown differently for different effects? ","1","0.12"
"Where to buy","1","0.12"
"Where to buy isn’t always updated or available","1","0.12"
"Where to find the strain most liked","1","0.12"
"Where to get it nearby ","1","0.12"
"Where to get items not available locally to me ","1","0.12"
"Where to get recommended strains locally","1","0.12"
"Where to get the different strains that are reviewed","1","0.12"
"Who has what in stock","1","0.12"
"why is the dry and cure process not documented anywhere?","1","0.12"
"Will company sell seeds of strains they sell?","1","0.12"
"word clouds from user reviews","1","0.12"
"Workplace ","1","0.12"
"World related","1","0.12"
"would like all advertised product to include CBD and Terps percentage","1","0.12"
"Would like to move away from the silly strain names.","1","0.12"
"WOULD LIKE TO SEE ANN CBD AND THC % LISTED ON ALL WEBSITES","1","0.12"
