"q21","What products/strains do you want that are not currentlyt available in your local dispensaries?","n =  260"
"Massage oils ","1","0.38"
"maui wowie","1","0.38"
"Maui Wowie, Pineapple Express, Candyland","1","0.38"
"Medicated Sugar, Medicated Cooking Oil, VEGAN EDIBLES","1","0.38"
"Medusa, Master Kush","1","0.38"
"Moonrocks","1","0.38"
"Moonrocks ","1","0.38"
"More CBD","1","0.38"
"More edibles","1","0.38"
"More flower strains some times there’s only 3 choices ","1","0.38"
"more indica shatter kinds","1","0.38"
"More indicas with 1:1 THC:CBD","1","0.38"
"More infused beverage options","1","0.38"
"More live rosin","1","0.38"
"more mini pre-roll varieties","1","0.38"
"more organic ingredients ","1","0.38"
"More purple strains ","1","0.38"
"More sativa","1","0.38"
"More sativa options","1","0.38"
"more Sativa varieties ","1","0.38"
"more sleep aid","1","0.38"
"more topical","1","0.38"
"More topicals","1","0.38"
"More vape cartridge selection ","1","0.38"
"More variety","1","0.38"
"More variety of edible treats","1","0.38"
"More variety of edibles","1","0.38"
"much more potent edibles and tools/bowls/glassware to go with all the shatter and flower","1","0.38"
"My strains are always available, home grown ","1","0.38"
"n/a","1","0.38"
"N/A at this time","1","0.38"
"Never been to a dispensary","1","0.38"
"no idea","1","0.38"
"no idea - why is this question required?","1","0.38"
"No idea. Use CBD oil","1","0.38"
"non-mentholated topicals","1","0.38"
"none that I can think of","1","0.38"
"Northern Lights","1","0.38"
"Not educated enough to know","1","0.38"
"Not sure ","1","0.38"
"not sure, mostly satisfied with what is at dispensaries","1","0.38"
"Nothing","1","0.38"
"Nothing I can think of","1","0.38"
"nothing specific. Anything over 25% TAC...","1","0.38"
"O","1","0.38"
"Oils lotions ","1","0.38"
"Older pure strains, Skunk #1, Northern lights, etc.","1","0.38"
"organic oils","1","0.38"
"Pax new Era","1","0.38"
"pax vera smart vape pens and cartridges, and more glass flower pipes","1","0.38"
"personal lubricant ","1","0.38"
"Pineapple express","1","0.38"
"Pineapple Express, Gorilla Glue","1","0.38"
"places to hang out and sample product would be nice","1","0.38"
"Pre wrapped blunts","1","0.38"
"Purple Gorilla","1","0.38"
"Purple haze ","1","0.38"
"Purple Lamborghini ","1","0.38"
"Purple punch","1","0.38"
"Recreational use products ","1","0.38"
"Regular one","1","0.38"
"Rick simpson oil, granddaddy puple, and stronger edibles","1","0.38"
"Rosin","1","0.38"
"Sativa","1","0.38"
"Seeds, growing kits, much lower pricing overall","1","0.38"
"Shatter ","1","0.38"
"Skunk","1","0.38"
"Skywalker/Skywalker OG, Mango Kush","1","0.38"
"Smaller dose edibles with 1:1 CBD:THC ratios","1","0.38"
"Solvent Free Full Spectrum All Natural Products of All Kinds","1","0.38"
"Sour ","1","0.38"
"sour diesel ","1","0.38"
"Sour diesel ","1","0.38"
"Sour Diesel ","1","0.38"
"Sour Diesel & Blue Dream are both fantastic and classic strains that i'd love to see at Bask!","1","0.38"
"Sour diesel pre rolls","1","0.38"
"SOUR DIESEL/lambs bread","1","0.38"
"Sprays","1","0.38"
"strain tangie","1","0.38"
"Strawberry Snow Cone","1","0.38"
"Sweet Tooth","1","0.38"
"Sweeth Tooth, GSC - only available randomly, not consistently","1","0.38"
"Tangerine haze/kush","1","0.38"
"Tea","1","0.38"
"Terp Sauce / Concentrates","1","0.38"
"THC Dip","1","0.38"
"THC flower","1","0.38"
"Trokie","1","0.38"
"vaginal suppositories, high-dose edibles (200+ mg), empty cartridges and other thc-specific vaporizer supplies","1","0.38"
"Variety of hybrid flowers and pre rolls","1","0.38"
"Wedding cake","1","0.38"
"Wedding Cake","1","0.38"
"West Coast","1","0.38"
"Where do I begin? More variety of prerolls packages vs singles. ","1","0.38"
