"q48","What are your general thoughts regarding the legalization of cannabis?","n =  77"
"So happy! Will be happier when federal legalization happens, when folks in jail on marijuana charges get set free, and when canna-businesses can use banks.","1","1.3"
"super pumped","1","1.3"
"Support legalization","1","1.3"
"The expense of tax on recreational products is a deterrent ","1","1.3"
"The regulations in California are ridiculous and seem to be killing the market. The fact there are not enough testing labs and that they are all delivering different results (on same batches) needs to be fixed and I don't believe the state knows how to fix it.","1","1.3"
"Very happy about it.  Can't believe it's taken this long","1","1.3"
"very happy that it is now legal in Mass.","1","1.3"
"very positive; interested in seeing the societal impact of legalization on health, social justice","1","1.3"
"Way over do  Especially with the opiate crisis","1","1.3"
"Yes, Please.","1","1.3"
