"q48","What are your general thoughts regarding the legalization of cannabis?","n =  268"
"In my country its still ilegal. We have a law without a reglamentation.","1","0.37"
"Indifferent ","1","0.37"
"Is a must for treating illness","1","0.37"
"It's about time","1","0.37"
"it's about time ","1","0.37"
"It's about time.","1","0.37"
"It's been a long slow process...something needs to change and fast.","1","0.37"
"It's been a long time coming. Now let's make some real progress!","1","0.37"
"It's good","1","0.37"
"It's safer than legal prescription & non-prescription drugs with no serious or threatening side affects. It has a higher rate of success for many medical outcomes.","1","0.37"
"it's time.","1","0.37"
"It is about time, alchohal is far more dangerous. This should never have happened, we have wasted Billions of dollars fighting a battle on drugs, that failed misreavly. All the while creating a true drug problem legally in America through big pharma.thousands have died and gone to jail over marijuana and the truth is it should have been legal and a priority med over opiates and all other drugs. This should be addressed and made right asap.","1","0.37"
"It is overdue ","1","0.37"
"It is way overdue","1","0.37"
"It is way overdue, although I am concerned about the availability and consistency of medical cannabis when it rec becomes available. ","1","0.37"
"it needs to be done ASAP","1","0.37"
"It needs to be done federally ","1","0.37"
"It needs to be federally legalized. ","1","0.37"
"It needs to be fully legal for any purpose -- and people should be allowed to grow as much of their own as they want. Exchanging different strains and tinctures with other people would be great -- if I could locate others who would be interested in this.","1","0.37"
"It needs to be legal everywhere for any purpose, just like abortion.","1","0.37"
"It needs to happen soon","1","0.37"
"It should absolutely be 100% legal and our law makers need to educate themselves first then educate the public on the misinformation they have been receiving about cannabis for over a hundred years.","1","0.37"
"It should absolutely be legalized.","1","0.37"
"It should be done to help more people and get eid of the stigma","1","0.37"
"It should be federally legal to grow, process, possess, use, and trade amongst adults. Those with prior marijuana related convictions should have those overturned and records auto-expunged.","1","0.37"
"It should be Federally legal!","1","0.37"
"It should be fully legal nation-wide.","1","0.37"
"It should be legal everywhere. It's not a drug the way the gov classifies it as. ","1","0.37"
"It should be legal for everyone ","1","0.37"
"It should be legal on a federal level! ","1","0.37"
"It should be legal to help consumers determine quality, efficacy, best price, and help reduce stigma ","1","0.37"
"It should be legal. It's ridiculous that a plant is illegal. ","1","0.37"
"It should be legalized","1","0.37"
"It should be legalized federally","1","0.37"
"It should be legalized in US","1","0.37"
"It should be legalized nationally","1","0.37"
"It should be legalized without need of a medical card; especially considering that many who use 'recreationally' are using it medicinally without realizing it.  Based on studies of its safety, cannabis is a rather silly thing to prohibit.","1","0.37"
"It should be legalized.  It is way less harmful than alcohol!","1","0.37"
"It should have been legal years ago","1","0.37"
"It should of been done years ago","1","0.37"
"it should’ve happened when prohibition ended... lots of taxable money for the USA. hurry up and make it 100% legal to of age customers ","1","0.37"
"It’s about time ","1","0.37"
"It’s about time. ","1","0.37"
"It’s good I guess but regardless I’m still buying off the street cause I get the same quality for a third of the price ","1","0.37"
"It’s overdue. We have people dying daily in our country from the use of opioids, it’s destroying communities and overwhelming medical resources with overdoses and peripheral issues from the use of heroin. I still wish workplace drug testing was figured out, cannibis users are discriminated against unfairly while alcohol drinkers are not. The harm caused by alcohol and opiate use vastly outweighs the harm caused by marijuana, and marijuana is already being enjoyed responsibly by many adults who love delivery pizza and late night hours at Taco Bell. ","1","0.37"
"It’s taking too long","1","0.37"
"Its about time!","1","0.37"
"Its about time.","1","0.37"
"its been way too long of a wait","1","0.37"
"Its good","1","0.37"
"its great","1","0.37"
"its safer than alcohol. it should be legalized and regulated nationwide.","1","0.37"
"Just do it","1","0.37"
"Just do it already","1","0.37"
"Legalization is long overdue ","1","0.37"
"Legalization is only needed for research/ education, access, and stigma removal. The latter being the most important issue we all face.","1","0.37"
"Legalization needs to hold off for 2-5 more years so the industry is able to grow large enough that big pharma will not come in and buy everyone out. We need to keep this in the hands of the people","1","0.37"
"Legalization should have been long ago. Marijuana is in a less harmful medical category than caffeine, nicotine. Many normal, good people who work hard, have good values, morals use these products quite safely. We should not be arrested for that.","1","0.37"
"Legalize ","1","0.37"
"LEGALIZE ALL DRUGS  SAFE SPACES FOR ACCESS  REGULATIONS FOR DRUGS    ALSO WHY THE HECK ARE THESE DISPENSARIES HIRING PEOPLE TO WORK AT MINIMUM WAGE?!?! THAT IN ITSELF SHOULD BE ILLEGAL, THESE PEOPLE ARE PROFITING BIG TIME ON A SYSTEM THAT WAS ONLY CRIMINALIZED TO IMPRISON BLACK PEOPLE. THE OWNERS OF THESE DISPENSARIES SHOULD HIRE PEOPLE OF COLOR, SHOULD ADVOCATE FOR PRISONS TO RELEASE INMATES WHO ARE IN PRISON FOR NONBVIOLENT CRIMES.    PAY YOUR EMPLOYEES A LIVING WAGE  GIVE MONEY TO THE COMMUNITY WHO YOU ARE PROFITING OFF OF     ","1","0.37"
"Legalize all drugs.","1","0.37"
"Legalize it ","1","0.37"
"LEGALIZE IT ALREADY. Like literally there is no reason it should be illegal, and I’m making it my life’s work and mission to have it legalized in every sense of the word. ","1","0.37"
"Legalize it! Its safer than Alcohol.","1","0.37"
"less deadly than alcohol, smart decision to legalize","1","0.37"
"lets make it happen","1","0.37"
"Long awaited, overly suppressed by the alcohol/opiate industry lobbies for too long.","1","0.37"
"Long over due ","1","0.37"
"Long overdue ","1","0.37"
"Long overdue, and inevitable provided the Federal government does not interfere","1","0.37"
"Long overdue.  ","1","0.37"
"Long overdue. Implementing well","1","0.37"
"Look forward to seeing the industry develop in Massachusetts.  Cannabis is less harmful than alcohol or prescription drugs, hopefully more and more people will get access to it.","1","0.37"
"Make it pervasive and safe ","1","0.37"
"My only apprehension is that the pharma, tobacco, and alcohol companies will become extremely influential in legalized cannabis and turn it into something extremely caustic, addicting, and harmful. ","1","0.37"
"My quality of life is much better. ","1","0.37"
"need nation wide legalization","1","0.37"
"Needs to happen","1","0.37"
"Needs to happen federally so everyone can be consuming country wide and stress free! Also so we can expand on variety on the east coast like the west coast experiences. ","1","0.37"
"Needs to happen on a national scale!","1","0.37"
"Needs to happen, educate the masses and squashing stereotypes by bringing it out in the open. Will lessen alcohol consumption which has far more self control issues. Do what we can to educate the youth into not over consuming it if at all for the benefit from complete unalduterated brain development. ","1","0.37"
"Needs to happen.  Fully support legalization ","1","0.37"
"Never should have been regulated in the first place. It is a political decision that had no criminal ties and should not be forbidden. The US government has no right to pick and choose what plants on this earth can be used by individuals. There are many more that cause ""the high"" but this one weed that made rope for our Navy seems to be of great interest to the government.  My eyes are wide open now and my government has let me and all citizens down by brainwashing us to think this weed is seriously bad and a human is bad for even thinking about it.   Seriously!!","1","0.37"
"No question but the is a long time stigma that keeps arising that is misunderstood ","1","0.37"
"Nothing but a positive experience for me, hope the lawmakers stop dragging their feet tho.","1","0.37"
"On the fence. I see both sides of the coin. Medically-speaking, fear of Big Pharma ruining a good thing. Recreationally speaking, fear of a big company ruining the integrity of a quality product like Big Tabacco did.","1","0.37"
"Overdue with robust regulations. If we want to keep cannabis away from CHILDREN, not necessarily teens, why make candy with cannabis? If kids can eat laundry pods they would definitely eat misplaced, brightly colored, candy.","1","0.37"
"Please get it done!  ","1","0.37"
"positive","1","0.37"
"Positive- it should be legal nationwide!","1","0.37"
"Positive ","1","0.37"
"Prefer it to remain for medical use only.","1","0.37"
"Pro-legalization","1","0.37"
"Pro cannabis ","1","0.37"
"Pro legalization.  ","1","0.37"
"right on brother","1","0.37"
"should be","1","0.37"
"Should be absolutely ","1","0.37"
"Should be lagal","1","0.37"
"Should be legal","1","0.37"
"should be legal  ","1","0.37"
"Should be legal / regulated *almost* like alcohol","1","0.37"
"should be legal across the board and on a federal level","1","0.37"
"should be legal for adults with all of the same regulations as alcohol and warnings as prescription drugs","1","0.37"
"Should be legalized, controlled locally to avoid commercialization","1","0.37"
"Should be legalized, over 21. ","1","0.37"
"Should be more accessible like alcohol. Too expensive for many low to no income individuals needing it medically. Should be covered by insurance","1","0.37"
"Should have always been","1","0.37"
"should have been legalized a long time ago.  ","1","0.37"
"Should have happened years ago.","1","0.37"
"Should have never been illegal ","1","0.37"
"Should of been done a long time ago.","1","0.37"
"Should of done it awhile ago ","1","0.37"
"Thank God. It always made me feel better, and now I can get consistant quality, and not have to go underground, and support drug dealers.","1","0.37"
"That the unintentional barriers that were put up in the legislation, that prohibits business from being created. first being in regards to community outreach. Before a business can be created they must go to the town and say how they will provide some type of community outreach by doing a service or some number of profits to this nonprofit organization. The cost of opening a cannabis business in MA is about $40,000 minimum. The cost than rise astronomically based on location testing cost for the rec. Or if you a potential cultivator it is maybe 45k total. When a normal small business costs 30k. (AARP) You than would need to ask a bank for a loan but none would give you the loans since they are still have to follow federal law. But than the town itself can charge a tax because you are growing, in addition to the state tax when you sell to a dispensary. So if all those criteria are met you than can maybe open up and you than need to get the towns approval by supporting a non-profit they like. It's not worth it to open up a business. So community outreach needs to be removed. This then is that even the labs that test for rec have to do this as well. ","1","0.37"
"The best thing to ever happen ","1","0.37"
"The devil is in the details of implementation of legalization.","1","0.37"
"The fact that it is not legal for consumption is insulting to every law-abiding adult who wants to use this plant. It is becoming ever-increasingly known that hypocrisy, misinformation, and prejudice were the driving factors behind the illegality surrounding this simple, ancient plant. If we expect to give any credence to the idea that we are enlightened and learned, then we must allow full legalization to happen. The current state of cannabis laws in this country (i.e. the fact that it is still referred to a marijuana, a word chosen to feed racist viewpoints, in law books) are appalling and shameful. Additionally, that the CCC is refusing to allow the adult-use market to open is unacceptable. On top of it, they show clear bias to known companies who have questionable relationships to the Department of Public Health and other regulatory entities. The people of Massachusetts deserve better.","1","0.37"
"The USA should help fund projects to assist families with education...via....Basic tools and classes teaching region appropriate life skills","1","0.37"
"They should make it legal at federal levels","1","0.37"
"They should. ","1","0.37"
"Think its great. ","1","0.37"
"This is still a controversial issue. I am for the legalization of cannabis. This plant has helped me to heal.","1","0.37"
"Too slow. ","1","0.37"
"Unsure","1","0.37"
"Used correctly it is a medicine just like any other","1","0.37"
"Very good","1","0.37"
"Very happy, just hoping for prices to drop down to make it more affordable we need more dispensary’s to open up","1","0.37"
"Very important Alchol is worse for you yet it's legal when weed has health benefits ","1","0.37"
"Very long overdue","1","0.37"
"Very supportive, medicinal and recreational both","1","0.37"
"Waited 20 years for this","1","0.37"
"way over due","1","0.37"
"We voted for it in November of 2016.  Its been almost two years.  GET WITH IT MASSACHUSETTS!!! MAKE IT HAPPEN!","1","0.37"
"what are we waiting for ","1","0.37"
"what are we waiting for???????!?!?!?!?","1","0.37"
"Where I am now it is very easy and leant","1","0.37"
"While I appreciate that legalization comes with a certain amount of destigmatization and and ability to have more systematic tracking of strains and production, I do believe that it has turned cannabis into another large industry at the expense of smaller producers and more locally-based distributors. I also believe that legalization without full pardoning of everyone previously convicted for cannabis-related offenses is despicable. ","1","0.37"
"will be some risk of overdoing edibles.  hate smoking ","1","0.37"
"Will be very beneficial to many individuals. ","1","0.37"
"WOO HOO! More access, less stigma.","1","0.37"
"yd","1","0.37"
"yes","1","0.37"
"yes!","1","0.37"
