"q48","What are your general thoughts regarding the legalization of cannabis?","n =  222"
"Do it. Cannabis is safer than alcohol, opioids and most otc or prescription drugs. Start researching this powerful medicine. People should be able to learn and experiment with varieties/methods and stock up when they find a particular batch that works. Obama Kush was the best medicine for my fibro and I wish I had bought a pound. I didn't realize it until I was too far away to get more. 2 different brands of Blue Dream from CO - 1 works, one doesn't. One has higher cbd, but neither has terpene test. Let's figure out why it works. Mn MM laws are too strict and varieties very limited. Whole plant medicine is not available. Have to spend a lot of $ to certify to see if one of the few products works.","1","0.45"
"👍","1","0.45"
"Everyone should have the right to treat their conditions ","1","0.45"
"Extremely supportive of the safer option to pain management.","1","0.45"
"federal medical marijuwana","1","0.45"
"Finally","1","0.45"
"For it","1","0.45"
"For me I'm a cannabis PT so I'm taking less medications and my lab work shows that my Kidney & Liver functions are in normal ranges after several years of going to Nephrologist and trying and changing meds to get my functions back under control. Give me cannabis take away the pills and the Nephrologist..my results are normal, I'm feeling healthier. Imagine that.. I feel also crime may be down, dealers maybe off the street less synthetic drugs , less deaths less ER visits less buses being used for senseless deaths or near deaths. I work in and Emergency Deptment we see what these other drugs do. Use to help get us out of the deficit,more and more people are smoking than drinking.  People smoke to much they get sleepy not fight, get mouthy create a seen.  Sell & tax it use the monies for the deficit, help the homeless, the sick, use for research Impeach Trump. ","1","0.45"
"Free the Weed!!!","1","0.45"
"Good but regulations are troubling in Maine.","1","0.45"
"Good for the culture","1","0.45"
"Good idea, long overdue","1","0.45"
"Good mushrooms should be next","1","0.45"
"good plan","1","0.45"
"great day in the state of Massachusetts","1","0.45"
"Great for medical use. ","1","0.45"
"Grow your own","1","0.45"
"happening way too slowly. stop restricting access","1","0.45"
"Happy","1","0.45"
"Have mixed emotions at this time","1","0.45"
"Hurry up Ireland please?","1","0.45"
"I'm all for it ","1","0.45"
"I'm all for it.  It's part of my and so many others regimen of good health. ","1","0.45"
"I am grateful it is finally legalized, but sincerely hope more is done in reparations for the communities disproportionally impacted by the ban and later racism-fuled ""war on drugs"".   ","1","0.45"
"I am in favor due to it helped the quality level in my life regarding pain, inflammation along with exercise too.","1","0.45"
"I am looking forward to it","1","0.45"
"I am not in favor of recreational use of cannabis. I do believe in the medicinal use as patients under care of special Dr. Or clinic","1","0.45"
"I am okay with medical legalization, and neutral on recreational as I see it on the same plane as alcohol","1","0.45"
"I am pleased that cannabis is finally getting recognized as a benefit in alleviating pain.","1","0.45"
"I am very happy that it has finally become legal. My hope is that all persons selling it take the time to be educated. Even doctors tell me they don't know much about it- but do say they approve of it as a medicine.","1","0.45"
"I believe cannabis is a drug with the ability to help with many ailments...","1","0.45"
"I believe it is a good idea ","1","0.45"
"I believe it should be declassified as a schedule 1 as it has MANY medicinal uses as well as should be legal to adults 21 and over in all states!!!","1","0.45"
"I believe it should be legalized. It helps alot of people that suffer from pain, anxiety,ptsd, parkinsons. Its unreal how it helps","1","0.45"
"I believe it should happen.","1","0.45"
"I believe legalizing cannabis is very important for the medical side, so in the future to get it out of a schedule one designation.  Need for insurance company's to cover the costs.","1","0.45"
"I can't wait to freely purchase cannabis edibles for my anxiety. A friend of mine is currently making the eatables for me.","1","0.45"
"I don't understand why cannabis is not legal and alcohol is. I feel the only reasons cannabis is not legal are because of the stigma associated with it, the general ignorance of lawmakers and I don't believe big pharma wants it to be legal.","1","0.45"
"I don’t see why it’s not already legal. There are significantly more benefits to using marijuana over many commonly over prescribed medications in the US.","1","0.45"
"I fear for caregivers, as we are the ones making sure those without income are getting their meds and recommendations . We should be allowed more patients .","1","0.45"
"I hope it drives down prices for medicinal users","1","0.45"
"I love it","1","0.45"
"I love it. I live in Florida and very limited at what you can get.  but it has helped my life so much with my pain. I'm able to do so much more.     ","1","0.45"
"I refuse to take meds for many serious ailments and pain. Cannabis has given me my life back and made a lot of mental anguish subside and be tolerable!","1","0.45"
"I see no reason that it should be legalized. It is extremely important while going thru chemo.It is extremely helpful with pain. No one ever died from overdose nor fo I deem it additive to lead to opiods","1","0.45"
"I think cannabis has a lot of benefits to prescription drugs and feel they should legalize it in every state   ","1","0.45"
"I think it is a Godsend to those who suffer and find out that it actually helps. It is a good thing. Hope the stigma from the past melts away. It's just another drug like any other in my opinion. I'm most for medical use. But recreational use is ok I guess. Make it legal. Have laws/legal age/id, etc. and enforce it like any other legal drug.","1","0.45"
"I think it is a good idea especially for pain management, anxiety,  etc. Much better to use something organic and not pharmaceutical. ","1","0.45"
"I think it is an amazing thing. To be able to have something that let's me get out of my house and to be able to function without being on meds.","1","0.45"
"I think it should be just for medical","1","0.45"
"I think it should be legal","1","0.45"
"I think it should be legal everywhere ","1","0.45"
"I think it should be legal in all states for medical use. As for recreational use, it should be monitored to prevent driving or operating machinery, etc.under the influence of cannabis.","1","0.45"
"I think it should be recreationally legal and available to those over the age of 18. And medically available with doctor advisement to those under 18. I firmly believe in cannabis’ medicinal benefits. ","1","0.45"
"I think it was should be regulated like alcohol","1","0.45"
"I think it’s awesome! It’s about time it has so many health benefits everyone could benefit by using it. ","1","0.45"
"I think it’s great ","1","0.45"
"I think the war on drugs has been an abysmal failure and needs to end.  That being said strong protections need to be put in place for medical cannabis patients as well as the products they use, and research needs to be increased dramatically.  Policies need to be fact and science-based, personal believes have no place in cannabis policymaking.   ","1","0.45"
"I was a proponent and still am ","1","0.45"
"I wish it was legal in all 50 states","1","0.45"
"I would like everyone to know the pros of cannabis use","1","0.45"
"I’m for it","1","0.45"
"I’m for it as long as it is done in the proper places. ","1","0.45"
"I’m in support of legalization ","1","0.45"
"I’m very pleased with it. I feel necessary for so many people and certainly less harmful than prescription medications I was on for chronic pain. ","1","0.45"
"If not legalized it should be classified at a different level","1","0.45"
"if we can get it legalized on a federal lever, maybe insurance companies will change their stance and cover medical marijuana just as they do Percocet, Vicodin, etc. I am out of work due to an accident on a job, now I could no longer afford private health care so I am on Mass Health. I have 2 sons and my wife is a student so we survive off my weekly workers comp check. After my surgeries, unless I want to load up on oxycodone, I have to pay out of pocket for medical marijuana, which can be costly, especially on low income.","1","0.45"
"In favor 100%","1","0.45"
"It's a good thing but the state government is taxing it too much. The black market is much cheaper. ","1","0.45"
"It's a travesty that we have to have this conversation. It should be federally legal, regulated, standardized nomenclature and people should be able to grow/produce their own products and have access to educational tools to allow them to do that. Big corporations are already doing damage to this industry.","1","0.45"
"It's a wonderful supplement, that needs more research ","1","0.45"
"It's about damn time! This is the cure. ","1","0.45"
"It's about time","1","0.45"
"It's about time ","1","0.45"
"It's about time!","1","0.45"
"It's about time.","1","0.45"
"It's been a long road but it's expanding to possibly cafes!","1","0.45"
"It's criminal that cannabis is illegal. We've discouraged any research that might produce a positive result. Many, many people have been exposed to the criminal justice system who shouldn't have been. Cannabis appears to help many problems that develop as people age, often better than prescription medicine. Sleep and pain are prime examples.    I believe cannabis should be legalized for adults over 21 for any reason whatsoever.","1","0.45"
"It's safer than alcohol and the stigma around it needs to be changed. ","1","0.45"
"It can't happen quicker! I was an alcoholic. If I had tried cannabis I wouldn't have been. The last decade of my life would have been better! And now I'm using it to try to save my life. The irony","1","0.45"
"It has helped me drop numerous medications that were prescribed to me, since using cannabis I have stopped a life long battle with biting my finger nails. I am no longer a slave to prescription medication.","1","0.45"
"It is a good thing. ","1","0.45"
"It is a plant anyone can grow. ","1","0.45"
"It is a very good thing that cannot happen soon enough. The people want their weed, we voted for it and have waited long enough.   All state prisoners serving time for cannabis offenses should have their sentences commuted and all previous offenders should have their records expunged. ","1","0.45"
"It is long overdue and alarmingly slow in it's realization, with misinformation and minimal transparency that feels very wrong considering the vast majority of the people in this state are fully in favor of recreational use","1","0.45"
"It is long overdue. There is no good reason it should be illegal","1","0.45"
"It needs to be available to those who need it most ","1","0.45"
"it needs to be done ASAP","1","0.45"
"It needs to be legal but I am hearing that full legalization is decreasing the perceived need for medical research, so that needs to be corrected. Need more research on medical usage.","1","0.45"
"It needs to be legalized and accessible to all that need it.","1","0.45"
"It needs to be legalized at the Federal level. I have found excellent pain relief from the products I use, as have others I know who have chronic pain/fibromyalga/arthritis. It should be legal for those over 18 years old. I am 70 years old.","1","0.45"
"It never should have been illegal in the first place. ","1","0.45"
"It should be available in all the States for medical use.","1","0.45"
"It should be available to everyone. ","1","0.45"
"It should be federally legal and alcohol should be outlawed. I'd rather have people driving stoned than drunk.","1","0.45"
"It should be federally legalized","1","0.45"
"It should be Federally legalized for medical & recreational use for adults 18+.  DWI rules should apply and for medical patients drug testing is not a reason to lose a job as long as you are a good employee.","1","0.45"
"It should be legal","1","0.45"
"It should be legal both medically and recreationally throughout the USA ","1","0.45"
"It should be legal in all 50 states.","1","0.45"
"It should be legal in all states n countries ","1","0.45"
"It should be legal in every state. ","1","0.45"
"It should be legal to help consumers determine quality, efficacy, best price, and help reduce stigma ","1","0.45"
"It should be legalized ","1","0.45"
"It should be legalized all states","1","0.45"
"It should be legalized federally","1","0.45"
"It should be legalized. I can go to war or buy liquor which causes more harm than cannabis but I can't legally buy cannabis without a medical card...strange ","1","0.45"
"It should have been done in 1937.","1","0.45"
"It should never have been illegal...","1","0.45"
"it should’ve happened when prohibition ended... lots of taxable money for the USA. hurry up and make it 100% legal to of age customers ","1","0.45"
"It took to long to acomplish. Alcohol is legal and it KILLS, mary doesnt hurt anyone.","1","0.45"
"It will expose more people to medical benefits of cannabis","1","0.45"
"It’s about time.","1","0.45"
"It’s about time. The stigma screwed up my life. I’m glad that I am not alone.","1","0.45"
"It’s beautiful","1","0.45"
"It’s past due. Safer than alcohol. ","1","0.45"
"Its great. Just wish shops were open.","1","0.45"
"legal like alcohol in the country","1","0.45"
"Legalization is only needed for research/ education, access, and stigma removal. The latter being the most important issue we all face.","1","0.45"
"Legalization should be across the board.","1","0.45"
"Legalization should ensure that patients aren't used as targets of law enforcement.  Patients tend to have a lot of cannabinoids in their system at any given time of day. ","1","0.45"
"Legalize ","1","0.45"
"Legalize it","1","0.45"
"Legalize it.  Stop special interests!","1","0.45"
"Ljssjs","1","0.45"
"Long awaited, overly suppressed by the alcohol/opiate industry lobbies for too long.","1","0.45"
"Long overdue.","1","0.45"
"Long overdue. Implementing well","1","0.45"
"Love it  ","1","0.45"
"Love it its about time ","1","0.45"
"Love it...about time","1","0.45"
"make it legal","1","0.45"
"Many people are afraid of the stigma behind the card. The more people that have safe access, the better. ","1","0.45"
"Medical cannabis should definitely be legal in all 50 states.","1","0.45"
"Needs to be legalize ","1","0.45"
"No more dangerous then alcohol always going to be someone who abuse'sthe right to smoke just like drinking to much","1","0.45"
"No thoughts.","1","0.45"
"Not at all happy with the roll out. I am in favor of forcing the ccc to review all host agreements and fixing illegal ones. I’m ok for it to be delayed even more to get it right. Medical must stay protected. Medical is crucial for our kids and seniors who don’t have access to care givers. Doesn’t feel legal when I can’t smoke in public and have to feel like a criminal all the time. ","1","0.45"
"not soon enough","1","0.45"
"Overdue ","1","0.45"
"Peace ","1","0.45"
"People would be a lot better off using cannabis rather than taking synthetic meds. ","1","0.45"
"positive","1","0.45"
"Positive","1","0.45"
"Positive ","1","0.45"
"Pro","1","0.45"
"Pro-legalization","1","0.45"
"Pro, more education on medical vs recreational though and therapeutic limits vs getting stoned ","1","0.45"
"Public needs better education ","1","0.45"
"Recreational legal cannabis is appropriate. Medical should remain a separate category, to allow regulations that increase access to cannabis products for disabled and low income people. Higher plant allowances for patients growing, continuous supply at dispensaries, paying no tax, discounts for those on Medicare, Medicaid, or other financial assistances are all appropriate. The certification and card system for medical should be free; subsidized by the taxes on recreational cannabis.","1","0.45"
"Responsibley and Deep discounts for Disabled patients living off SSDI.   The opiods are covered by insurance and only cost the co-pay. Incredible struggle to try cannabinoids medications. ","1","0.45"
"Safety of users in workplace and hazardous situations","1","0.45"
"Should be adult use legal nationally.","1","0.45"
"Should be completely legal","1","0.45"
"Should be legal","1","0.45"
"should be legal  ","1","0.45"
"Should be legal for mentally healthy adults with ample info about potential side effects, not unlike how we treat alcohol. Even better would be if MMJ was treated like rx meds.","1","0.45"
"Should be legal in the USA","1","0.45"
"Should be legal to grow and buy","1","0.45"
"Should be legalized in all states for medical use.","1","0.45"
"Should be rescheduled into Schedule V. ","1","0.45"
"Should have always been","1","0.45"
"Should have been done along time ago, less pills! ","1","0.45"
"Should have been done years ago","1","0.45"
"Should have been legalized across the board a long time ago. ","1","0.45"
"should have been years ago","1","0.45"
"Should never have been banned!","1","0.45"
"So/so about adult use starting ","1","0.45"
"Surprised at how demonized cannabis remains.  The facts have been clear for decades yet politics and morality have inhibited the use of cannabis.  Fully support full legalization.","1","0.45"
"That fact cannabis ever became illegal is disgusting.  This plant has saved so many lives. ","1","0.45"
"That it happens already","1","0.45"
"That its not legalization its just regulation. More ways for cops and state to make money on tickets, not enough restorative justice. And seed to sale is an innane invasion of freedom and privacy. I can make wine, beer, spirits, even certain regulated chemicals or drugs, and they don't need to count my hops or limit the number of grape vines I have or raw products I can order, to still tax and regulate my finished product or crop. Its rediculous. People whose business plans are based on pre prohibition prices are rediculous too. Communities that opt out of voted for state measures are outright saying they prefer the black market to the legal one. Liscences are prohibitively expensive to small growers and anyone who hasn't been illegally profiting from selling volume, leaving it mostly full of outside investors who don't understand the plant or community, permits approved by committees full of corupt politicians... I could go on all day.","1","0.45"
"The civil right to possess and garden with cannabis is critical because the industry regulatory model is a disaster.  The State Legislature and Governor re-wrote the law we enacted, massively increasing taxes and fees and the regulatory burden.      Anyone should be able to grow and sell cannabis to anyone else.  Cannabis should be sold in local farm markets where I can meet with the farmer - this is my preferred way to purchase food as well.","1","0.45"
"The tax is ridiculous ","1","0.45"
"There government knew there is more money in keeping people sick. Now that people are learning that the government has been lying to us all these years about cannabis and it’s  phenomenal medicinal value . Well, it pisses me off at the government. ","1","0.45"
"They need to legalize totally. Make it simple, you have to be 21 in order to grow, buy, manufacture,any cannabis. Simple. Treat like alcohol. They need to subsidize the cost for the medical patients who can't afford. Just like ""legit"" drugs.","1","0.45"
"This extraordinary plant should have always been and should always be legal and available, particularly as an alternative to opioids for pain.","1","0.45"
"This is still a controversial issue. I am for the legalization of cannabis. This plant has helped me to heal.","1","0.45"
"This Medicine has single handily changed my well-being. I’ve been able to come off of much more dangerous prescription medication opiates. Cannibis works better for all my symptoms and I have more energy and motivation. This should absolutely be legalized! I was skeptical and worried about stigma, but it is the best decision I have made to care for my medical disorder. I honestly would not have the progress I have made without it and other people should be allowed the chance to benefit from it as well. Complete game changer.","1","0.45"
"Too little, too late.  Cannabis prohibition should never have happened.  The damage to the public health has been incalculable.  Removing these vital nutrients from the public diet has led to increased incidence of cancer, diabetes, obesity, neurological and emotional problems, etc., as well as the abuse of cannabis by a misinformed populace.  Legalization will reverse one of the greatest crimes against humanity ever perpetrated (as further testing/studies will prove).","1","0.45"
"Took long enough","1","0.45"
"Very happy","1","0.45"
"Very important. Everyone should have access","1","0.45"
"Voted for it","1","0.45"
"Way over due, public opinion is being ignored, the majority of the population is in support of legalization.","1","0.45"
"We deserve its medical benefits. ","1","0.45"
"What's taking so long?","1","0.45"
"Wonderful","1","0.45"
"Works great for my disabilities ","1","0.45"
"YES","1","0.45"
"yes ","1","0.45"
"Yes pro legalisation. Should be universally available. ","1","0.45"
"Yes, legalize it and keep it away from big pharma!","1","0.45"
