"q21","What products/strains do you want that are not currentlyt available in your local dispensaries?","n =  271"
"much more potent edibles and tools/bowls/glassware to go with all the shatter and flower","1","0.37"
"N/A at this time","1","0.37"
"NEED HIGH THC LEVEL FLOWER","1","0.37"
"never been to a dispensary.  I wish I had them here.","1","0.37"
"Northern lights ","1","0.37"
"Northern lights Sweet tooth","1","0.37"
"Not enough variety in edibles both from mg and products in general","1","0.37"
"Not sure ","1","0.37"
"Not sure at this point","1","0.37"
"O","1","0.37"
"Og kush","1","0.37"
"OG Kush","1","0.37"
"Old school hashish, high end craft hashish","1","0.37"
"Only purchase concentrates from dispensary, no specific strain concerns ","1","0.37"
"Patches, inhalers","1","0.37"
"pax vera smart vape pens and cartridges, and more glass flower pipes","1","0.37"
"Peanut butter ","1","0.37"
"Peanut butter cup edibles","1","0.37"
"Pineapple express","1","0.37"
"Pineapple Express, Gorilla Glue","1","0.37"
"Pink Lemonade","1","0.37"
"Platinum Bubba Kush","1","0.37"
"Pre wrapped blunts","1","0.37"
"Purple haze ","1","0.37"
"Purple haze, Lamborghini, vanilla kush","1","0.37"
"purple urkle","1","0.37"
"Real Blue Dream ","1","0.37"
"Reasonably priced products","1","0.37"
"Rolling papers with thc","1","0.37"
"Rosin carts high dose edibles 9lb hammer good hash","1","0.37"
"Rubi","1","0.37"
"Sativa","1","0.37"
"Sativas","1","0.37"
"Serious Happiness","1","0.37"
"Shatter","1","0.37"
"Shatter ","1","0.37"
"Sic aria ","1","0.37"
"Sirius Black","1","0.37"
"Skittles ","1","0.37"
"Skunk","1","0.37"
"Skunk road kill ","1","0.37"
"Smaller dose edibles with 1:1 CBD:THC ratios","1","0.37"
"Smaller prerolls","1","0.37"
"Solventless Diamonds (Sira product)","1","0.37"
"Sour diesel","1","0.37"
"Sour Diesel","1","0.37"
"Sour diesel pre rolls","1","0.37"
"Sour Grape","1","0.37"
"Stizzy, more reasonable prices on wax, oil, shatter ","1","0.37"
"stronger edibles","1","0.37"
"Super heavy indica strain ","1","0.37"
"Super silver haze","1","0.37"
"Sweet Tooth ","1","0.37"
"Tincture based in coconut oil","1","0.37"
"Topicals","1","0.37"
"Transdermal creams, Blue Dream, more high CBD strains","1","0.37"
"Vaginal Suppositories","1","0.37"
"Varied topicals","1","0.37"
"Wax/rosin","1","0.37"
"White Widow Green Crack  Moon Rocks  White Berry Blue Dream","1","0.37"
