"q48","What are your general thoughts regarding the legalization of cannabis?","n =  907"
"I believe this is an amazing plant and it can truly help people lead better, more fulfilling lives.  It can even save lives in many instances.  I fully support the legalization of cannabis.  It is an extremely valuable medicine for many different ailments/mental health disorders.","1","0.11"
"I believe whole heartedly that Cannabis should be 100% legal and the fact that it is a Schedule 1 drug is the most ridiculous thing in the world. ","1","0.11"
"I can't wait to freely purchase cannabis edibles for my anxiety. A friend of mine is currently making the eatables for me.","1","0.11"
"I can't wait!","1","0.11"
"I disagree with many of the the stances the government takes on social issues, the war on drugs is no exception.","1","0.11"
"I don't like that people are driving while high and there is no control in place to recognize it and stop it.","1","0.11"
"I don't think cannabis is very significant to people, except to 1) people who need it for health reasons, and to 2) the bigots who want to put people in prison for it. Everyone in the middle seems to equate it either with beer or crack.","1","0.11"
"I don’t agree with it.  I don’t think recreational should be legal.  Afraid it will be misused. I don’t want to get high.","1","0.11"
"I don’t see why it’s not already legal. There are significantly more benefits to using marijuana over many commonly over prescribed medications in the US.","1","0.11"
"I favor full legalization","1","0.11"
"I fear for caregivers, as we are the ones making sure those without income are getting their meds and recommendations . We should be allowed more patients .","1","0.11"
"I feel as if it should be legal now.  Its benefits FAR outweigh the negatives (If there are even any negatives?)","1","0.11"
"I feel it should be federally legal across the country","1","0.11"
"I feel it should be legalized world wide","1","0.11"
"I feel it’s long over due","1","0.11"
"I feel like its a fine idea. Its safer than alcohol and provides tons of benefits","1","0.11"
"I feel that cannabis is much safer than alcohol, and I strongly feel that more widespread legalization would be beneficial.","1","0.11"
"I feel that it's more than about time!","1","0.11"
"I feel that people should have the right to choose what they need to help them, and if Cannabis helps they should be able to get it.","1","0.11"
"I fell is less dangerous than alcohol","1","0.11"
"I fully support full legalization. In Massachusetts, however, I have been disappointed with the stigma still attached despite being legal. This shows up in the form of barring cannabis users from using anywhere outside a private home and from growing “within view of others.” Legalization is great, the implementation isn’t always","1","0.11"
"I fully support it and believe it should be legalized and regulated nation wide. ","1","0.11"
"I fully support responsible use of cannabis for both medical and recreational purposes.","1","0.11"
"I fully support the legalization of cannabis.  It is an amazing plant that helps so many people in many different ways.","1","0.11"
"I have been saying to legalize, tax and regulate the industry for over two decades...I am just glad it is finally headed in the right direction","1","0.11"
"I have mixed feeling about the legalization of cannabis. I think it should be used for medicinal purposes and that people who use it recreationally should use it responsibly. I worry that legalization will turn into Big Weed (like Big Pharma) and that access/costs will become problematic once that happens. If/when it becomes legal on that level, I hope that people with marijuana charges will be helped.","1","0.11"
"I have no problem with it being legal. There seems to be a big problem out there regarding temper and violence. May be this will help tone it down some. :) ","1","0.11"
"I hope it becomes federally legalized and regulated ","1","0.11"
"I HOPE IT DOES NOT IMPACT THE MEDICAL COMMUNITY WITH OUR NEEDS. ","1","0.11"
"I hope it doesn't push the medical program out when the state sees how much money they can make on rec.","1","0.11"
"I hope it drives down prices for medicinal users","1","0.11"
"I hope the world mellows out and behaves with selflessness","1","0.11"
"I like it","1","0.11"
"i like it but feel like there's more law's","1","0.11"
"I love it","1","0.11"
"I love it, long time coming!","1","0.11"
"I love that the general public will finally have access to this sacred plant. Biggest issue to me is where we consume or more to the point can't consume. We need social consumption lounges!","1","0.11"
"I never thought i'd see the day.","1","0.11"
"I personally think cannabis is a lot safer than alcohol, I am all for the legalization of cannabis. ","1","0.11"
"I refuse to take meds for many serious ailments and pain. Cannabis has given me my life back and made a lot of mental anguish subside and be tolerable!","1","0.11"
"I say, it's about time!!","1","0.11"
"I see no reason that it should be legalized. It is extremely important while going thru chemo.It is extremely helpful with pain. No one ever died from overdose nor fo I deem it additive to lead to opiods","1","0.11"
"I strongly believe that it should be federally legalized!","1","0.11"
"I strongly support it.","1","0.11"
"I strongly support legalization","1","0.11"
"I support both the legalization and the proper, fair taxation of it.","1","0.11"
"I support it ","1","0.11"
"I support legalization ","1","0.11"
"I support medical use but generally opposed to recreational use ","1","0.11"
"I think cannabis has a lot of benefits to prescription drugs and feel they should legalize it in every state   ","1","0.11"
"I think great.","1","0.11"
"I think it's a civil right","1","0.11"
"I think it's a great idea, and a great way for our struggling economy to rebuild by taxing use and putting it back into our infrastructure, education, benefits for disadvantaged folks. I'm all for it! Cannabis has so many beneficial uses, and I find it disheartening that it's categorized in the same drug class as heroine and other opioids.","1","0.11"
"I think it's a great movement ","1","0.11"
"I think it's a net good, but I wish more attention was paid to the downsides of cannabis use, especially in younger people. Media has almost swung too far in the ""weed is good!"" direction. For some people, it's a bad choice. A little more care and caution in trying cannabis should be promoted.","1","0.11"
"I think it's about time to stop the stigma of this obviously wonderful medical plant. ","1","0.11"
"I think it's fine under a real doctor's care, where you're monitored. But how many are? I certainly don't agree with it being legalized for recreation. People who smoke know where or how to get it. Why have ""New year's Eve"" 24/7, 365. You know what I mean: on NYE EVERYONE thinks he's an expert drinker. As a recovering alcoholic I call it ""Amateur night."" Same for pot. People who'd never tried it might stampede and how many will be able to handle ""high?""","1","0.11"
"I think it's good, but I don't want to see it get out of control where people are just smoking it walking down the street.  Also, I have a teen heading to college that I'm for so I want her to be focused.  I know people who smoke and vape it all day long, and I don't think that's good.","1","0.11"
"I think it's great","1","0.11"
"I think it's great and necessary.","1","0.11"
"I think it's great!","1","0.11"
"I think it's important that it's done in a respectful and thoughtful way instead of becoming the next big capitalist machine, given the history of the plant I think that would be pretty upsetting.  And  I hope that legalizing cannabis will lead to people who were arrested because of the war on drugs being released from prison??","1","0.11"
"I think it's long overdue ","1","0.11"
"I think it's long overdue and hope the government or corporations do not screw it up. I also hope prices come down a little. I hate to have to choose between sleep/pain or spending too much.","1","0.11"
"I think it's long overdue.","1","0.11"
"I think it's the most important next step that needs to happen for a multitude of conditions and struggles. It's also vital that it be de-scheduled so accurate research can happen and everything we know is not based on anecdotal information.","1","0.11"
"I think it's wonderful. I hope that it enables this amazing therapeutic plant to reach more number of people. I hope that it can help to dispel the false information that our government has perpetuated surrounding cannabis. I hope that it encourages evidence based decisions on the subject.","1","0.11"
"I think it is a good idea  since it puts the money to the most good instead of in the hands of criminals.","1","0.11"
"I think it is a good idea, and it should replace tobacco.","1","0.11"
"I think it is a good thing, it is a very helpful medicine in many different ways for so many people. ","1","0.11"
"I think it is about time that this is available for all,","1","0.11"
"I think it is an amazing thing. To be able to have something that let's me get out of my house and to be able to function without being on meds.","1","0.11"
"I think it is fantastic and absolutely necessary to the health and well being of society...","1","0.11"
"I think it is great and hope it continues to be more regulated, hopefully stay same prices or get cheaper, and stigma decreases","1","0.11"
"I think it is great and that it is something the federal government needs to do as well.","1","0.11"
"i think it is great.. alcohol is far more damaging and socially accepted.. crazy","1","0.11"
"I think it is important that it is legalized. Too many people have been arrested over marijuana.","1","0.11"
"I think it is long overdue, I believe that the effects of lobbying was responsible for and continues to impact legalization of cannabis, and that law enforcement would like to continue to make it illegal for the amount of money generated by its illegal use. ","1","0.11"
"I think it is long overdue.  It has proven to have medicinal properties.  I believe the only reason cannabis has been illegal for so long is because of the control big pharma has over this country.","1","0.11"
"I think it is overall a good thing, and very exciting, however issues around social equity, big business, and environmental impact in particular are disconcerting. ","1","0.11"
"I think it should be just for medical","1","0.11"
"I think it should be legal ","1","0.11"
"I think it should be legal and used for all kinds of funding.","1","0.11"
"I think it should be legal everywhere.","1","0.11"
"I think it should be legal federally.","1","0.11"
"I think it should be legalized so the products can be regulated. Recreational users pretending to be medical patients have shifted the products available towards only high THC products and those aren't always the best products for medical patients. I rarely see products with known cannabinoids and terpenes that have been shown to reduce inflammation and nerve pain. I don't mind if they also use cannabis, but I would like to have more medicinal strains available and more consistency in the products. The wait times and process are also ridiculously long because of the additional people. If we are going to say it is a medicine it needs to be treated as one, but we can also acknowledge that some strains are more for recreational use and others are for medicinal use.   ","1","0.11"
"I think it should be recreationally legal on a federal level and taxed to help the country’s debt. It needs to be cheaper and accessible for ALL especially in an opioid epidemic ","1","0.11"
"I think it was a long time coming. The stigma surrounding cannabis is ridiculous, and the medical benefits have been recognized across the world long before the arbitrary laws were put in place. ","1","0.11"
"I think it was should be regulated like alcohol","1","0.11"
"I think it will solve the economic crisis we seem to be falling back into. ","1","0.11"
"I think it would be a great idea ","1","0.11"
"I think it’s a great idea ","1","0.11"
"I think it’s amazing! I feel like it’s a drug that has many more positives than negatives. ","1","0.11"
"I think it’s awesome! It’s about time it has so many health benefits everyone could benefit by using it. ","1","0.11"
"I think it’s fantastic it allows me to not put pulls in my body any more","1","0.11"
"I think it’s great","1","0.11"
"I think it’s great ","1","0.11"
"I think it’s great . It’s a naturally growing herb . ","1","0.11"
"I think it’s great, medically it can help a lot of different ailments and replace prescriptions for opioids. I’m looking forward to new breakthroughs in medicine due to cannabis.","1","0.11"
"I think it’s ridiculous that it is not Federally legalized yet.  Alcohol is worse ","1","0.11"
"I think its great for people who have medical needs glad it got legalize.","1","0.11"
"I think medical cannabis legalization is very important. Recreational, not so much.","1","0.11"
"I think medical marijuana should be legal. Not sure about recreational use.","1","0.11"
"I think ppl will absue it","1","0.11"
"I think that it is about time!","1","0.11"
"I think that it is crazy that alcohol is legal over cannabis - LEGALIZE LEGALIZE LEGALIZE ","1","0.11"
"I think that it should be monitored and used medically. I am not to excited about it being recreational","1","0.11"
"I think that it will help many people, and harm a few.  However, ultimately, individuals who are helped or harmed must take personal responsibility for their own decisions.  Just as there are people who misuse alcohol, there will be people who misuse pot.  I expect most of the people who misuse pot to fall in to one of two categories:  1. People who already misuse it.  2. People who already misuse other drugs (alcohol and prescriptions included)  If a large number of people get a quality of life improvement, at the expense of indulging people who are already using far more dangerous drugs, I see it as a net benefit.  State resources should be spent on education and rehabilitation, rather than a futile attempt at prohibition.","1","0.11"
"I think the age should be 25, and there should be training on how to use cannabis intoxication to the advantage for better living and to avoid the pitfalls","1","0.11"
"I think the U.S. Gov needs to amend weed and make it legal for everyone to use in every state. I should be able to travel with my medicine & use my medicine no matter which state i visit.","1","0.11"
"I think there needs to be more uniformity when it comes to laws and regualtions across cities and towns as well as across states. I think testing facilities should be audited by third parties. I think that testing regulations should also be uniform across the US- strict like MA is preferred.","1","0.11"
"I think we're still behind the times. I'm moving to New Jersey next month, where I'll have to see a local doctor for at least one year before I can even get attempt to get registered for medical marijuana use. When I stop smoking, I get sick to the point of vomiting. And now I HAVE to stop smoking, or break the law. It's painful and unnecessary.","1","0.11"
"I think we need to make sure our social equity programs are seen through to the end.","1","0.11"
"I totally agree it should be legal for over 21","1","0.11"
"I very happy that our state has finally legalized the use of these products, very helpful for my pIn","1","0.11"
"I was a Massachusetts resident that voted against the law to allow access to medical cannabis. 2 years later I found myself exploring the benefits of cannabis for some chronic health issues. I was naive and uninformed about the medical cannabis industry. Medical cannabis has improved the quality of my life and I regret that I let “old stereotypes” of marijuana influence my decision making process. I support access to medical cannabis today. ","1","0.11"
"I was a proponent and still am ","1","0.11"
"I was against cannabis for many years. Long before any dispensary opened near me, my husband tried getting me to consider using it, but I always refused. Having become for educated through research when I first heard a dispensary was opening near me, I decided to give it a try, and it helps my quality of life enormously. Had recreational been legalized first (or rec. dispensaries came out first), I might be more hesitant to try it...but now I'm all for it","1","0.11"
"I wish they would have done it sooner ","1","0.11"
"I worry that rec use could increase use by children and others who will not use it responsibly. ","1","0.11"
"I would like everyone to know the pros of cannabis use","1","0.11"
"I’m all for it ","1","0.11"
"I’m all for it!! Our laws are very outdated to the research and effects that cannabis has. Only positive vibes!!!","1","0.11"
"I’m for it ","1","0.11"
"I’m for it as long as it is done in the proper places. ","1","0.11"
"I’m in favor","1","0.11"
"I’m in favor of it being available for recreational and medical use as long as it is regulated and taxed and it’s effrcts on developing brains are understood ","1","0.11"
"I’m in full support of it. If we can legalize alcohol and tobacco, both substances with lots of dangerous side effects, then we can legalize cannabis which has few negative side effects","1","0.11"
"I’m pretty happy about it and maybe it can reduce stigma","1","0.11"
"I’m so for it the amount of jobs and tax revenue it will bring to the state of Massachusetts is astronomical and important for us to grow as a state ","1","0.11"
"I’m totally for it and want non fellons with marijuana convictions that sent them to prison be set free.","1","0.11"
"I’m very pleased it has passed","1","0.11"
"I’m very pleased with it. I feel necessary for so many people and certainly less harmful than prescription medications I was on for chronic pain. ","1","0.11"
"ibthink just the Medical should remain legal","1","0.11"
"If it helps its good","1","0.11"
"if we can get it legalized on a federal lever, maybe insurance companies will change their stance and cover medical marijuana just as they do Percocet, Vicodin, etc. I am out of work due to an accident on a job, now I could no longer afford private health care so I am on Mass Health. I have 2 sons and my wife is a student so we survive off my weekly workers comp check. After my surgeries, unless I want to load up on oxycodone, I have to pay out of pocket for medical marijuana, which can be costly, especially on low income.","1","0.11"
"Illegal cannabis is absurd. Making plants illegal is stupid.","1","0.11"
"im all for it. mothers should stop being tested for thc if its legal.","1","0.11"
"Im very happy they leaglized medical & recreational  ","1","0.11"
"imperative","1","0.11"
"In favor of complete legalization for any purpose","1","0.11"
"In favor of it","1","0.11"
"Indifferent ","1","0.11"
"It's a good thing but the state government is taxing it too much. The black market is much cheaper. ","1","0.11"
"It's a positive change twords medicine","1","0.11"
"It's a wonderful supplement, that needs more research ","1","0.11"
"It's about *@#!*$! Time!!!!!!!!!!!!","1","0.11"
"It's about damn time","1","0.11"
"It's about damn time!","1","0.11"
"It's about damn time! This is the cure. ","1","0.11"
"It's about goddamn time!","1","0.11"
"it's about time","1","0.11"
"it's about time ","1","0.11"
"It's about time ","1","0.11"
"It's about time!!!  ","1","0.11"
"It's about time, but regulatory efforts must be supported and enforced. I see it as akin to alcohol - and in some cases a replacement for alcohol - where limits must be respected and underage access strictly prevented.","1","0.11"
"It's about time, never should have been illegal.","1","0.11"
"it's about time.  the stigma needs to go away. we are lucky where we live. when I hear stories of people who are medically compromised and live in a prohibition state and are nervous to get their loved ones cannabis in another state because of the legalities, it makes me crazy.","1","0.11"
"It's about time. I think that it should be legal in all 50 states.","1","0.11"
"It's about time. Still a long way to go.","1","0.11"
