"id","Strain 1","Strain 2","Strain 3"
10229304615,"I care much more","About cannabinoid and terpenes","Profiles, strain names are not a good indicator of anything I’ve found. "
10223907822,"Sunset sherbert","Gods gift","Mother of berries cbd "
10223638652,"dunno","",""
10213685358,"California Orange ","Gorilla Glue #4","Pink Panther "
10211611510,"lemon meringue ","CBD and 1-1 ",""
10210751776,"Gg","3 Chem","Chocolate orange"
10203196565,"Amnesia haze","Lemon haze",""
10198548060,"Blue dream","Gelato","Sky walker"
10195755785,"white widow","rasberry kush","sensi star"
10194507000,"Northern lights","Cheese","Grand Daddy Purp"
10194494769,"gg#4","melodious funk x jack","whiterhino x bubba"
10193457250,"LSD","Tangerine Kush","Critical Kush"
10192995461,"Durban Poison","Medussa","Blackwater"
10192878974,"lemon skunk (DNA)","geleto","huckleberry kush"
10192727692,"BlackBerry White widow","Querkle","Gods Gift"
10192572679,"9 Lb Hammer","Grand daddy purple","Girl Scout Cookies"
10192552732,"Sativa","Indica","Na"
10192533361,"Green Crack","Jack Herrera ","Black Diesel"
10192498772,"critical mass","dancehall","snowdrop"
10189186912,"Snoop dog","Dutch dragon","Trainwreck"
10188835145,"Skunk ","White widow ","Durban poison"
10188408371,"Cinderella99","",""
10187862055,"Northern Lights","Berry Gelato","Shark Shock"
10187399811,"Blueberry","OG Kush","Any heavy Indica"
10186789647,"Tardis #9","Skywalker OG","White Rino"
10185410224,"Trainwreck","OG Kush","Chocolate Oranges"
10184855403,"Mob ","Tangie ","G13"
10183761350,"Roadkill skunk","Lemon jeffrey","Bio diesel"
10180903610,"strawberry","blueberry","lavendar"
10179092808,"Blue Mystiq","Raspberry Cough","Super Silver Haze"
10178573973,"pennywise","purple chem","tangerine haze"
10177861134,"skunk","durban poison","tie stick"
10176860687,"Critical mass","Gorrila glue","Double stuff"
10176582087,"Las Vegas Bubba Kush","Girl Scout Cookies","Black Dog"
10176321017,"blue dream","train wreck","Black dog"
10175275460,"sativa","",""
10171829091,"Not sure yet","See above","See above "
10171532408,"Unknown","Unknown","Unknown "
10171522285,"don't have any","all seem the same","not much difference"
10168741975,"Og","Sour","Kush"
10168633491,"Girl scout cookie","Master lemon kush","Berry white"
10168000728,"Cbd 1:1","Any indica","Moonshine haze"
10166774106,"Chad Bud","Acapulco Gold","Creeper"
10166135661,"?","?","?"
10166086781,"home grown","",""
10164915493,"Blue Dream","Pineapple Chunk","Tangerine Haze"
10164798083,"Sweet tooth","1:01","Blue dream"
10158853744,"Blue berry","Sour purple desle","White widow"
10156521325,"Lemon Jeffery","Og kush","Grape god"
10156516032,"Strawberry Pebbles","Jack Herrer","Blue Dream"
10154763373,"face wreak","",""
10153739906,"White Rhino×Bubba","GG 4","Blue Dream"
10147185169,"Blue dream","ACDC","GSC"
10145856040,"GG#4","GSC","chocolate oranges "
10145094441,"Blue dream","Lemonchello","GG4"
10144588236,"Transdermal patch","Watermelon fruit drops","Iced tea"
10144506582,"pure kush","blue dream",""
10143785163,"Master Kush","cookie pebbles","Afghani"
10143284849,"Afghan","Skunk","Northern lights"
10143136866,"Blue Dream","Sour Diesel","Berry Gelato"
10143088122,"Schnazzleberry","Killer queen","Clementine "
10142731921,"Berry gelato","White rhino","Blue dream"
10142729007,"GG#4","Sweat Tooth","Bruce Banner"
10142701054,"Sweet tooth","GG#4","Killer queen"
10142691158,"Buddha’s Sister","Citrix",""
10142608773,"Girl scout cookie ","Gorilla glue","Northern lights"
10142600591,"Gorilla Glue #4","Moonshine Haze","Girl Scout cookie"
10140183753,"Strawberry cough/// mood enhancer","Train wreck /// pain relief","Grape ape /// sleep aide"
10139061871,"Bruce Banner","Flo","Jack Frost"
10138940954,"Na","Na","Na"
10138761669,"Sour Tangie","Citrique ","Double Black Domina"
10137267705,"AK-47","Big Bud","Chocoloupe"
10136882264,"Lemon alien","Blue dream","Train wreck"
10136711414,"Jack Pine","WhiteRhino x Bubba","Cookie Pebbles"
10134674468,"Four Lights","CBD Yummy","AC/DC"
10133620417,"Grand Daddy Purple","Master Kush","Jack Herrar "
10133282449,"OG Kush","Gorilla Glue","Harlequin "
10132045124,"don't use","",""
10131883157,"Indica","Indica","Indica"
10131305406,"Light Saber","Bubba Kush","Scott's OG"
10131300085,"Citrus sap ","Chuck og","Bruce Banner 3"
10131242010,"sour tsu","sweet tooth ","gdp or ktdawg"
10131218652,"Lemon meringue ","Bruce Banner","Golden Goat"
10131195330,"Chocolate Oranges","Lemon Meringue","Grape God"
10131192376,"Granddaddy Purple","Hindu Kush","Mimosa"
10130189844,"Purple haze","Bruce Banner ","Ghost Train Haze"
10130042878,"Harlequin ","Tangie","MOB"
10129650193,"Tangie","Blueberry pie","Highwayman"
10129519603,"Tres sister","Girl scout","Peach puree"
10129421681,"Girl Scout cookies ","Gorilla glue #4","Durban poison "
10129349932,"Blue dream ","Jacksons jambo","Grand daddy purple"
10129124458,"Durbin poison","Grape God","Girl Scout cookies"
10128026830,"Chemdawg","Wedding cake","Dumpster"
10127918275,"blue dream","grand daddy purp","amnesia haze"
10127868126,"Black d.o.g.","Scotts o.g.",""
10127786477,"Gorilla Glue #4","Chuck OG","Grease Monkey"
10127496364,"Domnesia","Gg","Chemdawg"
10127475954,"Sour Diesel","Girl Scout Cookies","Night Nurse"
10127389359,"Sweet Pink Grapefruit","Purple Chem","Blue Dream"
10127359614,"Meltdown","Tangie","Peach bliss"
10127356809,"Strawberry Cough","Grape God","Joystick"
10127331399,"Sour Diesel","Meltdown","CBD oil"
10127257620,"Tangerine Haze","Lemon meringue ","Peach purée "
10127236538,"C99","Black mamba","Mr clean"
10127228851,"Purple haze ","GG","Star Dawg"
10127199021,"Grease Monkey","GSC","Tangie"
10126315016,"Candyland","Green Crack","Trainwreck"
10125815925,"Hawaiian Spice","White Rhino","Killer Queen"
10125565226,"Rainmaker","Mandarin Orange Chicken","Durban Poisin"
10125413527,"cookies & cream","lower THC strains","lower THC strains"
10125239383,"blue dream","",""
10124476250,"Tangerine dreams ","Mob ","Jack here"
10124310683,"Doesnt matter","Doesnt matter","Doesnt matter"
10124250123,"Buddha sister ","",""
10124243132,"Bruce Banner","3 Chems","Doc Holiday"
10124193021,"Gorilla glue","Gelato","Star cookie"
10123305896,"Blue Dream","99 Cindrella","Allion"
10120946731,"Bruce Banner","Green Crack","Sunshine daydream"
10120474217,"Lemon Meringue ","Super Lemon Haze","Kosher Tangie "
10120088047,"gorilla glue","moonshine haze","cookies and cream"
10118791641,"Og kush cbd","Pennywise","Purple orange cbd"
10117806489,"grape god","lemon jeffrey","gg4"
10117478255,"Cannatonic","Blissful Wizard","Pineapple Express"
10116352346,"Candy Chem","Sugar Black Rose","Banana OG"
10114997094,"Stardawg","Lemon skunk","Gorrila glue 4"
10114476888,NA,NA,NA
10114267357,"GSC","Bullfighter","Blue OG"
10113930337,"Lemon Jefferies ","Las vegas bubba kush ","Tres sisters"
10113867776,"Cookies and cream ","Jillybean","Sour diesel "
10113045616,"Lemon Jeffrey ","Wedding Cake ","Strawberry fields "
10113042932," Grape God","",""
10112212744,"Blue dream","Ak47","French toast"
10110366322,"GrapeGod","Mandarin Dreams","Lemon Jeffrey"
10107266347,"Trainwreck","Blue Dream ","Gorilla glue"
10104860194,"Hshsj","",""
10104651807,"AK-47","CHOCOLOPE","BIG BUD"
