"q52","What questions regarding cannabis did we not ask that are important to you?","n =  418"
"HOW DO I FEEL ABOUT PAYING SO MUCH!!!!!","1","0.24"
"How do I get my cannabis product:  If I do not get my cannabis in the dispensary, how and where do I get it.   How many online dispensaries do I get my cannabis from.  do I have it shipped from out of state.","1","0.24"
"How do we think the state is doing implementing leagl canabis","1","0.24"
"How do you feel about legalizing marijuana for recreational use","1","0.24"
"How do you feel about the black/grey market? Not good, the community rips itself apart from the inside due to greed, I don't know if it would be different if it was completely legal but this infighting would happen within companies not in the community for everyone to feel uncomfortable.","1","0.24"
"How happy it makes me :)","1","0.24"
"How important is cannabis in terms of quality of life","1","0.24"
"How important is it that you have consistent access to your favorite strain?","1","0.24"
"How long Cannabis are really still fresh?","1","0.24"
"how long have I smoked cannabis","1","0.24"
"How much more cannabis would you use if you could afford it?","1","0.24"
"How old are you? When did you receive your mmj certification?","1","0.24"
"How this would affect pharmaceutical companies if pass fedderly.","1","0.24"
"How to determine mg of product and how much to take","1","0.24"
"How to grow in home and where to get seeds and starter plants","1","0.24"
"how to improve the dosage to improve the health benefits","1","0.24"
"How to make delivery more convenient.dispenseries have different strains, maybe to far to travel to","1","0.24"
"how to obtain grow license","1","0.24"
"How to talk to your kids so you aren't worried about what they say to others.","1","0.24"
"How well canvas works for you","1","0.24"
"How will this survey help with the stigma of cannabis; how will this assist with cannabis being recognized as an alternative to opioids for pain medication. ","1","0.24"
"How will you flush out those who are taking advantage of the market with crap product","1","0.24"
"How would I like to see central testing and certification of cannabis products.","1","0.24"
"I'm good ","1","0.24"
"I'm not sure","1","0.24"
"I am curious about the best time to consume edibles- before, after or during meals.","1","0.24"
"I am really concerned that there is insufficient training among Clinic and Licensed Provider staff to adequately coach patients about which products will work best for their condition.  Here, we are offered (oils) CBD, THC, 1:1 ; without looking at terpenes.  I have found a vast difference from one LP to another.  One CBD product worked beautifully and the other, not at all.","1","0.24"
"I can't think of any","1","0.24"
"I can't think of anything","1","0.24"
"I can't think of one at the moment.","1","0.24"
"I can’t think of any ","1","0.24"
"I smoked recreationally when I was younger. Now, I'd like to see more newbie education","1","0.24"
"I think the medical card should last more than a year. I have gotten off Fentanyl with the use of CBD and THC. I do have belly pain though from the Whipple Surgery","1","0.24"
"I think you covered it","1","0.24"
"I think you covered it well.","1","0.24"
"I think you covered it.","1","0.24"
"I think you covered them all.","1","0.24"
"I want to see doctors working with dispensaries and this survey gives me great hope ","1","0.24"
"I would fully support federal and state tax money being used to properly research cannabis. I would not support pharmaceutical companies patenting the molecule, and I would not consume cannabis that has been neutered into a pill. ","1","0.24"
"I would like to know how we can lower the price enough to allow me to not have to ration it. I might be able to lower my opiods if I could actually afford to buy the amount I really need.","1","0.24"
"I would like to see questions regarding how long it took to get to a therapeutic level and also if people are using it for their pets and what effect it has had.","1","0.24"
"I’m good ","1","0.24"
"I’m not sure. ","1","0.24"
"idk","1","0.24"
"If I can afford to pay for the only thing that helps my pain and if I can or can't afford it","1","0.24"
"If legal - is there an age limit?  What about teens in other states?  ","1","0.24"
"If there will ever be federally recognized as medically needed form of treatment covered under insurances. Would love to see more affordable pricing at dispensary for those with conditions as states move forward to legalizing use for all. ","1","0.24"
"Is cannabis over regulated?","1","0.24"
"Is it a legal State","1","0.24"
"Is it natural","1","0.24"
"Is there a scientific source of information that can tell me what is honest about the research of cannabis [and all its related compounds] available to the general public?    AKA is there is universal source for ""average people"" to investigate the pros and cons of usage of psycho-active cannabis?    If not we are failing as an entity.","1","0.24"
"It's not which questions, it's just that some of you multiple choice didn't have a correct choice among the selections for my situation. I am a disabled semi-shut in with little use experience. ","1","0.24"
"Lab testing for pesticides. Why did the majority of dispensaries in California they all their pesticide testing? How many dispensaries in Massachusetts would feel their pesticide testing? We are told there are no pesticides on the cannabis. Yet, my allergies flare up severely after medicating sometimes.","1","0.24"
"Laws and legality","1","0.24"
"Long term Brain health in cannabis users","1","0.24"
"More emphasis on relationship between the person recommending what to use and the consumer.","1","0.24"
"My dosage is so low that it doesn't interfere with normal life in any way. How many people use it like that?","1","0.24"
"N/A  ","1","0.24"
"n\a","1","0.24"
"NA    ","1","0.24"
"Nada ","1","0.24"
"Need to fix medical program issues and reboot this license process ","1","0.24"
"negative long term effects","1","0.24"
"No ","1","0.24"
"No clue","1","0.24"
"No e","1","0.24"
"No mention of mold issues which have been a problem in MA - people need to be informed and “quality” isn’t specific enough ","1","0.24"
"Nome","1","0.24"
"None  ","1","0.24"
"None come to mind ","1","0.24"
"none that I can think of","1","0.24"
"none that I can think of at this time","1","0.24"
"None you covered it","1","0.24"
"None, covered all bases","1","0.24"
"None, thank you for conducting this research","1","0.24"
"None, that I can think of.","1","0.24"
"None, this was a pretty comprehensive survey","1","0.24"
"none. I need to do some research on my own","1","0.24"
"nonw","1","0.24"
"not applicable","1","0.24"
"Not really  ","1","0.24"
"not sure","1","0.24"
"Not Sure","1","0.24"
"Not sure ","1","0.24"
"Not sure if anything is missing","1","0.24"
"Not sure if this applies to your research, but I would ask people their thoughts on what cannabis being illegal does to individuals and communities (especially the sick or disabled who may need it for medical reasons, and racial and class minorities that are disproportionately arrested and convicted) and how legalization would/does affect this. ","1","0.24"
"Not sure?!?!?","1","0.24"
"nothing","1","0.24"
"Nothing  ","1","0.24"
"Nothing I can think of","1","0.24"
"Nothing.","1","0.24"
"Organic cultivation is important","1","0.24"
"Patient privacy ","1","0.24"
"Pesticides and such. Not just organic. I came from California. There is so much info about your product. Here, a warning that it may be unsafe!","1","0.24"
"Please help the world get out on which conditions that Cannabis & CBD has proven to treat, especially the report from the National Academy of Science, Medicine and Engineering: http://nationalacademies.org/hmd/Reports/2017/health-effects-of-cannabis-and-cannabinoids.aspx  Thank you!","1","0.24"
"Price","1","0.24"
"Pricing","1","0.24"
"purchasing not in dispensary what are the rules ","1","0.24"
"Pushing the discussion to have insurance coverage. Or open the two approved FDA cannabis treatments for more diagnoses. ","1","0.24"
"Quality ","1","0.24"
"Questions about CBD:THC ratio.    ","1","0.24"
"Questions about cost of products ","1","0.24"
"Real data that will provide info on specific strains for various chronic medical conditions","1","0.24"
"Relief of pain profile","1","0.24"
"Safety, storing it and children at home etc. ","1","0.24"
"Should cannabis be made legal nationally.","1","0.24"
"Should dispensaries have to list every ingredient in every product they sell?  The answer is yes.","1","0.24"
"Should the Federal Government reclassify marijuana? Yes ","1","0.24"
"solvent or solvent-less","1","0.24"
"Stats on use in general  Public","1","0.24"
"Still waiting for shops to open ","1","0.24"
"Strain frequencies ","1","0.24"
"Testing regulations. Offering Certificate of Authenticity and safety","1","0.24"
"the bases were pretty much covered","1","0.24"
"The benefits of vape vs. Smoking cannabis","1","0.24"
"The different ways to cook with cannabis","1","0.24"
"The effects of cannabis on the brain ","1","0.24"
"The importance of terpenes ","1","0.24"
"The level of thc/CBD ","1","0.24"
"The survey isnt done yet so im not sure ","1","0.24"
"There needs to be science based research on the efficacy of cannabis and pain relief, so dosing and strain choices can be made intelligently. ","1","0.24"
"There should have been a response in the ""work"" section that would indicate ""retirement""; I couldn't answer those questions accurately due to being retired.","1","0.24"
"These are good. ","1","0.24"
"Think you covered everything ","1","0.24"
"Those currently incarcerated for marijuana. ","1","0.24"
"Too many questions ","1","0.24"
"Training...how important is it to be certified as a cannabis consultant.","1","0.24"
"True strain and product reviews and descriptions are really important.  Most sites use generic descriptions that are not accurate at all.  We want guidance on the actual product we are consuming if it is safe, and what people are saying about it.  ","1","0.24"
"Use before medical marijuana became legal in my state.","1","0.24"
"Very clear questions ","1","0.24"
"We need better discounts for the medically disabled","1","0.24"
"Well covered","1","0.24"
"What are the long-term affects of medical marijuana?","1","0.24"
"What are the long term affects of using?","1","0.24"
"What are you doing to legalize cannabis on a national level?","1","0.24"
"What do I think about how federal legalization of medical cannabis will affect pharmacutical companies? The medical community says there's no value, but have a CBD seizure med coming out on the market. Isn't that ironic?","1","0.24"
"What effects have helped and from which product. (medical).","1","0.24"
"What kind of new strains would you like to see in dispensary?","1","0.24"
"What method is best to start using if you’ve never used cannabis ","1","0.24"
"What options are available for those living in non legal states","1","0.24"
"What price deals","1","0.24"
"When did I start smoking cannabis? also, when did I start recreationally vs medically?? ","1","0.24"
"When will Medicare and medicaid cover the cost?","1","0.24"
"When will the prices drop for hardship","1","0.24"
"WHENS PRICE COMING DOWN ONLY PROBLEM I HAVE!!!","1","0.24"
"Where is best place to buy!","1","0.24"
"Where the money should go in the states that make taxes off recreational marijuana?","1","0.24"
"Which kind of legalization you support","1","0.24"
"Which strains are used for specific ailments. ","1","0.24"
"Why are pain patients told they must choose between MMJ and opioids? There doesn’t seem to be tons of research indicating they can’t be used together, and in fact MMJ has been the only treatment modality that has allowed me to significantly reduce the amount of opioids I take.","1","0.24"
"Why does Massachusetts take so long in opening medical and recreational dispensaries?","1","0.24"
"Why is buying on the street more cost effective than a dispensary ","1","0.24"
"why is it taking so long for stores to open- it was voted on","1","0.24"
"Why is there not more regulations in dispenceries regarding strength, and better use of oral syringe to calibrate dose. It’s a crap shoot now","1","0.24"
"WHY IS THIS ONLY USA RELATED","1","0.24"
"Will I purchase cannabis at a retail site when there are long-established means to purchase via other means?  ","1","0.24"
"Will medical cannabis ever be covered by prescription insurance?","1","0.24"
"Will the price of Cannabis come down when the whole US is legal?","1","0.24"
"Will workshops or info groups be held to provide better explanation of exactly how each component of strains works- lots of us “older” patients really need some help understanding how to pick best strains","1","0.24"
"Would I frequent or use a cannabis cafe? How often would I frequent or use a cannabis cafe?","1","0.24"
"Would I like to be involved in cannabis professionally, because yes I would.","1","0.24"
"Would you like the price lowered","1","0.24"
"Would you prefer to talk to your doctor instead of a bud tender? ","1","0.24"
"You asked about what meds I'm trying to cut back on with cannabis use not what you have replaced with cannabis use. I am now on zero pharmaceuticals and used to be on up to 6 at a time. ","1","0.24"
"You asked them all ","1","0.24"
"You asked them all.","1","0.24"
"You covered it all","1","0.24"
"You did good","1","0.24"
"You’ve done very well! ","1","0.24"
