"q48","What are your general thoughts regarding the legalization of cannabis?","n =  554"
"Do it now","1","0.18"
"Do it!!","1","0.18"
"Do It!!!!","1","0.18"
"Do it.","1","0.18"
"Do it. Cannabis is safer than alcohol, opioids and most otc or prescription drugs. Start researching this powerful medicine. People should be able to learn and experiment with varieties/methods and stock up when they find a particular batch that works. Obama Kush was the best medicine for my fibro and I wish I had bought a pound. I didn't realize it until I was too far away to get more. 2 different brands of Blue Dream from CO - 1 works, one doesn't. One has higher cbd, but neither has terpene test. Let's figure out why it works. Mn MM laws are too strict and varieties very limited. Whole plant medicine is not available. Have to spend a lot of $ to certify to see if one of the few products works.","1","0.18"
"Don’t think it should be legalized other than for medical","1","0.18"
"👍","1","0.18"
"Everyone should have a right to use Cannabis. Even if people are doing recreational, they are still getting the health benefits. And nobody should have to pull up their roots to go to a different state if its for medicinal reasons. ","1","0.18"
"Everyone should have the right to treat their conditions ","1","0.18"
"Excellent idea...can't believe it has taken so long.  I'm 53  And this should have been done by the time I was 18.","1","0.18"
"Excellent, about time!!!","1","0.18"
"Excellent, and about time!","1","0.18"
"Extremely happy","1","0.18"
"Fantastic ","1","0.18"
"Favorable ","1","0.18"
"finally","1","0.18"
"finally legal","1","0.18"
"finally, now opiate use should hopefully decrease","1","0.18"
"Fine with it","1","0.18"
"fine with it if labelling of product is regulated for accuracy and more studies and results are available for strains, side effects. etc.","1","0.18"
"for it","1","0.18"
"For me I'm a cannabis PT so I'm taking less medications and my lab work shows that my Kidney & Liver functions are in normal ranges after several years of going to Nephrologist and trying and changing meds to get my functions back under control. Give me cannabis take away the pills and the Nephrologist..my results are normal, I'm feeling healthier. Imagine that.. I feel also crime may be down, dealers maybe off the street less synthetic drugs , less deaths less ER visits less buses being used for senseless deaths or near deaths. I work in and Emergency Deptment we see what these other drugs do. Use to help get us out of the deficit,more and more people are smoking than drinking.  People smoke to much they get sleepy not fight, get mouthy create a seen.  Sell & tax it use the monies for the deficit, help the homeless, the sick, use for research Impeach Trump. ","1","0.18"
"For medical purpose,i'm all for it.Age limit maybe..doctors need more education...","1","0.18"
"free the weed","1","0.18"
"General thoughts are about time ","1","0.18"
"Generally, it’s a good thing as it will de-stigmatize it and make researching it easier for the researchers.","1","0.18"
"Get dispensaries open!!!!","1","0.18"
"God made this plant and it is better then alcohol ","1","0.18"
"good","1","0.18"
"Good but regulations are troubling in Maine.","1","0.18"
"Good for those who really need it.","1","0.18"
"Good idea, long overdue","1","0.18"
"good plan","1","0.18"
"Gov't shouldn't tell people what they can and cannot ingest.","1","0.18"
"great","1","0.18"
"Great","1","0.18"
"great day in the state of Massachusetts","1","0.18"
"Great that it is legalized for medical use, but will be sold at street level, because of the cost.","1","0.18"
"Great.  It should be on equal legal footing with alcohol","1","0.18"
"Happy","1","0.18"
"happy but still afraid because it's illegal at federal level.  worry if out of state I could get arrested which adds even more anxiety to having HIV/AIDS","1","0.18"
"Happy it’s about time. It has helped me get off my Lorazepam. 2 years.      ","1","0.18"
"Has to be done! Take off schedule drug list.","1","0.18"
"Have mixed emotions at this time","1","0.18"
"Hope it will be legalized nationally ","1","0.18"
"Hope that President Trump will intervene and get medicinal cannabis done nationwide","1","0.18"
"Hope that the entire USA is legitimized.  Difficult to travel as some states will arrest you if you are traveling thru....annoying and medically not appropriate for those of us who need our medical marijuana","1","0.18"
"I'm 100% in support of it.","1","0.18"
"I'm all for it.  It's part of my and so many others regimen of good health. ","1","0.18"
"I'm CONFUSED.  here in ME, I thought it was good, but Integrat8 said it was bad.  I do need to be able to get a range of medical strains.  But, it would be nice to be able to cross state lines.","1","0.18"
"I'm distressed that is has taken so long to legalize because I have been on prescriptions for decades and am concerned about what they have done to my health.","1","0.18"
"I'm for it and wish it was legal here. I think it will be legal in all states soon.  So far I have been able to find it here.  I'd LOVE to grow my own, and I would if it was legal here.","1","0.18"
"I'm for it.  However, there needs to be guidelines as to how much an individual can buy in a given time.  If anything but to discourage reselling in the black market","1","0.18"
"I'm happy that somehow is legal in my state, but the laws are still behind especially in the case of people that is working, it also need to cover more deseases  and needs to be more protection for parents of children that need the product.","1","0.18"
"I've supported legalization since the 70s. It's long past due.","1","0.18"
"I am a firm believer in legalizing cannabis","1","0.18"
"I am a supporter","1","0.18"
"i am all for it. alternatives to big pharma are a good thing. i am so glad i lived to see the day that big pharmaceuticals is not in charge anymore!","1","0.18"
"I am all for legalization it has been my only medication","1","0.18"
"I am all for national legalization ","1","0.18"
"I am extremely pleased that cannabis has been legalized.","1","0.18"
"I am for it","1","0.18"
"I am for it since nothing better helps my medical issues","1","0.18"
"I am not in favor of recreational use of cannabis. I do believe in the medicinal use as patients under care of special Dr. Or clinic","1","0.18"
"I am pleased that cannabis is finally getting recognized as a benefit in alleviating pain.","1","0.18"
"I am prolegalization and for %100 decriminalization. ","1","0.18"
"I am so grateful to have this available, I deal with a lot of anxiety and I do not like taking Clonozapam, or any other Chemical to help me with panic and anxiety attacks, with Cannabis I choose, how much to use, how the effects of being relaxed from a gumdrop, cookies, or flower at night, I dont have to settle myself down with half, or a full dose of a Chemical that is very, very sedating, no matter how much I take. ","1","0.18"
"I am totally in favor!","1","0.18"
"I am very excited, it has been a long time coming, I rather see many people relaxed and feeling good from a natural leaf, than with opiods or alcohol","1","0.18"
"I am very happy that it has finally become legal. My hope is that all persons selling it take the time to be educated. Even doctors tell me they don't know much about it- but do say they approve of it as a medicine.","1","0.18"
"I am very pleased to see recreational marijuana legalized in my lifetime.","1","0.18"
"I approve of it","1","0.18"
"I believe cannabis could help a lot of people with skin conditions, pain and depression.  I feel it is more natural than pharmacy drugs.","1","0.18"
"I believe cannabis is a drug with the ability to help with many ailments...","1","0.18"
"i believe cannabis should never have been classified as a schedule 1 drug and the government, FDA, Big Pharm and certain doctors will have to answer one day for their deception.  Many people would not be suffering if cannabis was readily available!","1","0.18"
"I believe it is a good idea ","1","0.18"
"I believe it is necessary for the healing of our humanity.  It's coming. ","1","0.18"
"I believe it should be 100% legal and regulated like alcohol, and everybody should be allowed to grow their own.","1","0.18"
"I believe it should be legal","1","0.18"
"I believe it should be legalized every where.","1","0.18"
"I believe it should be legalized. It helps alot of people that suffer from pain, anxiety,ptsd, parkinsons. Its unreal how it helps","1","0.18"
"I believe it should happen yesterday","1","0.18"
"I believe it should happen.","1","0.18"
"I believe legalizing cannabis is very important for the medical side, so in the future to get it out of a schedule one designation.  Need for insurance company's to cover the costs.","1","0.18"
"I don't like that people are driving while high and there is no control in place to recognize it and stop it.","1","0.18"
"I don't like the Rec side of it in CA. ","1","0.18"
"I don't understand why cannabis is not legal and alcohol is. I feel the only reasons cannabis is not legal are because of the stigma associated with it, the general ignorance of lawmakers and I don't believe big pharma wants it to be legal.","1","0.18"
"I don’t agree with it.  I don’t think recreational should be legal.  Afraid it will be misused. I don’t want to get high.","1","0.18"
"I favor full legalization","1","0.18"
"I feel it should be federally legal across the country","1","0.18"
"I feel it should be federally legal and feel it is criminally wrong for a plant such as cannabis with its wide range of healing properties to be illegal. ","1","0.18"
"I feel it should be legalized for medical uses. ","1","0.18"
"I feel it’s long over due","1","0.18"
"I feel that cannabis is much safer than alcohol, and I strongly feel that more widespread legalization would be beneficial.","1","0.18"
"I feel that it's more than about time!","1","0.18"
"I feel we have been deceived and manipulated and abused by our government.","1","0.18"
"I have mixed thoughts.  I am concerned about recreational use among the young increasing.  I am also concerned about the impact it may have on medical use due to the quality and availability of specific strains decreasing as the government controls the sale of all cannabis.  In Canada many growers jumping on the opportunity are becoming ‘mass producers’, as we’ve seen with other crops - this always has a negative impact on quality.  When anything becomes big business the consumer suffers - and I can see this affecting medical patients most of all.","1","0.18"
"I have no problem with it being legal. There seems to be a big problem out there regarding temper and violence. May be this will help tone it down some. :) ","1","0.18"
"I HOPE IT DOES NOT IMPACT THE MEDICAL COMMUNITY WITH OUR NEEDS. ","1","0.18"
"I hope it happens!! It's so hard for me to get and helps so much.","1","0.18"
"I live in Colorado, damn happy","1","0.18"
"I live in CT where not legal I buy underground","1","0.18"
"I love it","1","0.18"
"I love it. I live in Florida and very limited at what you can get.  but it has helped my life so much with my pain. I'm able to do so much more.     ","1","0.18"
"I love it. Waited most of my life for it.","1","0.18"
"I never thought i'd see the day.","1","0.18"
"I refuse to take meds for many serious ailments and pain. Cannabis has given me my life back and made a lot of mental anguish subside and be tolerable!","1","0.18"
"I say, it's about time!!","1","0.18"
"I see no reason that it should be legalized. It is extremely important while going thru chemo.It is extremely helpful with pain. No one ever died from overdose nor fo I deem it additive to lead to opiods","1","0.18"
"I strongly support it.","1","0.18"
"I support it 100%","1","0.18"
"I think cannabis could be very beneficial.  However, because it is currently illegal, very little research can happen.","1","0.18"
"I think cannabis has a lot of benefits to prescription drugs and feel they should legalize it in every state   ","1","0.18"
"I think it's absolutely imperative that cannabis be legalized across the entire country!  So many people are suffering from the dangerous side effects of prescription drugs and cannabis could effectively be the much healthier option of the answer they're looking for.","1","0.18"
"I think it's fine under a real doctor's care, where you're monitored. But how many are? I certainly don't agree with it being legalized for recreation. People who smoke know where or how to get it. Why have ""New year's Eve"" 24/7, 365. You know what I mean: on NYE EVERYONE thinks he's an expert drinker. As a recovering alcoholic I call it ""Amateur night."" Same for pot. People who'd never tried it might stampede and how many will be able to handle ""high?""","1","0.18"
"I think it's good, but I don't want to see it get out of control where people are just smoking it walking down the street.  Also, I have a teen heading to college that I'm for so I want her to be focused.  I know people who smoke and vape it all day long, and I don't think that's good.","1","0.18"
"I think it's great","1","0.18"
"I think it's long overdue and hope the government or corporations do not screw it up. I also hope prices come down a little. I hate to have to choose between sleep/pain or spending too much.","1","0.18"
"I think it's long overdue.","1","0.18"
"I think it is a Godsend to those who suffer and find out that it actually helps. It is a good thing. Hope the stigma from the past melts away. It's just another drug like any other in my opinion. I'm most for medical use. But recreational use is ok I guess. Make it legal. Have laws/legal age/id, etc. and enforce it like any other legal drug.","1","0.18"
"I think it is a good idea  since it puts the money to the most good instead of in the hands of criminals.","1","0.18"
"I think it is a good idea especially for pain management, anxiety,  etc. Much better to use something organic and not pharmaceutical. ","1","0.18"
"I think it is about time that this is available for all,","1","0.18"
"I think it is fantastic and absolutely necessary to the health and well being of society...","1","0.18"
"I think it is long overdue, I believe that the effects of lobbying was responsible for and continues to impact legalization of cannabis, and that law enforcement would like to continue to make it illegal for the amount of money generated by its illegal use. ","1","0.18"
"I think it is long overdue.  It has proven to have medicinal properties.  I believe the only reason cannabis has been illegal for so long is because of the control big pharma has over this country.","1","0.18"
"I think it should be ","1","0.18"
"I think it should be legal ","1","0.18"
"I think it should be legal for medical use for all ages.  I think it should be legally available for recreational use by adults and used responsibly.","1","0.18"
"I think it should be legal in all states for medical use. As for recreational use, it should be monitored to prevent driving or operating machinery, etc.under the influence of cannabis.","1","0.18"
"I think it should be legal in all states.  ","1","0.18"
"I think it should be, I spent 3 weeks in Colorado I find it better then alcohol and oh so healthy for you.","1","0.18"
"I think it was should be regulated like alcohol","1","0.18"
"I think it’s a great idea ","1","0.18"
"I think it’s great . It’s a naturally growing herb . ","1","0.18"
"I think it’s great, medically it can help a lot of different ailments and replace prescriptions for opioids. I’m looking forward to new breakthroughs in medicine due to cannabis.","1","0.18"
"I think medical cannabis legalization is very important. Recreational, not so much.","1","0.18"
"I think Medical Cannabis should be available to everyone that needs it and our medical practicioners need to be more informed.","1","0.18"
"I think medical marijuana should be legal. Not sure about recreational use.","1","0.18"
"I think the age should be 25, and there should be training on how to use cannabis intoxication to the advantage for better living and to avoid the pitfalls","1","0.18"
"I think we need to compare all other states and find out what the changes have been and if its for the better all around, just not incl economy.  I would have to say YES - lets legalize it!","1","0.18"
"I very happy that our state has finally legalized the use of these products, very helpful for my pIn","1","0.18"
"I want to kick these politicians in their behinds! Cannabis is a big threat to the pharma industry; that said, we need to take them on! I live in a state with a poor medical law - too tightly regulated. I go elsewhere to buy it legally. ","1","0.18"
"I want to see it legal nationwide so that when I travel I can still use cannabis for migraine pain control as needed without fear of being arrested","1","0.18"
"I was a Massachusetts resident that voted against the law to allow access to medical cannabis. 2 years later I found myself exploring the benefits of cannabis for some chronic health issues. I was naive and uninformed about the medical cannabis industry. Medical cannabis has improved the quality of my life and I regret that I let “old stereotypes” of marijuana influence my decision making process. I support access to medical cannabis today. ","1","0.18"
"I wish it was legal in all 50 states","1","0.18"
"I wish it were legal.  I think the government ought to be ashamed for hiding the medical benefits of this plant for all this time and for all the lives ruined for using this plant. I also don't think Monsanto or any other chemical company should be allowed to have anything to do with the growth or distribution of this plant.","1","0.18"
"I worry that rec use could increase use by children and others who will not use it responsibly. ","1","0.18"
"I would like it to be legalized and have a cap as to how much money it can cost. And would like big pharma to stay out of it","1","0.18"
"I would like to be able to purchase without FDA regulations and control. I’d like to be able to work with my Dr. through reputable sources, without threat, to treat my illness.","1","0.18"
"I would like very much to c weed legalize in NC","1","0.18"
"I’m a medical caregiver. I believe whoever wants it should be able to have it. ","1","0.18"
"I’m for it","1","0.18"
"I’m fully ok with medicinal use, but need more studies.  For rec use need guidelines, similar to alcohol use until more nonpartisan data available.","1","0.18"
"I’m in favor","1","0.18"
"I’m in favor of it being available for recreational and medical use as long as it is regulated and taxed and it’s effrcts on developing brains are understood ","1","0.18"
"I’m totally for it and want non fellons with marijuana convictions that sent them to prison be set free.","1","0.18"
"I’m very pleased it has passed","1","0.18"
"I’m very pleased with it. I feel necessary for so many people and certainly less harmful than prescription medications I was on for chronic pain. ","1","0.18"
"ibthink just the Medical should remain legal","1","0.18"
"If it helps its good","1","0.18"
"If not legalized it should be classified at a different level","1","0.18"
"If you're 21, it should be legal.","1","0.18"
"Illegal cannabis is absurd. Making plants illegal is stupid.","1","0.18"
"IMPORTANT AS IT HEALS  ","1","0.18"
"In favor","1","0.18"
"In favor of complete legalization for any purpose","1","0.18"
"In favor of it","1","0.18"
"in favor of legal cannabis","1","0.18"
"It's a good thing but the state government is taxing it too much. The black market is much cheaper. ","1","0.18"
"It's a must","1","0.18"
"It's about *@#!*$! Time!!!!!!!!!!!!","1","0.18"
"It's about damn time","1","0.18"
"it's about time","1","0.18"
"It's about time ","1","0.18"
"It's about time!!!  ","1","0.18"
"It's about time, never should have been illegal.","1","0.18"
"It's about time.","1","0.18"
"It's about time. I think that it should be legal in all 50 states.","1","0.18"
"It's criminal that cannabis is illegal. We've discouraged any research that might produce a positive result. Many, many people have been exposed to the criminal justice system who shouldn't have been. Cannabis appears to help many problems that develop as people age, often better than prescription medicine. Sleep and pain are prime examples.    I believe cannabis should be legalized for adults over 21 for any reason whatsoever.","1","0.18"
"It's far safer than alcohol and if not smoked has definite health benefits.","1","0.18"
"It's great, about time and very effective. ","1","0.18"
"It's legal in my state and I am grateful ","1","0.18"
"It's much needed and over due","1","0.18"
"It's not legalization, it's only taxation","1","0.18"
"It about time","1","0.18"
"It absolutely must be legalized.","1","0.18"
"It couldn't happen soon enough.  But, Medicinal  Cannabis has to be given priority over the lucrative recreational use of cannabis, which seems to be where the emphasis has been so far — follow the money!","1","0.18"
"It definitely should be legal","1","0.18"
"It has been an absolute travesty that such a beneficial plant has been so unjustly demonized by our government. The American Public deserves an official government apology and correction for the ""fake news"" that they have created and diseminated since 1937. Cannabis should be immediately re-scheduled, studied for its yet to to be fully determined benefits and legalized for consumption for anyone over the age of 21.  ","1","0.18"
"It has got to be made legal","1","0.18"
"It holds many medicinal properties. This should have been done long ago.","1","0.18"
"It is  a good thing.","1","0.18"
"It is a sacred plant, and should be legalized.  It is unfortunate that our government is so mis-informed.  ","1","0.18"
"It is about time","1","0.18"
"it is about time.","1","0.18"
"It is absolutely clear that cannabis is far safer to consume than alcoholic beverages and tobacco products. It is absolutely clear that our government has been deliberately lying about cannabis and uses cannabis prohibition as a corrupt method for social control over specific demographic groups. Cannabis should be removed from me ridiculous nonsense of DEA drug schedule and legalized nationally regulated in similar fashion to alcohol and tobacco products.","1","0.18"
"It is imperative that cannabis be legalized - and the medical profession learn about its application and use.  ","1","0.18"
"It is long overdue","1","0.18"
"It is long overdue. There is no good reason it should be illegal","1","0.18"
"It is long, long past due. I'm so happy it is happening. We need the Feds to recognize it now!","1","0.18"
"It is the sense able, prudent path for us.","1","0.18"
"It is wonderful!","1","0.18"
"it needs to be legal","1","0.18"
"It needs to be legal but I am hearing that full legalization is decreasing the perceived need for medical research, so that needs to be corrected. Need more research on medical usage.","1","0.18"
"It needs to be legal everywhere for any purpose, just like abortion.","1","0.18"
"it needs to be legalized and legitimized as a real therapeutic product","1","0.18"
"It needs to be legalized at the Federal level. I have found excellent pain relief from the products I use, as have others I know who have chronic pain/fibromyalga/arthritis. It should be legal for those over 18 years old. I am 70 years old.","1","0.18"
"It needs to be legalized on a federal level","1","0.18"
"It needs to happen.","1","0.18"
"It should be","1","0.18"
"It should be available in all the States for medical use.","1","0.18"
"It should be decriminalized so we can do more research in the United States. The most important is that vets should have total access to cannabis through the VA. Transplant patient should not be kicked off of the transplant list for using cannabis. ","1","0.18"
"It should be federally legal and alcohol should be outlawed. I'd rather have people driving stoned than drunk.","1","0.18"
"It should be federally legalized","1","0.18"
"It should be Federally legalized for medical & recreational use for adults 18+.  DWI rules should apply and for medical patients drug testing is not a reason to lose a job as long as you are a good employee.","1","0.18"
"It should be fully legal for all use to the public. All growing methods other than organic, veganic and biodynamic should be prohibited by law, and this includes the flowers that go into making edibles and other forms of delivery. Cannabis should still undergo rigorous testing for mold and other possible pathogens.","1","0.18"
"it should be legal","1","0.18"
"It should be legal","1","0.18"
"It should be legal ","1","0.18"
"it should be legal & free","1","0.18"
"It should be legal across the country. ","1","0.18"
"It should be legal and covered by medical insurance.","1","0.18"
"It should be legal both medically and recreationally throughout the USA ","1","0.18"
"It should be legal everywhere, especially for medical use.","1","0.18"
"It should be legal federally.","1","0.18"
"It should be legal federally. ","1","0.18"
"It should be legal for all. Alcohol is and it's far more dangerous","1","0.18"
"It should be legal in all states n countries ","1","0.18"
"It should be legal in all states. Federal govt should lift any sanctions and let each state handle cannabis as they see fit. Mandatory testing labs in each state and ease of banking both patients and cultivators. ","1","0.18"
"It should be legal to help consumers determine quality, efficacy, best price, and help reduce stigma ","1","0.18"
"It should be legal with more information regarding accurate information on its medical uses.","1","0.18"
"It should be legal, it is a helpful plant that can help with a variety of medical issues.  Patients should have access to it without fear of arrest.","1","0.18"
"It should be legal. Colorado seems to have a good approach.","1","0.18"
"It should be legal. It's ridiculous that a plant is illegal. ","1","0.18"
"It should be legalized at the federal level, so there are more opportunities to study it.","1","0.18"
"It should be legalized federally and treated like alcohol. ","1","0.18"
"It should be legalized in US","1","0.18"
"It should be legalized nationally","1","0.18"
"It should be legalized on a national basis so I can use a credit card to pay. ","1","0.18"
"It should be legalized! Give us our plant back!","1","0.18"
"It should be legalized. ","1","0.18"
"It should be legalized.  Adults should have the preference to smoke just as the have the preference to drink alcohol or not","1","0.18"
"It should be medical only! There needs to be more research.","1","0.18"
"It should be medically legal for everyone as a supplement - but, the government should NOT be involved. I believe we should be able to grow it in our back yards if we so choose and fear only rabbits raiding our yards, not our government.  I do have concerns about legalizing recreationally across the board as college age will abuse and not treat responsibly - and, mix with alcohol and other opiates etc - which of course if cannabis is in their system, cannabis is the terrible problem child according to ""authorities"" ","1","0.18"
"It should be totally legal.","1","0.18"
"it should br as legal and easy to get as tabaco","1","0.18"
"It should have been legal years ago","1","0.18"
"It should have happened years ago.","1","0.18"
"it should have never been made illegal","1","0.18"
"It should never have been demonized and should now be totally legalized. Outlawing it created generations of ""criminals"" for no good reason.","1","0.18"
"It should never have been illegal to begin with","1","0.18"
"It should never have been illegal...","1","0.18"
"It should not be illegal","1","0.18"
"It should of been done years ago","1","0.18"
"It took to long to acomplish. Alcohol is legal and it KILLS, mary doesnt hurt anyone.","1","0.18"
"It will expose more people to medical benefits of cannabis","1","0.18"
"It will help more than harm.","1","0.18"
"It would create more jobs and it will help people that need it","1","0.18"
"It’s a plant. Regulated it like tomatoe plants. ","1","0.18"
"It’s About Time!!","1","0.18"
"It’s about time.","1","0.18"
"It’s about time. ","1","0.18"
"It’s about time. The stigma screwed up my life. I’m glad that I am not alone.","1","0.18"
"Its a good thing - righting a wrong","1","0.18"
"its been way too long of a wait","1","0.18"
"Its great!!!","1","0.18"
"its safer than alcohol. it should be legalized and regulated nationwide.","1","0.18"
"jailing pot smokers is a waste of my tax payer dollars.","1","0.18"
"Just do it","1","0.18"
"Just do it,it will be legal nationally soon enough","1","0.18"
"Keep the medical in medical MJ","1","0.18"
"legal like alcohol in the country","1","0.18"
"Legalization is long overdue ","1","0.18"
"Legalization of cannabis seems to be common sense.","1","0.18"
"Legalization should ensure that patients aren't used as targets of law enforcement.  Patients tend to have a lot of cannabinoids in their system at any given time of day. ","1","0.18"
"Legalization should have been long ago. Marijuana is in a less harmful medical category than caffeine, nicotine. Many normal, good people who work hard, have good values, morals use these products quite safely. We should not be arrested for that.","1","0.18"
"Legalize and regulate like alcohol or Pharmaceuticals","1","0.18"
"Legalize and take off schedule 1 drug list","1","0.18"
"Legalize cannabis","1","0.18"
"Legalize for medical and adult recreation ","1","0.18"
"legalize it ","1","0.18"
"Legalize it everywhere.","1","0.18"
"Legalize it globally!","1","0.18"
"Legalize it nationwide!","1","0.18"
"Legalize it!!!!!!!!!!!!!!!!","1","0.18"
"Legalize nationally.  I think alcohol is the dangerous drug.  The war on drugs should focus on the suppliers of Heroin,Fentanyl and oral narcotics.  Stop the insurge of killer drugs.  The opioid crisis is not due to Doctors.  Oxycodone has been around for a long time as Percocet and Percodan.  Oxyir and OxyContin came into play because Morphine had become so stigmatized.  Putting heroin addicts on methadone is asinine.  Medical Marajuana advocates need accolades.  I have never seen anyone overdose on marajuana.  My husband has always said they should pipe it into the prisons to calm down the inmates !","1","0.18"
"Legalize NOW","1","0.18"
"legalize!","1","0.18"
"Legalize. Especially non psychoactive CBD","1","0.18"
"Legalize; it's absolutely absurd alcohol is legal and cannabis is not.","1","0.18"
"let's stop being ridiculous","1","0.18"
"Let do it right. Not like Oregon.","1","0.18"
"Let’s move forward and get the legal red tape completed ! There are less problems with this than alcohol and as with anything some people will use responsibly and others won’t .","1","0.18"
"life saving","1","0.18"
"Long over due  Especially for medical use","1","0.18"
"long overdue","1","0.18"
"Long overdue ","1","0.18"
"Long overdue, and inevitable provided the Federal government does not interfere","1","0.18"
"Long overdue.  ","1","0.18"
"Long overdue. I never used it before I became sick but I see now that it is harmless and overblown. I would rather see people relax with cannabis than alcohol. ","1","0.18"
"Long overdue. Still heavily over regulated. Why do I have to have my drivers license and Id scanned when I walk in the door of the dispensary instead of when I make a purchase? Why is the state considering a breathalyzer test when they know it doesn't prove anything?","1","0.18"
"Love it its about time ","1","0.18"
"Make it Federally legal so I can Vape in/near my home","1","0.18"
"Make it Legal","1","0.18"
"make it legal through the US","1","0.18"
"Make it pervasive and safe ","1","0.18"
"Medical cannabis should be legal in 50 states.","1","0.18"
"Medical cannabis should definitely be legal in all 50 states.","1","0.18"
"Mixed feelings ","1","0.18"
"Must do","1","0.18"
"My quality of life is much better. ","1","0.18"
"need nation wide legalization","1","0.18"
"Need to have more variety of products at ALL dispensaries","1","0.18"
"Need to legalize medical &  recreational. and be able to grow your own product ","1","0.18"
"Needs to be","1","0.18"
"Needs to be legalize ","1","0.18"
"Needs to happen with proper oversite and standards across the board","1","0.18"
