"q48","What are your general thoughts regarding the legalization of cannabis?","n =  241"
"It is essential to provide access for a multitude of reasons, especially medical. I most likely wouldn't have been kicked out of high school for possession of a quarter gram. Legalization will hopefully reduce stigma and redirect law enforcement efforts to more important issues.","1","0.41"
"It is extremely important to me that all states legalize medicinal use of cannabis.","1","0.41"
"It is long overdue and alarmingly slow in it's realization, with misinformation and minimal transparency that feels very wrong considering the vast majority of the people in this state are fully in favor of recreational use","1","0.41"
"It is overdue ","1","0.41"
"It is way overdue, although I am concerned about the availability and consistency of medical cannabis when it rec becomes available. ","1","0.41"
"It needs to be legal everywhere for any purpose, just like abortion.","1","0.41"
"It needs to be legal if only to prevent unjust prison sentences","1","0.41"
"It needs to be legalized on a federal level","1","0.41"
"It never should have been illegal in the first place. ","1","0.41"
"It should be available to everyone. ","1","0.41"
"It should be decriminalized and legal for recreational use just like alcohol is. Over 21 with valid id which can be used in any state at any dispensary.","1","0.41"
"It should be federally legalized","1","0.41"
"It should be legal for all. Alcohol is and it's far more dangerous","1","0.41"
"It should be legal in all states n countries ","1","0.41"
"It should be legal with more information regarding accurate information on its medical uses.","1","0.41"
"It should be legal, it is a helpful plant that can help with a variety of medical issues.  Patients should have access to it without fear of arrest.","1","0.41"
"It should be legal. It’s insane that it still isn’t. ","1","0.41"
"It should be legalized ","1","0.41"
"It should be legalized everywhere. ","1","0.41"
"It should be legalized on all levels especially for children who need the oils","1","0.41"
"It should be legalized.","1","0.41"
"It should have been done in 1937.","1","0.41"
"It should never have been demonized and should now be totally legalized. Outlawing it created generations of ""criminals"" for no good reason.","1","0.41"
"It should never have been illegal...","1","0.41"
"It will be life changing for the better","1","0.41"
"It’s about time. The stigma screwed up my life. I’m glad that I am not alone.","1","0.41"
"It’s great ","1","0.41"
"It’s the same as alcohol. I don’t like to drink so MJ is a great medicine for me. It makes me sad that people think you’re a drug addict if you use MJ. The gov’t needs to legalize it! ","1","0.41"
"Its a good thing - righting a wrong","1","0.41"
"Its great. Just wish shops were open.","1","0.41"
"Land of the free, home of the brave.... Don't tell me what I can/can't put into my body. Who are you to say what medicine I can take?","1","0.41"
"legal like alcohol in the country","1","0.41"
"Legalization is only needed for research/ education, access, and stigma removal. The latter being the most important issue we all face.","1","0.41"
"Legalization should ensure that patients aren't used as targets of law enforcement.  Patients tend to have a lot of cannabinoids in their system at any given time of day. ","1","0.41"
"Legalize it ","1","0.41"
"legalize it and regulate it.","1","0.41"
"Legalize it everywhere.","1","0.41"
"Legalize it federally ","1","0.41"
"Legalize it, yeah.","1","0.41"
"Legalize; it's absolutely absurd alcohol is legal and cannabis is not.","1","0.41"
"Let's get stores open!","1","0.41"
"let's stop being ridiculous","1","0.41"
"Long over due  Especially for medical use","1","0.41"
"Long overdue!","1","0.41"
"Long overdue. I never used it before I became sick but I see now that it is harmless and overblown. I would rather see people relax with cannabis than alcohol. ","1","0.41"
"Many people are afraid of the stigma behind the card. The more people that have safe access, the better. ","1","0.41"
"N/a","1","0.41"
"Needed","1","0.41"
"Needs to be Federally Legal","1","0.41"
"Needs to happen, educate the masses and squashing stereotypes by bringing it out in the open. Will lessen alcohol consumption which has far more self control issues. Do what we can to educate the youth into not over consuming it if at all for the benefit from complete unalduterated brain development. ","1","0.41"
"Needs to happen.  Fully support legalization ","1","0.41"
"No question but the is a long time stigma that keeps arising that is misunderstood ","1","0.41"
"No thoughts.","1","0.41"
"Not at all happy with the roll out. I am in favor of forcing the ccc to review all host agreements and fixing illegal ones. I’m ok for it to be delayed even more to get it right. Medical must stay protected. Medical is crucial for our kids and seniors who don’t have access to care givers. Doesn’t feel legal when I can’t smoke in public and have to feel like a criminal all the time. ","1","0.41"
"not fast enough","1","0.41"
"Not sure it’s really legal. There is a lot of conflicting events I have observed. The federal government claims that cannabis has no medicinal value yet there have been several patents issued for cannabis as medicine. Citizens are being denied the truth about this powerful medical and wellness plant. ","1","0.41"
"ok about it. It's hard to regulate because Dr.'s will give you whatever you want if you can pay$$.  ","1","0.41"
"Overdue ","1","0.41"
"Please do! Legislators need to get their heads out of their asses and see the benefits!","1","0.41"
"Please hurry.  I also give it to my son which has finally stopped his intractable seizures that no anticonvulsant over the last 3 years was able to do. Thank you!","1","0.41"
"positive","1","0.41"
"Prefer it to remain for medical use only.","1","0.41"
"Pro-legalization","1","0.41"
"Pro recreational use.","1","0.41"
"Pro! Amazing benefits and if remaining organic, non gmo etc it is a primary choice for me. ","1","0.41"
"Recreational legal cannabis is appropriate. Medical should remain a separate category, to allow regulations that increase access to cannabis products for disabled and low income people. Higher plant allowances for patients growing, continuous supply at dispensaries, paying no tax, discounts for those on Medicare, Medicaid, or other financial assistances are all appropriate. The certification and card system for medical should be free; subsidized by the taxes on recreational cannabis.","1","0.41"
"Regardless of its medical uses, being anti pot is being pro cartel, end of story. ","1","0.41"
"Research should be done.  Yes legalize.","1","0.41"
"Responsibley and Deep discounts for Disabled patients living off SSDI.   The opiods are covered by insurance and only cost the co-pay. Incredible struggle to try cannabinoids medications. ","1","0.41"
"Should be adult use legal nationally.","1","0.41"
"Should be legal","1","0.41"
"Should be legal and insurance should pay for it like any medicine.","1","0.41"
"should be legal for adults with all of the same regulations as alcohol and warnings as prescription drugs","1","0.41"
"Should be legal for medical use everywhere in this country. ","1","0.41"
"Should be legal for mentally healthy adults with ample info about potential side effects, not unlike how we treat alcohol. Even better would be if MMJ was treated like rx meds.","1","0.41"
"Should be legal in the USA","1","0.41"
"Should be legal worldwide ","1","0.41"
"Should be legal.","1","0.41"
"Should be legalized in all states for medical use.","1","0.41"
"Should have always been","1","0.41"
"Should have been done years ago","1","0.41"
"Should never have been prohibited in the first place and is one of the largest rackets in this country's history ","1","0.41"
"So/so about adult use starting ","1","0.41"
"Speed this up, and cut this regulation so it can be studied in a more academic setting,. ","1","0.41"
"Support it. And definitely reschedule it.  But I can also understand why there’s a concern of driving under the influence. ","1","0.41"
"Surprised at how demonized cannabis remains.  The facts have been clear for decades yet politics and morality have inhibited the use of cannabis.  Fully support full legalization.","1","0.41"
"Thank God almighty, Free at last!  Free at last!!","1","0.41"
"That fact cannabis ever became illegal is disgusting.  This plant has saved so many lives. ","1","0.41"
"The civil right to possess and garden with cannabis is critical because the industry regulatory model is a disaster.  The State Legislature and Governor re-wrote the law we enacted, massively increasing taxes and fees and the regulatory burden.      Anyone should be able to grow and sell cannabis to anyone else.  Cannabis should be sold in local farm markets where I can meet with the farmer - this is my preferred way to purchase food as well.","1","0.41"
"The tax is ridiculous ","1","0.41"
"There is no point in the illegality of something that one can grow anywhere. Cannabis should be legal by federal law, with state control of production and distribution. ","1","0.41"
"They need to legalize totally. Make it simple, you have to be 21 in order to grow, buy, manufacture,any cannabis. Simple. Treat like alcohol. They need to subsidize the cost for the medical patients who can't afford. Just like ""legit"" drugs.","1","0.41"
"They should ","1","0.41"
"This extraordinary plant should have always been and should always be legal and available, particularly as an alternative to opioids for pain.","1","0.41"
"This is still a controversial issue. I am for the legalization of cannabis. This plant has helped me to heal.","1","0.41"
"This Medicine has single handily changed my well-being. I’ve been able to come off of much more dangerous prescription medication opiates. Cannibis works better for all my symptoms and I have more energy and motivation. This should absolutely be legalized! I was skeptical and worried about stigma, but it is the best decision I have made to care for my medical disorder. I honestly would not have the progress I have made without it and other people should be allowed the chance to benefit from it as well. Complete game changer.","1","0.41"
"Too little and far too late!","1","0.41"
"Two thumbs up","1","0.41"
"Unsure","1","0.41"
"Until concentrates are introduced (Canada) I will not be participating in the legal market. I rely on concentrates to treat my PTSD and cannot smoke flower due to asthma. Vaping concentrates is much easier on my lungs and the effects on my mood are instantaneous, with flower I would need to smoke more than one hit to feel anywhere near the same as a single 0.05g~ dab of a concentrate.","1","0.41"
"Very excited to be living in a time period where this is possible. For so long it was considered taboo to smoke and I'm very excited we can look at it differently","1","0.41"
"Very good, but needs to come with commutations of drug charges & way to fund material reparations to communities & families harmed by drug war. ","1","0.41"
"very happy that it is now legal in Mass.","1","0.41"
"Very pleased that has happened.","1","0.41"
"way overdue","1","0.41"
"Well past time","1","0.41"
"why not, at least could be revenue source (instead of ""black market"") ","1","0.41"
"would agree to legalization","1","0.41"
"Yes it should be legal throughout the USA.","1","0.41"
"Yes please. medical, absolutely. recreational, if we start teaching people more about mindfulness and moderation.","1","0.41"
