"q48","What are your general thoughts regarding the legalization of cannabis?","n =  820"
"best thing that has happened in years","1","0.12"
"Best thing that’s happened to medicine since the discovery of anesthesia. ","1","0.12"
"Best thing they ever did.  It's helping a lot of people and that's what it's all about!","1","0.12"
"Better for everyone ","1","0.12"
"Better research","1","0.12"
"Better than alcohol/pills","1","0.12"
"Big supporter especially in the age of opioid abuse and the reluctance of medical providers to prescribe opioid for real, actual and accute every day pain","1","0.12"
"Black communities have been systematically targeted through historic illegal cannabis. Because of this, legalization has a social justice component that is relevant and important. I believe this is why it stayed illegal and punishment were bias between black and white communities. Post civil rights movement it was used as a systematic tool of oppression. ","1","0.12"
"Bring it on! ","1","0.12"
"can help many people , and cannabis users are usually good Americans just trying to get by in life.","1","0.12"
"Cannabis being sold from the dispensary will have been controlled vs what we call 'street weed' that can have foreign substances in them without your knowledge","1","0.12"
"Cannabis legalization and decriminalization across the country is long overdue. We need to stop locking up people of color over a plant and start generating tax revenue and open access to medical patients across the board.  ","1","0.12"
"Cannabis needs to be legalized in all states to remove the current stigma, allowing people to investigate the possible use and health benifits without negative consequence.   ","1","0.12"
"cannabis should be 100% legal on federal and state levels just like alcohol.","1","0.12"
"Cannabis should be legal to buy and grow everywhere in the world","1","0.12"
"Cannabis should be legal.  If you don't like it, don't use it.","1","0.12"
"Cannabis should be legalized federally across-the-board alcohol should be outlawed","1","0.12"
"Cannabis should be legalized.","1","0.12"
"CBD Oil has saved me from opioid usage..... I was sufferring for years with nothng but pharma meds, I was more sicker using pharma meds. As soon as I started using CBD Oil that all changed. It has helped me so much have a life I can finally live. It should be legalized, however it should also be regulated. To many companies out there trying to jump on the train when their products are crap. I get my oil from a reputable company no fillers CO2 processing and FDA approved facility. Education is needed all around for many so they are not taken advantage of. ","1","0.12"
"complete legalization in the usa, age restrictions and penalties for overuse","1","0.12"
"completely supportive. it's about time. ","1","0.12"
"Cool","1","0.12"
"Corruption from government and pharmaceutical companies is the biggest impediment to legalization and public perception regarding its use.","1","0.12"
"Couldn't be happier. I don't understand why it has taken as long as it has. We still have a long road ahead of us but it's better late than never!","1","0.12"
"Crazy that it took so many years. I love having legal access.","1","0.12"
"Decriminalization not legalisation","1","0.12"
"Definitely tax the rich","1","0.12"
"do it","1","0.12"
"Do it faster and let more people start businesses","1","0.12"
"Do it immediately with strict regulations on methods of processing to avoid the path of tobacco, poppy, and other plants made dangerous by overzealous processing for profit.","1","0.12"
"Do it.","1","0.12"
"Do it. But don't let the Feds, or wall street, have anything to do with it","1","0.12"
"Don’t think it should be legalized other than for medical","1","0.12"
"👍","1","0.12"
"End Prohibition, Expunge all Prior Victims of Nixon's Unconstitutional War on Drugs, and Let My People Grow!","1","0.12"
"End the prohibition and free the leaf","1","0.12"
"Everyone should have a right to use Cannabis. Even if people are doing recreational, they are still getting the health benefits. And nobody should have to pull up their roots to go to a different state if its for medicinal reasons. ","1","0.12"
"Excellent idea...can't believe it has taken so long.  I'm 53  And this should have been done by the time I was 18.","1","0.12"
"Excellent, about time!!!","1","0.12"
"Excited that it finally happened ","1","0.12"
"Excited, but I hope the education about Cannabis is still prioritized.","1","0.12"
"Extremely happy","1","0.12"
"Fantastic ","1","0.12"
"Favorable ","1","0.12"
"Federal government needs to legalize marijuana. Get on the same page as the rest of the states.","1","0.12"
"Federal Legalization ","1","0.12"
"Feel positive about it","1","0.12"
"finally","1","0.12"
"FINALLY!! I can't wait until it's federally legal. It's ridiculous to forbid a harmless plant with so many benefits. ","1","0.12"
"Fine with it","1","0.12"
"fine with it if labelling of product is regulated for accuracy and more studies and results are available for strains, side effects. etc.","1","0.12"
"For it","1","0.12"
"For it as long as dispensaries are able to maintain medicinal needs","1","0.12"
"For me I'm a cannabis PT so I'm taking less medications and my lab work shows that my Kidney & Liver functions are in normal ranges after several years of going to Nephrologist and trying and changing meds to get my functions back under control. Give me cannabis take away the pills and the Nephrologist..my results are normal, I'm feeling healthier. Imagine that.. I feel also crime may be down, dealers maybe off the street less synthetic drugs , less deaths less ER visits less buses being used for senseless deaths or near deaths. I work in and Emergency Deptment we see what these other drugs do. Use to help get us out of the deficit,more and more people are smoking than drinking.  People smoke to much they get sleepy not fight, get mouthy create a seen.  Sell & tax it use the monies for the deficit, help the homeless, the sick, use for research Impeach Trump. ","1","0.12"
"Full legalization; regulation.  Give the tax funds to schools","1","0.12"
"General thoughts are about time ","1","0.12"
"Get dispensaries open!!!!","1","0.12"
"Get it live in Ma","1","0.12"
"Get it over with ","1","0.12"
"Get on with it already","1","0.12"
"God made this plant and it is better then alcohol ","1","0.12"
"Good 'ol USA Thank U for Democracy","1","0.12"
"Good but regulations are troubling in Maine.","1","0.12"
"Good for adults","1","0.12"
"Good for the culture","1","0.12"
"Good for those who really need it.","1","0.12"
"Good move","1","0.12"
"Good mushrooms should be next","1","0.12"
"good plan","1","0.12"
"Great for medical use. ","1","0.12"
"Great for recreational smokers not so much for patients ","1","0.12"
"Great that it is legalized for medical use, but will be sold at street level, because of the cost.","1","0.12"
"Great.  It should be on equal legal footing with alcohol","1","0.12"
"Greatest thing ever ","1","0.12"
"Grow your own","1","0.12"
"happening way too slowly. stop restricting access","1","0.12"
"happy ","1","0.12"
"Happy about it. Wish I had been on board sooner. ","1","0.12"
"Happy it’s about time. It has helped me get off my Lorazepam. 2 years.      ","1","0.12"
"Happy it’s legal and can get it from a safe source","1","0.12"
"Happy that it is finally recognized for medical purposes","1","0.12"
"Have mixed emotions at this time","1","0.12"
"Hope that the entire USA is legitimized.  Difficult to travel as some states will arrest you if you are traveling thru....annoying and medically not appropriate for those of us who need our medical marijuana","1","0.12"
"Hopefully it will bring prices down and be more easily available.","1","0.12"
"Hurry up already!!","1","0.12"
"Hurry up!","1","0.12"
"Hurry up!!!!","1","0.12"
"I'd rather it stay medical. The stigma is bad enough.","1","0.12"
"I'm all for it ","1","0.12"
"I'm all for it.  It's part of my and so many others regimen of good health. ","1","0.12"
"I'm CONFUSED.  here in ME, I thought it was good, but Integrat8 said it was bad.  I do need to be able to get a range of medical strains.  But, it would be nice to be able to cross state lines.","1","0.12"
"I'm distressed that is has taken so long to legalize because I have been on prescriptions for decades and am concerned about what they have done to my health.","1","0.12"
"I'm fine with it as long as the Maine Medical Program stays in place as it is -- meaning the caregivers are able to keep doing what they are doing. I have more confidence & trust in local caregivers whom I know personally than I do any retail establishment. Everyone should have access to good quality medicine. ","1","0.12"
"I'm happy that somehow is legal in my state, but the laws are still behind especially in the case of people that is working, it also need to cover more deseases  and needs to be more protection for parents of children that need the product.","1","0.12"
"I've really suffered after moving from a place where I could legally access cannabis with a medical card to a place where it is criminalized and inaccessible. Additionally I no longer qualify for medicaid in this new state. Needless to say, my access to medical care and treatment has gone down considerably. Not only am I unable to get mental health care, I'm unable to properly self-medicate without legal dispensaries and strain specificity.    Criminalization of is a structural determinant of health. Given all the intersecting issues (mass incarceration, parental stress/child maltreatment, opioid epidemic) related to cannabis legalization, I think it's absurd that research is being limited on something with such incredible capacity to reduce health disparities. Legalizing cannabis would help individuals, families, communities, businesses, and health care systems. It's time for cannabis to be formally integrated into comprehensive, whole person health care.","1","0.12"
"I agree with the legalization of cannabis. I feel it is something that wont kill you such as things like alcohol and tobacco. It will help support schools, and communities off of the taxes not to mention the jobs that are created from it.","1","0.12"
"I agree with the process","1","0.12"
"I am a firm believer in legalizing cannabis","1","0.12"
"I am a supporter","1","0.12"
"I am all for national legalization ","1","0.12"
"I am extremely pleased that cannabis has been legalized.","1","0.12"
"I am for it","1","0.12"
"I am for it since nothing better helps my medical issues","1","0.12"
"I am in agreement with legalization but from someone suffering from a chronic illness... I don't want it to be taking not seriously are considered more of a joke since it is now recreational. I do feel it should be available to anyone that wants it or needs it","1","0.12"
"I am in favor due to it helped the quality level in my life regarding pain, inflammation along with exercise too.","1","0.12"
"I am not in favor of recreational use of cannabis. I do believe in the medicinal use as patients under care of special Dr. Or clinic","1","0.12"
"I am okay with medical legalization, and neutral on recreational as I see it on the same plane as alcohol","1","0.12"
"I am overjoyed about it, most definitely. It helps with some of the previous anxiety I'd feel while smoking. :)  But now, even though I live in a state where it's legal, I still had to take an employment drug test. This contradiction is very high stress and unnecessary and is the only thing that stops me from being an entirely 'out' cannabis user. ","1","0.12"
"I am pleased that its legal at the state level but It needs to be legal federally, just like alcohol and tobacco.  I am concerned about losing my job if tested randomly despite not being under the influence while at work. ","1","0.12"
"I am pro careful and methodical legalization.","1","0.12"
"I am prolegalization and for %100 decriminalization. ","1","0.12"
"I am so grateful to have this available, I deal with a lot of anxiety and I do not like taking Clonozapam, or any other Chemical to help me with panic and anxiety attacks, with Cannabis I choose, how much to use, how the effects of being relaxed from a gumdrop, cookies, or flower at night, I dont have to settle myself down with half, or a full dose of a Chemical that is very, very sedating, no matter how much I take. ","1","0.12"
"I am surprised but i will be even more surprised when it's legal at a federal level","1","0.12"
"I am totally in favor!","1","0.12"
"I am very excited, it has been a long time coming, I rather see many people relaxed and feeling good from a natural leaf, than with opiods or alcohol","1","0.12"
"I am very happy that it has finally become legal. My hope is that all persons selling it take the time to be educated. Even doctors tell me they don't know much about it- but do say they approve of it as a medicine.","1","0.12"
"I am very pleased to see recreational marijuana legalized in my lifetime.","1","0.12"
"I am very pro legalization!","1","0.12"
"I believe cannabis is a drug with the ability to help with many ailments...","1","0.12"
"I believe it is a good idea ","1","0.12"
"I believe it should be 100% legal and regulated like alcohol, and everybody should be allowed to grow their own.","1","0.12"
"I believe it should be declassified as a schedule 1 as it has MANY medicinal uses as well as should be legal to adults 21 and over in all states!!!","1","0.12"
"I believe it should be legal","1","0.12"
"I believe it should be legalized. It helps alot of people that suffer from pain, anxiety,ptsd, parkinsons. Its unreal how it helps","1","0.12"
"I believe it should happen yesterday","1","0.12"
"I believe it should happen.","1","0.12"
"I believe it to be safer than tobacco and alcohol, therefore more deserving of legalization than those products.","1","0.12"
"I believe its great that cannabis is more accessible once it is legalized. However, I wish there were more opportunities for individuals without money or political power to establish businesses and benefit from the legal market","1","0.12"
"I believe legalizing cannabis is very important for the medical side, so in the future to get it out of a schedule one designation.  Need for insurance company's to cover the costs.","1","0.12"
"I believe most states are moving in the right direction in regards to cannabis, however the efforts will be for nothing if the federal government doesn’t legalize on the federal level.","1","0.12"
"I believe that cannabis should be legalized. To me, it is no different than alcohol. ","1","0.12"
"I believe that everyone 21 and older should have access to cannabis as long as it does not deter patients from having access to their medicine. ","1","0.12"
"I believe that there are many more health benefits than there are negative. It helps better than any anti-depressant that I've ever used.","1","0.12"
"I believe this is an amazing plant and it can truly help people lead better, more fulfilling lives.  It can even save lives in many instances.  I fully support the legalization of cannabis.  It is an extremely valuable medicine for many different ailments/mental health disorders.","1","0.12"
"I can't wait!","1","0.12"
"I disagree with many of the the stances the government takes on social issues, the war on drugs is no exception.","1","0.12"
"I don't like the Rec side of it in CA. ","1","0.12"
"I don't think cannabis is very significant to people, except to 1) people who need it for health reasons, and to 2) the bigots who want to put people in prison for it. Everyone in the middle seems to equate it either with beer or crack.","1","0.12"
"I don’t agree with it.  I don’t think recreational should be legal.  Afraid it will be misused. I don’t want to get high.","1","0.12"
"I don’t see why it’s not already legal. There are significantly more benefits to using marijuana over many commonly over prescribed medications in the US.","1","0.12"
"I fear for caregivers, as we are the ones making sure those without income are getting their meds and recommendations . We should be allowed more patients .","1","0.12"
"I feel as if it should be legal now.  Its benefits FAR outweigh the negatives (If there are even any negatives?)","1","0.12"
"I feel it's long overdue but I worry about over regulation and big corporations taking over and lowering quality and accessibility in order to profit. ","1","0.12"
"I feel it should be federally legal across the country","1","0.12"
"I feel it should be federally legal and feel it is criminally wrong for a plant such as cannabis with its wide range of healing properties to be illegal. ","1","0.12"
"I feel it’s long over due","1","0.12"
"I feel like its a fine idea. Its safer than alcohol and provides tons of benefits","1","0.12"
"I feel that cannabis is much safer than alcohol, and I strongly feel that more widespread legalization would be beneficial.","1","0.12"
"I feel that it's more than about time!","1","0.12"
"I feel that people should have the right to choose what they need to help them, and if Cannabis helps they should be able to get it.","1","0.12"
"I feel we have been deceived and manipulated and abused by our government.","1","0.12"
"I fully support full legalization. In Massachusetts, however, I have been disappointed with the stigma still attached despite being legal. This shows up in the form of barring cannabis users from using anywhere outside a private home and from growing “within view of others.” Legalization is great, the implementation isn’t always","1","0.12"
"I fully support responsible use of cannabis for both medical and recreational purposes.","1","0.12"
"I fully support the legalization of cannabis.  It is an amazing plant that helps so many people in many different ways.","1","0.12"
"I have mixed feeling about the legalization of cannabis. I think it should be used for medicinal purposes and that people who use it recreationally should use it responsibly. I worry that legalization will turn into Big Weed (like Big Pharma) and that access/costs will become problematic once that happens. If/when it becomes legal on that level, I hope that people with marijuana charges will be helped.","1","0.12"
"I have mixed thoughts.  I am concerned about recreational use among the young increasing.  I am also concerned about the impact it may have on medical use due to the quality and availability of specific strains decreasing as the government controls the sale of all cannabis.  In Canada many growers jumping on the opportunity are becoming ‘mass producers’, as we’ve seen with other crops - this always has a negative impact on quality.  When anything becomes big business the consumer suffers - and I can see this affecting medical patients most of all.","1","0.12"
"I have no problem with it being legal. There seems to be a big problem out there regarding temper and violence. May be this will help tone it down some. :) ","1","0.12"
"I hope it becomes federally legalized and regulated ","1","0.12"
"I HOPE IT DOES NOT IMPACT THE MEDICAL COMMUNITY WITH OUR NEEDS. ","1","0.12"
"I hope it doesn't push the medical program out when the state sees how much money they can make on rec.","1","0.12"
"I hope it drives down prices for medicinal users","1","0.12"
"I hope it happens!! It's so hard for me to get and helps so much.","1","0.12"
"I hope the world mellows out and behaves with selflessness","1","0.12"
"i like it but feel like there's more law's","1","0.12"
"I love it","1","0.12"
"I love it. I live in Florida and very limited at what you can get.  but it has helped my life so much with my pain. I'm able to do so much more.     ","1","0.12"
"I love it. Waited most of my life for it.","1","0.12"
"I never thought i'd see the day.","1","0.12"
"I refuse to take meds for many serious ailments and pain. Cannabis has given me my life back and made a lot of mental anguish subside and be tolerable!","1","0.12"
"I see no reason that it should be legalized. It is extremely important while going thru chemo.It is extremely helpful with pain. No one ever died from overdose nor fo I deem it additive to lead to opiods","1","0.12"
"I strongly believe that it should be federally legalized!","1","0.12"
"I strongly support legalization","1","0.12"
"I support both the legalization and the proper, fair taxation of it.","1","0.12"
"I support it ","1","0.12"
"I support it 100%","1","0.12"
"I support it and always have","1","0.12"
"I support legalization ","1","0.12"
"I support medical use but generally opposed to recreational use ","1","0.12"
"I think cannabis could be very beneficial.  However, because it is currently illegal, very little research can happen.","1","0.12"
"I think cannabis has a lot of benefits to prescription drugs and feel they should legalize it in every state   ","1","0.12"
"I think great.","1","0.12"
"I think it's a civil right","1","0.12"
"I think it's a great idea, and a great way for our struggling economy to rebuild by taxing use and putting it back into our infrastructure, education, benefits for disadvantaged folks. I'm all for it! Cannabis has so many beneficial uses, and I find it disheartening that it's categorized in the same drug class as heroine and other opioids.","1","0.12"
"I think it's a great movement ","1","0.12"
"I think it's about time to stop the stigma of this obviously wonderful medical plant. ","1","0.12"
"I think it's absolutely imperative that cannabis be legalized across the entire country!  So many people are suffering from the dangerous side effects of prescription drugs and cannabis could effectively be the much healthier option of the answer they're looking for.","1","0.12"
"I think it's good, but I don't want to see it get out of control where people are just smoking it walking down the street.  Also, I have a teen heading to college that I'm for so I want her to be focused.  I know people who smoke and vape it all day long, and I don't think that's good.","1","0.12"
"I think it's great","1","0.12"
"I think it's great and necessary.","1","0.12"
"I think it's important that it's done in a respectful and thoughtful way instead of becoming the next big capitalist machine, given the history of the plant I think that would be pretty upsetting.  And  I hope that legalizing cannabis will lead to people who were arrested because of the war on drugs being released from prison??","1","0.12"
"I think it's long overdue ","1","0.12"
"I think it's long overdue and hope the government or corporations do not screw it up. I also hope prices come down a little. I hate to have to choose between sleep/pain or spending too much.","1","0.12"
"I think it's the most important next step that needs to happen for a multitude of conditions and struggles. It's also vital that it be de-scheduled so accurate research can happen and everything we know is not based on anecdotal information.","1","0.12"
"I think it's wonderful. I hope that it enables this amazing therapeutic plant to reach more number of people. I hope that it can help to dispel the false information that our government has perpetuated surrounding cannabis. I hope that it encourages evidence based decisions on the subject.","1","0.12"
"I think it is a Godsend to those who suffer and find out that it actually helps. It is a good thing. Hope the stigma from the past melts away. It's just another drug like any other in my opinion. I'm most for medical use. But recreational use is ok I guess. Make it legal. Have laws/legal age/id, etc. and enforce it like any other legal drug.","1","0.12"
"I think it is a good idea, and it should replace tobacco.","1","0.12"
"I think it is a good thing, it is a very helpful medicine in many different ways for so many people. ","1","0.12"
"I think it is about time that this is available for all,","1","0.12"
"I think it is fantastic and absolutely necessary to the health and well being of society...","1","0.12"
"I think it is great and hope it continues to be more regulated, hopefully stay same prices or get cheaper, and stigma decreases","1","0.12"
"I think it is great and that it is something the federal government needs to do as well.","1","0.12"
"i think it is great.. alcohol is far more damaging and socially accepted.. crazy","1","0.12"
"I think it is long overdue, I believe that the effects of lobbying was responsible for and continues to impact legalization of cannabis, and that law enforcement would like to continue to make it illegal for the amount of money generated by its illegal use. ","1","0.12"
"I think it should be ","1","0.12"
"I think it should be just for medical","1","0.12"
"I think it should be legal ","1","0.12"
"I think it should be legal all across the board ","1","0.12"
"I think it should be legal everywhere ","1","0.12"
"I think it should be legal everywhere.","1","0.12"
"I think it should be legal federally.","1","0.12"
"I think it should be legal in all states for medical use. As for recreational use, it should be monitored to prevent driving or operating machinery, etc.under the influence of cannabis.","1","0.12"
"I think it should be legal worldwide","1","0.12"
"I think it should be legalized and treated like tobacco.","1","0.12"
"I think it should be legalized so the products can be regulated. Recreational users pretending to be medical patients have shifted the products available towards only high THC products and those aren't always the best products for medical patients. I rarely see products with known cannabinoids and terpenes that have been shown to reduce inflammation and nerve pain. I don't mind if they also use cannabis, but I would like to have more medicinal strains available and more consistency in the products. The wait times and process are also ridiculously long because of the additional people. If we are going to say it is a medicine it needs to be treated as one, but we can also acknowledge that some strains are more for recreational use and others are for medicinal use.   ","1","0.12"
"I think it should be recreationally legal on a federal level and taxed to help the country’s debt. It needs to be cheaper and accessible for ALL especially in an opioid epidemic ","1","0.12"
"I think it should be, I spent 3 weeks in Colorado I find it better then alcohol and oh so healthy for you.","1","0.12"
"I think it was a long time coming. The stigma surrounding cannabis is ridiculous, and the medical benefits have been recognized across the world long before the arbitrary laws were put in place. ","1","0.12"
"I think it was should be regulated like alcohol","1","0.12"
"I think it will solve the economic crisis we seem to be falling back into. ","1","0.12"
"I think it’s a great idea ","1","0.12"
"I think it’s awesome! It’s about time it has so many health benefits everyone could benefit by using it. ","1","0.12"
"I think it’s fantastic it allows me to not put pulls in my body any more","1","0.12"
"I think it’s great ","1","0.12"
"I think it’s great . It’s a naturally growing herb . ","1","0.12"
"I think it’s great, medically it can help a lot of different ailments and replace prescriptions for opioids. I’m looking forward to new breakthroughs in medicine due to cannabis.","1","0.12"
"I think it’s ridiculous that it is not Federally legalized yet.  Alcohol is worse ","1","0.12"
"I think its great for people who have medical needs glad it got legalize.","1","0.12"
"I think medical cannabis legalization is very important. Recreational, not so much.","1","0.12"
"I think medical marijuana should be legal. Not sure about recreational use.","1","0.12"
"I think most adults are of sound enough mind to make an informed decision for themselves without the misguided information from big pharmaceutical companies and doctors that are totally ignorant to the effectiveness and benefits proven over time from various trustworthy sources. ","1","0.12"
"I think ppl will absue it","1","0.12"
"I think that it is about time!","1","0.12"
"I think that it should be monitored and used medically. I am not to excited about it being recreational","1","0.12"
"I think that it will help many people, and harm a few.  However, ultimately, individuals who are helped or harmed must take personal responsibility for their own decisions.  Just as there are people who misuse alcohol, there will be people who misuse pot.  I expect most of the people who misuse pot to fall in to one of two categories:  1. People who already misuse it.  2. People who already misuse other drugs (alcohol and prescriptions included)  If a large number of people get a quality of life improvement, at the expense of indulging people who are already using far more dangerous drugs, I see it as a net benefit.  State resources should be spent on education and rehabilitation, rather than a futile attempt at prohibition.","1","0.12"
"I think the age should be 25, and there should be training on how to use cannabis intoxication to the advantage for better living and to avoid the pitfalls","1","0.12"
"I think the U.S. Gov needs to amend weed and make it legal for everyone to use in every state. I should be able to travel with my medicine & use my medicine no matter which state i visit.","1","0.12"
"I think the war on drugs has been an abysmal failure and needs to end.  That being said strong protections need to be put in place for medical cannabis patients as well as the products they use, and research needs to be increased dramatically.  Policies need to be fact and science-based, personal believes have no place in cannabis policymaking.   ","1","0.12"
"I think there needs to be more uniformity when it comes to laws and regualtions across cities and towns as well as across states. I think testing facilities should be audited by third parties. I think that testing regulations should also be uniform across the US- strict like MA is preferred.","1","0.12"
"I think we're still behind the times. I'm moving to New Jersey next month, where I'll have to see a local doctor for at least one year before I can even get attempt to get registered for medical marijuana use. When I stop smoking, I get sick to the point of vomiting. And now I HAVE to stop smoking, or break the law. It's painful and unnecessary.","1","0.12"
"I think we need to compare all other states and find out what the changes have been and if its for the better all around, just not incl economy.  I would have to say YES - lets legalize it!","1","0.12"
"I totally agree it should be legal for over 21","1","0.12"
"I very happy that our state has finally legalized the use of these products, very helpful for my pIn","1","0.12"
"I was a Massachusetts resident that voted against the law to allow access to medical cannabis. 2 years later I found myself exploring the benefits of cannabis for some chronic health issues. I was naive and uninformed about the medical cannabis industry. Medical cannabis has improved the quality of my life and I regret that I let “old stereotypes” of marijuana influence my decision making process. I support access to medical cannabis today. ","1","0.12"
"I was a proponent and still am ","1","0.12"
"I was against cannabis for many years. Long before any dispensary opened near me, my husband tried getting me to consider using it, but I always refused. Having become for educated through research when I first heard a dispensary was opening near me, I decided to give it a try, and it helps my quality of life enormously. Had recreational been legalized first (or rec. dispensaries came out first), I might be more hesitant to try it...but now I'm all for it","1","0.12"
"I wish they would have done it sooner ","1","0.12"
"I worry that rec use could increase use by children and others who will not use it responsibly. ","1","0.12"
"I would like everyone to know the pros of cannabis use","1","0.12"
"I would like it to be legalized and have a cap as to how much money it can cost. And would like big pharma to stay out of it","1","0.12"
"I would like to be able to purchase without FDA regulations and control. I’d like to be able to work with my Dr. through reputable sources, without threat, to treat my illness.","1","0.12"
"I’m a medical caregiver. I believe whoever wants it should be able to have it. ","1","0.12"
"I’m all for it ","1","0.12"
"I’m for it","1","0.12"
"I’m for it ","1","0.12"
"I’m for it as long as it is done in the proper places. ","1","0.12"
"I’m in full support of it. If we can legalize alcohol and tobacco, both substances with lots of dangerous side effects, then we can legalize cannabis which has few negative side effects","1","0.12"
"I’m in support of legalization ","1","0.12"
"I’m pretty happy about it and maybe it can reduce stigma","1","0.12"
"I’m very pleased it has passed","1","0.12"
"ibthink just the Medical should remain legal","1","0.12"
"If it is legalized, there needs to be better consumer education regarding safe consumption.  ","1","0.12"
"if we can get it legalized on a federal lever, maybe insurance companies will change their stance and cover medical marijuana just as they do Percocet, Vicodin, etc. I am out of work due to an accident on a job, now I could no longer afford private health care so I am on Mass Health. I have 2 sons and my wife is a student so we survive off my weekly workers comp check. After my surgeries, unless I want to load up on oxycodone, I have to pay out of pocket for medical marijuana, which can be costly, especially on low income.","1","0.12"
"If you're 21, it should be legal.","1","0.12"
"Illegal cannabis is absurd. Making plants illegal is stupid.","1","0.12"
"Im very happy they leaglized medical & recreational  ","1","0.12"
"imperative","1","0.12"
"In favor","1","0.12"
"In favor of complete legalization for any purpose","1","0.12"
"in favor of legal cannabis","1","0.12"
"It's a good thing but the state government is taxing it too much. The black market is much cheaper. ","1","0.12"
"It's a must","1","0.12"
"It's a travesty that we have to have this conversation. It should be federally legal, regulated, standardized nomenclature and people should be able to grow/produce their own products and have access to educational tools to allow them to do that. Big corporations are already doing damage to this industry.","1","0.12"
"It's a wonderful supplement, that needs more research ","1","0.12"
"It's about damn time!","1","0.12"
"it's about time","1","0.12"
"it's about time ","1","0.12"
"It's about time ","1","0.12"
