"id","Strain 1","Strain 2","Strain 3"
10270973993,"clementine ","jack","hawaii spice"
10233496428,"Sin Mint","Cornbread","Sour Diesel"
10230530276,"Indica","Sativa",""
10230323835,"Hope's cookies","Og Kush","Snowflake"
10230318306,"CBD","",""
10229534721,"Jack herer","blue dream","durban poison"
10229467510,"Blue Cheese","Blue Dream","Gorilla Glue #4"
10215597692,"Indica-stain unknown","",""
10192572679,"9 Lb Hammer","Grand daddy purple","Girl Scout Cookies"
10184422610,"Afghan","Jedi","Girl Scout"
10176527440,"light saber","grape god","lemon jeffery"
10172560254,"don'[t know","don'[t know","don'[t know"
10148937663,"Indica","Sativa","Combination of indica & sativa"
10145856040,"GG#4","GSC","chocolate oranges "
10142697202,"Kush","Haze","CBD-heavy"
10142594482,"Blue Dream","Facewreck",""
10133394849,"Critical mass","Grape God","Blueberry Pie"
10131646744,"cookies creem","lemon skunk","gorilla glue"
10131449748,"CBD 1:1","CBD 4:1","OG CUSH"
10130189844,"Purple haze","Bruce Banner ","Ghost Train Haze"
10128053039,"Bio diesel","God bud","Grandaddy purple"
10121028147,"Lemon Jeffrey ","Na","Na"
10113930337,"Lemon Jefferies ","Las vegas bubba kush ","Tres sisters"
10647197076,"Wedding Cake","Blue Dream","Cornbread"
10550852127,"Night nurse","Doc holliday","Guava d"
10362985928,"Sativa","",""
10312356549,"blue dream","",""
10247895568,"I have not been provided an option to even choose","I have not been provided an option to even choose","I have not been provided an option to even choose"
10239109393,"Kush","Haze","20:01"
10233167213,"Gorilla Glue","Jack Herrer","Girl Scout Cookies"
10231071470,"deisel","king kong","die hard"
10231064575,"Kush ","Glue","Death"
10231061737,"Don’t know any of this","Unsure","Unsure"
10229917580,"Headband","Moose & Lobsta","Huckleberry Kush"
10229702272,"Super silver haze","GSC","Honey Bananas "
10191486164,"Cookies and cream ","Buddas sister ","Kush"
10147173145,"og kush","",""
10143088122,"Schnazzleberry","Killer queen","Clementine "
10138206762,"Strawberry Lemonade","White Widow",""
10134812473,"Jack Frost","GG#4","The Guice"
10131630769,"Sweet tooth","Blueberry ","Facewreck"
10129907149,"idk","idk","isk"
10127959516,"blissful wizard","lemon","gg4"
10127840609,"Peach Puree","Sour Diesel",""
10127463593,"BRUCE BANNER","MIMOSA","TANGERINE HAZE"
10127249037,"KT Dawg","GG4","Girl Scout Cookie"
10127236538,"C99","Black mamba","Mr clean"
10516361607,"sour diesel","og kush","high CBD strains"
10323152506,"Pure CBD Oil with Hemp Seed Oil","Pure CBD Oil with Hemp Seed Oil","Pure CBD Oil with Hemp Seed Oil"
10300721133,"no preference","no preference","no preference"
10235638327,"Indica","Sativa",""
10232773585,"Indica","",""
10229482517,"ac/dc","pennywise","unknown high cbd/thcv strain I grew"
10229369078,"?","",""
10229317169,"24K","golden Banana","tangie"
10229308968,"Banana Kush","Durban Poison","Girl Scout Cookie"
10192602117,"I","Dont","Know"
10167813084,"Sweettooth","Facewreck","Fruity pebbles kush"
10142639674,"stativa","",""
10134674468,"Four Lights","CBD Yummy","AC/DC"
10131302646,"using tinctures","using tinctures","using tinctures"
10127300620,"No preference","No preference","No preference"
10127177091,"Tangie","Chuck OG","Star Dawg"
10124268487,"Grape God","Lemon Jefrey","No idea"
10113196949,"Peach puree","White widow","Gorilla glue"
10112996557,"Scott’s OG","Night nurse","Girl Scout cookie "
10239175816,"Ol'Mendo Hashplant","Panama Red","Cinex"
10233094381,"Pennywise","Green Crack","White Widow"
10232232344,"Indica","",""
10231913670,"CBD","CBD indica hybrid","Indica"
10231412715,"Girl Scout cookie","The hog","Wappa"
10229872745,"9 lb. Hammer","",""
10229324694,"Grape ape ","Blueberry ","Triangle kush"
10217744665,"CBD full spectrum","CBD pure","CBD vape"
10180291383,"Northern lights ","GG4","White widow"
10170370957,"Sativa","Indica","Hybrid"
10166791366,"indica","",""
10165480771,"Purple Haze","Indicol B","Gorilla Glue"
10165361462,"Not sure.","Not sure.","Not sure."
10164915493,"Blue Dream","Pineapple Chunk","Tangerine Haze"
10163162820,"none","none","none"
10155895979,"Cherry Pie","XJ13","Blue Dream"
10153507665,"Sativa","Indica","Hybrid"
10142608136,"Wedding cake","Lemon ","Fruit loop "
10131850082,"Setivas","Hybrids","Indica"
10131678338,"Cinderella","Night nurse","Girls Scout Cookie"
10131229054,"sunset shertbert","star dawg","gorilla glue"
10128005337,"peach puree","cookies and cream","lemon merangue"
10127793457,"black d.o.g.","night nurse","blue dream"
10127657862,"peak","float",""
10127654232,"Me.Clean","Lemon","Highwayman"
10127406972,"star dawg","gorilla glue","sunset sherbert"
10127251265,"Facewreck","4 pack mini ","Black widow"
10125280005,"Blue Dream","Northern Lights","Cindy 99"
10116480749,"Gorilla Glue","Girl Scout Cookies","Flo OG"
10499323228,"Sour Candy","Diesel Dough","88g13 hashplant"
10368261978,"Mr. Clean","Stardawg","G88 Hashplant"
10353027281,"Tang tang Afghani","Double stuff","Purple Lamborghini"
10233153110,"Skywalker Kush","MOB","Blueberry"
10230603790,"any Indica","",""
10229883527,"Girl Scout cookies ","Jack Herer","Royal Gorilla "
10229621245,"AC/DC","Pre 98 Bubba Kush","Scout Cookies"
10229608780,"Purple urkle","Zkittlez ","Jack Herer "
10229505690,"Harle-Tsu","Island Sweet Skunk","Lime Skunk"
10229370437,"Kush","",""
10223801994,"hybrid","hybrid","hybrid"
10190392230,"girl scout cookies","headband","purple urkel"
10157075071,"white fire OG ","golden lemons","northern lights"
10143077190,"Jack Pine","Clementine ","Grapefruit x Chem D"
10137922390,"Barcelona ","Grand daddy purple","Taffie"
10134444954,"Lemon Jeffery","GG X FPOG","Bio-Diesel"
10133256299,"Gorilla 🦍 glue","I prefer indica dominent","I can’t name 3 sorry"
10131883157,"Indica","Indica","Indica"
10130787672,"Bruce Banner","Ghost Train Haze","GSC"
10127918275,"blue dream","grand daddy purp","amnesia haze"
10127640409,"GG #4","Sour Diesel","Blueberry Pomegranite"
10127434115,"Not sure ","Not sure ","Not sure "
10127189561,"Mr clean","Lemon Maringe ","Purple glue"
10127164315,"Lemon Skunk","CBD Yummy","Kushberry"
10463520639,"Black Triangle Kush","GG4","Flo"
10314764856,"Indica","Hybrid sativa dominate","Sativa"
10308744405,"2:01","any indica","any hybrid"
10259196295,"High CBD, low THC","High THC, low CBD","Balanced CBD and THC"
10244892012,"California Kush","",""
10232898612,"Jellybean","White widow","Huckleberry"
10232380231,"Jack herer","Lemon skunk","Blueberry headband"
10231285230,"Mango ","Grand daddy purple ","Shiva  skunk"
10230014122,"Purple kush","Gorilla glue #4",""
10229975238,"Lemon Squeeze","Albert Walker","Gorilla Glue"
10229687684,"Cannatonic","Jack Herer","Lemon cello "
10229676773,"Girl Scout cookie","Bubble gum",""
10229359369,"Medical Mass CBD","Grand daddy Purple","Blue Dream"
10195755785,"white widow","rasberry kush","sensi star"
10192622432,"Lemon skunk","Lemon kush","Tangerine"
10192490652,"Citrix","Bruce Banner","Amnesia Haze"
10188478016,"Buddha's Sister","Heavenly Haze","Citrix"
10175275460,"sativa","",""
10170229155,"Do Si Dos","Cannatonic","LA Chocolate"
10168000728,"Cbd 1:1","Any indica","Moonshine haze"
10166114652,"indica","hybrid","sativa"
10153479989,"Green crack","Sour diesel","Blue dream"
10139120406,"Sweet Tooth","GG4","Flo"
10135253638,"Sunset Sherbert","Grandaddy purple","Lucky Charms"
10129421681,"Girl Scout cookies ","Gorilla glue #4","Durban poison "
10127686715,"Nepali","Chuck OG","Dank Sinatra"
10127518011,"Alaskan Thunder Fuck ","Blue Dream ","Amnesia Haze "
10127257620,"Tangerine Haze","Lemon meringue ","Peach purée "
10127001678,"Golden Glue","critical Mass","Holy Grail"
10120088047,"gorilla glue","moonshine haze","cookies and cream"
10113325824,"Lemon Jeffery","Grape God","Super Silver haze"
10113042932," Grape God","",""
11121905332,"Blue Dream","Mob Boss","Wedding Crasher"
10937584160,"Cw cbd hemp oil ","Smoking flower Indica","Thc shatter"
10234107777,"Thunderstruck","Gorilla Glue #4","Bubba Fett"
10232503546,"Obama Kush (high pain)","Sweet Island Skunk (low pain/mood lifter)","AcDc (Fibro maintenance)"
10232360437,"Indica/Indus (Ganja)","Indicus hybrid","""Triple G"" (Nevada dispensary)"
10230681725,"Blueberry kush","Trinity","Pine"
10230536550,"Ac/Dc","Charlottes web","Others"
10230431590,"indigo","sativa","mixed"
10230399786,"Ringo's gift","Girl Scout Cookies","most hybrids"
10230315461,"lemon walker","MOB","blue dream "
10230283776,"9lb hammer","1:1 acdc/gsc",""
10229935186,"Chem Dawg","Jack Herrer","Charlotte's web(Never tried)"
10229451801,"lemon skunk","cindy 99","northern lights"
10229332529,"Stavia","Hybrid","Cbd"
10192853887,"Jack hearer","Black mambo ","Any haze"
10190711176,"dont know","",""
10171532408,"Unknown","Unknown","Unknown "
10154763373,"face wreak","",""
10138138429,"dont know","dont know","dont know"
10123538695,"CBD Critical Mass","Strawberry Cough","Cannatonic"
10122742896,"Gorilla glue","Lemon Jeffrey","Bubba kush"
10118791641,"Og kush cbd","Pennywise","Purple orange cbd"
10239513823,"Blackberry ","Northern Lights","Maui Waui"
10233619569,"Critical mass","blue dreams","El Fuego"
10233274468,"bluedream","critical mass cbd","harlequin"
10232097349,"SAH","LA Lady","91"
10231676273,"Purple kush","Girl guide cookies","Mixture of flower"
10230517511,"I don't know ","",""
10229749100,"Pure Sativa","Pure Indica","Most Hybrids"
10229669631,"stavia","stavia","stavia"
10229666678,"No favorite ","No favorite ","No favorite "
10229450623,"Blueberry","Pineapple express","G2"
10229449766,"Indica","",""
10229350099,"Any I get my hands on","",""
10229331171,"Platinum","AC/DC ","?"
10199260945,"girl scout cookie","",""
10192518925,"Lemon Haze ","Candy Jack","Amnesia Haze"
10188202259,"Skunk ","",""
10179881172,"Blue dreams","Strawberry haze","Acapulco gold"
10174913763,"Garilla glue","Bio diesel","Black dog"
10168596483,"Jack Cookies","Big City Lights","Skywalker Kush"
10162754933,"ACDC","Sugar Black Rose","Critical Kush"
10152080971,"high thca hybrids","",""
10146160169,"Extreme cream","Double tangie banana","Double stuffed"
10146124602,"Flower","",""
10143109892,"Moonshine haze","Lemon ice","Gelato"
10142594370,"Sour diesel ","blue dreams","Goji og"
10131268897,"unsure","unsure","unsure"
10129721114,"GG4","GRAPE GOD","NITE NURSE"
10127324019,"Blue dreams","Strawberry Diseal ","Lemon Jeffery "
10127180821,"Girl Scout Cookies","Gorilla Glue ","Swap Thing"
10118545790,"Grape God","Lemon Jeffrey","Peach Purée "
10113758110,"Bio diesel","Grape crush","Cinderella"
10112212744,"Blue dream","Ak47","French toast"
10468360710,"gg3","lemon jeffery","bio diesel"
10275638274,"Sour Diesel","Golden Strawberry","ACDC"
10234579821,"Frida","Harlequin ","Kosher Kush"
10231985248,"Vanilla kush","gorilla glue","Grand daddy purple"
10231678479,"Indica","50/50","Sativa"
10231390490,"Don’t have one yet","Don’t have one yet","Don’t have one yet"
10231385105,"Cannatonic","Charlottes Web","CBD Blue Shark"
10230330738,"ASH ","x","x"
10229707932,"Granddaddy Purple Gdp Indica. ","Bubba Kush Bk Indica","Northern Lights Nl Indica"
10229649057,"Golden Goat","Blue Dream","Grape Ape"
10229627874,"Indica","S",""
10229505070,"Northern Lights","Purple Kush","White Widow"
10229426798,"Katsu Bubba Kush","Gorilla Glue","Cookie Pebbles"
10229408873,"Durban Poison","Cannatonic","Tahoe OG Kush"
10229396846,"Good Medicine","Harle","Tangie"
10229326183,"?","",""
10229300055,"Girl Scout Cookies","Bruce Danner","Blue Dream"
10192677147,"sour diesel","cush","indica"
10192041422,"Mandarin Jack","GG4","My Own"
10186789647,"Tardis #9","Skywalker OG","White Rino"
10167747571,"Sativa","Hybrid","Indica"
10167303076,"Gorilla glue","Master kush",""
10166265569,"Sativa","Indica","Sativa indica hybrids "
10166070277,"???","???","???"
10159485373,"bask blend","bubbak","lemon jeffrey"
10156466084,"Trainwreck","Jack Pine","Hindu Kush"
10146273078,"Chem Dawg","Jack FRost","GG#4"
10143858890,"sour diesel","granddaddy purple","bubblegum "
10143179433,"Star 91 #8","sweet tooth","sour diseil"
10136017627,"Corn bread ","Purple Eclipse ","Blue cheese"
10131149670,"Gorilla glue","Tres sister","Bio deisel"
10129519603,"Tres sister","Girl scout","Peach puree"
10129486983,"kush","glue","og"
10127300314,"Gorilla glue","Blue dream","House blend"
10120655061,"Corn bread","Purple train wreck",""
10113027515,"AJ Sour Diesel","Lemon Jeffrey","Gorilla Glue #4"
11320679343,"Gold or diesel OG","Lee roy","Citrix"
10631124791,"gg4","",""
10630387074,"Banana Split","Inzane in the membrane","Bio Diesel"
10263771500,"Harle Tsu","Canna Tsu","White Widow"
10255835761,"Cannabis sativa","Cannabis indica",""
10244599106,"don't have one (I'm a new user)","",""
10233820864,"Monkey Blood","Mango Kush","Mandarin Sunset"
10232035837,"Crew Shark with CBD (Indica with high CBD)","Mother Theresa (Indica with high CBD)","CannaTSRO1 (Indica with high CBD)"
10231434152,"Catatonic","White Widow","Harliquin"
10230249825,"Star Kush","OG Kush","Northern Lights"
10205960203,"Sour Diesel","Vyb Boost","Girl Scout Cookies"
10198838490,"Trainwreck","Lemoncello","White Lotus"
10194311177,"Gorilla glue","Og kush","Purple kush "
10192805695,"Southern D","Green Crack","Crystal Coma"
10174274823,"Mimosa"," Grandaddy Purple ","OG Kush"
10174148051,"Sour Diesel","flo","master kush"
10173431235,"home grown","n/a","n/a"
10160136536,"Gorilla glue","las vegas buba kush","girl scout cookies"
10146146224,"Jack frost ","Sativas","Gorilla glue "
10145514597,"facewreck ","herijuana","flo og"
10136711414,"Jack Pine","WhiteRhino x Bubba","Cookie Pebbles"
10131233757,"??","?","?"
10128242064,"Biodiesel ","Blue og","Lemon jeffrey"
10127160872,"Face wreck ","Brucebanner","Meltdown "
10127158548,"AC DC","CBD Yummy","Buddah's Sister"
10125692008,"Gorilla Glue","Girl scout cookie ","Holy grail"
10567408422,"Gorilla Glue","Northern Lights","Jack Herrer"
10280889006,"Blueberry ","Gelato","Harlequin "
10263513014,"Golden Goat","Blue Dream","Gorrilla Glue"
10255028590,"Magic Beans ( beta carophyleene) ?","Magic Beans ;-) ","Platinum OG"
10253635749,"n/a","n/a","n/a"
10235412173,"1","",""
10234287047,"super lemon haze","star killer","Northern lights haze"
10230820147,"Girl Scout Cookies","Gorilla Glue 4","O G Kush"
10230235893,"Cherry Pie","GDP","Durban Poison "
10229839162,"Sour Tsunami","Ringo's Gift",""
10229570428,"Congolese","Super Bubba","Comatose"
10229561329,"i dont know","indica","hi CBD strains"
10229507895,"White Widow","Acapulco Gold","Skywalker"
10229310948,"LA Confidential","Durban poison","Chocolope"
10229304627,"Indica","Sativa",""
10229298270,"Strawberry Lemonade","Moui Wowie","Northern Lights"
10192604228,"indica","sativa",""
10192498772,"critical mass","dancehall","snowdrop"
10178566386,"N/a","N/a","N/a"
10176321017,"blue dream","train wreck","Black dog"
10171522285,"don't have any","all seem the same","not much difference"
10168553663,"GG4","GSC","Alien Kush"
10166497491,"trainwreck","",""
10166086781,"home grown","",""
10141275570,"Bruce Banner","GG4","Strawberry Fields"
10138241574,"Hybrids that favor indica","",""
10137894296,"lemon merange","",""
10131582698,"Gg4","Lavender","Granddaddy purple"
10129511356,"Lemon Jeffries","Night nurse","Guava D"
10127580348,"lemon","",""
10127456257,"Grease Monkey ","Dead Head ","Cookies and Cream "
10114267357,"GSC","Bullfighter","Blue OG"
10618093668,"black raspberry","super lemon haze","vana white"
10351985976,"Kush","Sativa","Indica"
10307731360,"Cookies & cream","GG","TBD"
10232322099,"Grand Daddy Plum","Green Crack","Critical Mass"
10231949944,"Sativa","Indica",""
10230596390,"Blue dream ","Jack herer",""
10230225971,"mango crush","I don't remember strains, but I like indica dominant",""
10230198078,"Blue Dream","Gorilla Glue ","Jack Herrer"
10229779148,"Strawberry Cheesecake","Gods Lemon Skunk","Pineapple Express"
10229765765,"Diesel","White Widow","Skunk"
10229649053,"unknown","",""
10229605070,"The Remedy (CBD)","Querkle (Indica dominant)","Blue Power (indica dominant)"
10229554391,"INDICA SATIVA HYBRIDS","INDICA","SATIVA "
10229538834,"Unknown","Unknown","Unknown"
10229397458,"sour diesel","blueberry cookies","blue dream"
10176705221,"gorilla glue 4","lemon jefferies","sour diesel"
10168169939,"Sativa","Indica","Auto Flower "
10154976508,"Blue Dream","Shark Shock","Critical Kush"
10148289731,"Gorilla Glue #4","Lemon Jeffrey","Chem Dawg"
10142691158,"Buddha’s Sister","Citrix",""
10137889771,"NY Diesel","Wonder Woman",""
10137849877,"Bruce Banner","Face wreck","Sweet Tooth"
10134959359,"Bio deisel","Princess","Grape"
10131680927,"GG4","Grape God","Nite Nurse"
10131247244,"Sativa ","",""
10127477117,"OGKUSH","GORILLA GLUE","PANAMA RED"
10127256002,".","",""
10123570987,"Night nurse","Girl Scott cookie","Grape cod"
10626640573,"Bio deisel","Banana split","??"
10615762014,"lemon skunk","lemon jeffrey","girl scout cookie"
10232428512,"Ingrid","Cindy-99","MJ-23"
10231842260,"Hindu Kush","MK Ultra","Death Star"
10230506284,"Indica","Sativa",""
10230353468,"one to one","indica","pen"
10164134618,"Grease monkey","Kilamanjo",""
10145906026,"sour D","sativa","high bred"
10144348609,"Poets Walk","Mimosa","Lavendar/?"
10143691454,"Sacari","Jack white lotus","Poets walk"
10142680604,"N/A","N/A","N/A"
10138932667,"hybrid","sativa","indica"
10131187127,"C99","GSC","Blueberry"
10113144108,"Strawberry Fields","Grape god","Lemmon Jeffery"
10442910474,"aaa","",""
10416058133,"hybrid/sativa","hybrid/indaca","sativa"
10349445006,"high CBD","",""
10264278489,"Kush","Ghost train haze","Flo"
10248394143,"Don’t know","",""
10235746652,"dont know the strains","",""
10233663249,"indica","",""
10233431423,"Sativa","",""
10230729526,"Harlequin ","CBD Blessings","CBD Mixed"
10230383445,"OG Kush","Panama Red","Acapulco Gold"
10230236662,"Jilly Bean","Sour Diesel ","Lambs Bread"
10230141136,"any indicta","no sativa ","No luderalis"
10229888050,"Jack herer","Nine pound hammer","Skywalker"
10229864938,"1:1 THC:CBD","",""
10229729020,"?","?","?"
10229610141,"unknown","unknown","unknown"
10229491086,"Cornbread","Ace of Spades","Chronic Thunder"
10194494769,"gg#4","melodious funk x jack","whiterhino x bubba"
10176279610,"dont know","dont track","cant recall"
10166704081,"Gummies ","Smoke","Cream"
10166676707,"Amnesia Haze","Facewreck",""
10144481063,"Facewreck ","Moonshine haze","Any hybrid "
10139061871,"Bruce Banner","Flo","Jack Frost"
10131613868,"Sativa","Hybrid ",""
10131328156,"Grape God","Gorilla glue ",".?"
10131242201,"any kush","gorrilla glue","GSC"
10131213551,"indica","sativa","hybrid"
10129685307,"Sour Tangie","Sour Diesel","Tangie"
10128767761,"Don't not know","",""
10127374223,"Sativa","Indica","Hybrids "
10616891358,"blue nina","jack herer","something goat or goat something- I forgot name"
10464834197,"Blueberry","Hashplant","GSC"
10239634868,"pure cbd isolate crystals","",""
10237618095,"Sour Diesel","Train Wreck","Chocoloupe"
10235780578,"none","",""
10234061188,"Feel Relaxed Tincture","Bubba Kush vape cartridge","Feel Comfort Tincture"
10231640334,"Pineapple Dew High CBD","Blue CBD",""
10230571912,"I""m new","so this ","is unresearched"
10230376575,"Still experimenting ","",""
10229755208,"Serene","Calm","Soothe"
10229591098,"Don’t know","Don’t know ","Don’t know "
10229561917,"Sativa","",""
10229453603,"Purple urple","Golden pineapple","Dutchberry"
10229400598,"Un named hybrid cookies","CBD oils","Jack herrer"
10211274731,"Bruce Banner","Sour Sunset","Blueberry"
10168172790,"Blue Dream","Critical Kush or any Kush","Green Crack"
10163300389,"3D-3","3D-6","OG Kush"
10143929046,"Chem Dawg","Bubba Kush","High Times (Tahoe Kush hybrid)"
10142603713,"CBD","",""
10127253546,"lemon meringue","tangie 2.1 CBD ",""
10127186413,"OMG","Diesel","Indica"
10253887260,"blue dream","purple kush","kush dawg"
10234127592,"toast Gold","High CBD to THC ratio ","1:01"
10230410378,"Don’t know, but via internet","",""
10230050316,"Indigo ","CBD","Sativa "
10229641829,"Auto amnesia xxl ","Blue automazar ","Local sativa "
10229605942,"Maple Trainwreck","Blue Cookies","Jilly Bean"
10229526159,"Indica","Indica hybrid","1-5 CBD ratio"
10229502714,NA,NA,NA
10229472013,"OG Kush","High CBD OG Kush","Sour Diesel"
10229432345,"Chocolope","",""
10196676245,"Yeager","Jack Frost","Moonshine Haxe"
10178863429,"whatever I can get","whatever I can get","whatever I can get"
10171530553,"Domnesia","Cambodia","Nigeria"
10167632552,"Cbd","",""
10163295631,"?","?","?"
10146235500,"JACK PINE","Bubba x C99","Durban OG"
10132796279,"lemon merigne","star dawg","mr. clean"
10129485910,"Hawaiian Spice","Flo OG","Lemon Alien"
10128771503,"Thai landrace","Acapulco Gold","any Hawaiian strain"
10127999637,"I use CBD OIL","Very small amount of TCH",""
10127359614,"Meltdown","Tangie","Peach bliss"
10113996687,"Grape","Oil","Vapor"
10113110847,"Night Nurse","O.G.Kush","Night Train"
10233142044,"White Widow","Cannatonic","Super Lemon Haze"
10231064348,"White Widow ","ACDC","CBD"
10230754508,"CBD oil","THC oil ( received in capsules)","Salves"
10230141012,"MOB","Critical Kush","Chem Dawg"
10229595919,"CBD","Indica",""
10229467101,"AC/DC","GSC",""
10229389083,"Indica","",""
10229354740,"harlequin ","casey jones","blue dream"
10166135661,"?","?","?"
10152846051,"White Widow Auto","Easy Rider",""
10144588236,"Transdermal patch","Watermelon fruit drops","Iced tea"
10142699153,"GG#4","Sweet Tooth","Fire OG"
10140845616,"Nepali temple","Clementine","Killer Queen"
10138030915,"AK 47","White Widow","Bubblegum"
10131554522,"GG4","Pineapple Express","Super Silver Haze"
10113828646,"High CBD","High CBD","Indica"
10113809878,"THC 5 mg gummies","10mg CBD capsule ",""
10281129055,"Hybrid ","Sativa","Indica"
10244871164,"Indica","Sativa",""
10238126659,"panama red ","sin mint","gorilla glue"
10230022114,"White widow","Super Lemon Haze","OG Kush"
10229633882,"Harlequin","Royal Kush","ACDC"
10229630948,"Don’t know","N/a","Na"
10178041862,"?","?","?"
10168777404,"Girl Scout ","AK-48","Any"
10144506582,"pure kush","blue dream",""
10128945239,"highwayman","purple dawg","citrique"
10127804909,"CBD","Stavia","Indica"
10243813684,"I don't know","just learning about cbd",""
10230234279,"Indica Purple Urkel","Indica Chronic Thunder","Indica Recon"
10229949182,"Sour diesel","Purple eater","Corn mash"
10229706080,"Indica","Tikum Olam",""
10229395392,"the","good","stuff"
10229388787,"Master Kush","GSC","Northern Lights"
10229334562,"? Use 3/4 CBD to 1/4 THC ","Full THC for high pain","1:1 CBD:THC "
10138940954,"Na","Na","Na"
10132045124,"don't use","",""
10131387520,"Mr. Clean ","Grape God","Longs Peak Blue"
10127496364,"Domnesia","Gg","Chemdawg"
10232104389,"Indica CBD","Indica THC ","THCa unknown strain"
10230246660,"CBD:THC","INDICA","SATIVA"
10229567404,"Touchstone Essentials CBD/Hemp Oil","",""
10160356483,"unk","unk","unk"
10142625629,"Bruce Banner","Sweet tooth","Lee Roy"
10131629058,"I take mostly CBD extracts","",""
10127331399,"Sour Diesel","Meltdown","CBD oil"
10239531679,"CBD","THC",""
10233218847,"any high CBD","Moderate THC","Mix"
10230933279,"CBD Hemp Oil","",""
10230598781,"sour diesel","blue dream ","cannatonic"
10230474596,"Train Wreck","Headband","Jack Herer"
10230393816,"ACDC","Durban Poison","Death Star"
10230255552,"Do not use","",""
10229536593,"Don’t know","",""
10131197878,"Not sure","Not sure ","Not sure"
10119017610,"Don’t know","Don’t know","Don’t know"
10248414752,"Indica","Sativa","Kush"
10233315156,"tcp","",""
10231291558,"Sweet tooth","Jack frost",""
10229301530,"Katsu Bubba Kush","Blueberry Cobbler CBD","Sour Kush"
10229291368,"Blue Dream","",""
10142762492,"maes Cannatonic","Harlequin","Big Bud"
10128208218,"Girl scout","",""
10263390124,"unknown","unknown","unkown"
10230119752,"Desert Diesel","Dawg waltz","Meltdown"
10229692062,"Harlequin","AC/DC","Durban ?"
10193457250,"LSD","Tangerine Kush","Critical Kush"
10567487173,"Rick Simpson Oil","",""
10232720349,"cinex","",""
10229403521,"Whatever's available","",""
10166567441,"no fav","",""
10142947535,"GG4","GSC","Homegrown kush variety"
10127451035,"Gorilla glue","Pineapple Express ","Super lemon haze "
10127357215,"blueberry","oc","none"
10125705542,"Not sure of strain","Not sure of strain","Not sure of strain"
10238111177,"CBD","CBD","CBD"
10229940666,"Not sure","Not sure","Not sure"
10229447544,"don't have favorites","",""
10132169596,"Hybrid","Indica","Sativa"
10122896731,"indica","hybrid","sativa"
10229963199,"Phoenix Pearls","",""
10229340407,"Sativa","",""
10233531303,"N/A","",""
