"q52","What questions regarding cannabis did we not ask that are important to you?","n =  234"
"It's not a question, but I would love instructional workshops on site about the growing and cultivation process. The employees are brilliant, but a guided tour to see the seed to harvest process could dispel a lot of misinformation. ","1","0.43"
"It's not which questions, it's just that some of you multiple choice didn't have a correct choice among the selections for my situation. I am a disabled semi-shut in with little use experience. ","1","0.43"
"It wasn't asked but I would like to know about efforts to increase quality of products available.","1","0.43"
"Lab testing for pesticides. Why did the majority of dispensaries in California they all their pesticide testing? How many dispensaries in Massachusetts would feel their pesticide testing? We are told there are no pesticides on the cannabis. Yet, my allergies flare up severely after medicating sometimes.","1","0.43"
"Laws and legality","1","0.43"
"Liklihood or interest in working in the cannabis industry. ","1","0.43"
"Maybe if we know someone who needs it but wont because of socieatal pressure or stigma/ uninformed shame","1","0.43"
"Medical conditions that are impacted by cannabis use (bipolar disorder, other mental health conditions).","1","0.43"
"More self medication, outside controlled use.","1","0.43"
"My doctor had already answered all the key questions. He's very good. We need more doctors in pain management.","1","0.43"
"na","1","0.43"
"Need to fix medical program issues and reboot this license process ","1","0.43"
"negative long term effects","1","0.43"
"No clue","1","0.43"
"Nome","1","0.43"
"Non, great job!","1","0.43"
"none ","1","0.43"
"None  ","1","0.43"
"None come to mind ","1","0.43"
"none that I can think of","1","0.43"
"None that I can think of","1","0.43"
"None, thank you for conducting this research","1","0.43"
"None, that I can think of.","1","0.43"
"None, this was a pretty comprehensive survey","1","0.43"
"nonw","1","0.43"
"Not Sure","1","0.43"
"not sure ","1","0.43"
"Not sure ","1","0.43"
"Nothing ","1","0.43"
"Nothing I can think of","1","0.43"
"Nothing I can think of, thanks","1","0.43"
"Percentage of ppl who buy it","1","0.43"
"Pesticides and such. Not just organic. I came from California. There is so much info about your product. Here, a warning that it may be unsafe!","1","0.43"
"Please help the world get out on which conditions that Cannabis & CBD has proven to treat, especially the report from the National Academy of Science, Medicine and Engineering: http://nationalacademies.org/hmd/Reports/2017/health-effects-of-cannabis-and-cannabinoids.aspx  Thank you!","1","0.43"
"Price","1","0.43"
"purchasing not in dispensary what are the rules ","1","0.43"
"Pushing the discussion to have insurance coverage. Or open the two approved FDA cannabis treatments for more diagnoses. ","1","0.43"
"Questions regarding testing requirements. ","1","0.43"
"Questions reguarding future usage ","1","0.43"
"Racial barriers to accessing care.","1","0.43"
"Real data that will provide info on specific strains for various chronic medical conditions","1","0.43"
"Relief of pain profile","1","0.43"
"Safety, storing it and children at home etc. ","1","0.43"
"separation of medical sales and recreational sales","1","0.43"
"Should dispensaries have to list every ingredient in every product they sell?  The answer is yes.","1","0.43"
"Social consumption issues are very important.","1","0.43"
"Some of my daily usage is taking edible CBD.  Perhaps some differentiating between CBD and THC use.","1","0.43"
"Stats on use in general  Public","1","0.43"
"Still waiting for shops to open ","1","0.43"
"Testing, to assure clean, safe product.  Knowledge of exactly what is in strain, terpine profile.","1","0.43"
"The best strains for different medical conditions","1","0.43"
"The different ways to cook with cannabis","1","0.43"
"The level of thc/CBD ","1","0.43"
"The survey isnt done yet so im not sure ","1","0.43"
"There needs to be science based research on the efficacy of cannabis and pain relief, so dosing and strain choices can be made intelligently. ","1","0.43"
"There should have been a response in the ""work"" section that would indicate ""retirement""; I couldn't answer those questions accurately due to being retired.","1","0.43"
"These questions are made for those in states where cannabis is legal.  There should have been answer-choices for those of us to who do not have dispensaries or bud tenders","1","0.43"
"This survey didn't ask as many questions about access to cannabis education in the areas of personal cultivation as I would have liked. I'm interested in the growing culture around home grows and how things like heirloom strains and breeding and small-batch strains and the communities around home grows are doing.","1","0.43"
"Too many questions ","1","0.43"
"True strain and product reviews and descriptions are really important.  Most sites use generic descriptions that are not accurate at all.  We want guidance on the actual product we are consuming if it is safe, and what people are saying about it.  ","1","0.43"
"Unknown ","1","0.43"
"unsure","1","0.43"
"What are you doing to legalize cannabis on a national level?","1","0.43"
"what is healthiest ingestion technique","1","0.43"
"What is your favorite and least favorite part of cannabis?","1","0.43"
"What is your opinion of pharmaceutical companies developing medications based on cannabis molecules?    Are you concerned that big business could negatively impact the cannabis industry or community through unfair business practices or patenting of medicine?","1","0.43"
"What options are available for those living in non legal states","1","0.43"
"What state I'm in.  Not legal here.","1","0.43"
"What THC/CBD ratio do you feel is more suited to treating your disease?  ","1","0.43"
"When will the prices drop for hardship","1","0.43"
"Where can I reliably get feminized seeds?  Will they be carried at a dispensary?","1","0.43"
"Where can one find a reliable expert to prescribe cannabis for specific ailments.","1","0.43"
"Which strains are used for specific ailments. ","1","0.43"
"Why are pain patients told they must choose between MMJ and opioids? There doesn’t seem to be tons of research indicating they can’t be used together, and in fact MMJ has been the only treatment modality that has allowed me to significantly reduce the amount of opioids I take.","1","0.43"
"Why does my drivers license get scanned as a medical user? I believe that a database is being built to give probable cause to search my vehicle in any future traffic stops. Hippa ","1","0.43"
"with all the clinical research being done on this topic why are the really good effects of this plant not talked about more  and then there is the tax issue","1","0.43"
"Would you prefer to talk to your doctor instead of a bud tender? ","1","0.43"
"You asked about what meds I'm trying to cut back on with cannabis use not what you have replaced with cannabis use. I am now on zero pharmaceuticals and used to be on up to 6 at a time. ","1","0.43"
"You didn’t ask if I ever have felt impaired from using cannabis and which methods of consumption may cause impairment more easily. ","1","0.43"
