"q67","Which VA do you go to?","n =  253"
"Providence, RI","1","0.4"
"quincy","1","0.4"
"Redding California","1","0.4"
"Richmond ","1","0.4"
"Rumford","1","0.4"
"Saginaw","1","0.4"
"Salt lake city","1","0.4"
"San Diego","1","0.4"
"Savannah ","1","0.4"
"Southern Nevada","1","0.4"
"Springfield","1","0.4"
"Springfield - Bond St","1","0.4"
"Springfield Ma","1","0.4"
"Springfield, Massachusetts","1","0.4"
"Stratton","1","0.4"
"Syracuse ","1","0.4"
"Tavares Florida","1","0.4"
"test test test test","1","0.4"
"Texas","1","0.4"
"togas","1","0.4"
"Travis Air Force Base, CA","1","0.4"
"Tripler Hawaii","1","0.4"
"VA  BostonJamaica Plain","1","0.4"
"VA Central Western MA","1","0.4"
"VA Clinic, North Quincy, MA","1","0.4"
"VA Jamaica Plain","1","0.4"
"VA Medical Center Boston Jamaica Plain","1","0.4"
"VA Nashville ","1","0.4"
"VA Outpatient Clinic, 25 Bond St, Springfield, MA 01104","1","0.4"
"Vierra, Fl","1","0.4"
"West Los Angeles","1","0.4"
"West Palm Beach FL","1","0.4"
"West Roxbury","1","0.4"
"West Roxbury ","1","0.4"
"West Roxbury , Boston, Mass","1","0.4"
"West Roxbury VA ","1","0.4"
"West Roxbury VAMC  Massachusetts","1","0.4"
"West Roxbury, ma","1","0.4"
"West Virginia ","1","0.4"
"Western MA, Leeds and Springfield","1","0.4"
"White City, OR (SORCC)","1","0.4"
"Wilkes Barre , Pa.","1","0.4"
"Worcester ","1","0.4"
"Worcester CBOC","1","0.4"
"Worcester MA","1","0.4"
"Worcester Ma.","1","0.4"
"Worcester, Boston","1","0.4"
"Worcester, MA","1","0.4"
