"q48","What are your general thoughts regarding the legalization of cannabis?","n =  169"
"It should be legal for recreational use and covered by insurance for those with qualifying conditions ","1","0.59"
"It should be legal in all 50 states.","1","0.59"
"It should be legal on a federal level. ","1","0.59"
"It should be legal.","1","0.59"
"It should be legal. It's ridiculous that a plant is illegal. ","1","0.59"
"It should be legalized everywhere. ","1","0.59"
"It should be legalized for all purposes, medical, recreational etc. if it legal to grow, buy and sell parsley, cilantro and roses, so should cannabis.","1","0.59"
"It should be legalized in US","1","0.59"
"It should be legalized nationally","1","0.59"
"It should be legalized.","1","0.59"
"It should have been done in 1937.","1","0.59"
"It should never have been illegal...","1","0.59"
"It should of been done years ago","1","0.59"
"it should’ve happened when prohibition ended... lots of taxable money for the USA. hurry up and make it 100% legal to of age customers ","1","0.59"
"It will be life changing for the better","1","0.59"
"It’s about time. ","1","0.59"
"It’s about time. The stigma screwed up my life. I’m glad that I am not alone.","1","0.59"
"It’s beautiful","1","0.59"
"Its great. Just wish shops were open.","1","0.59"
"Land of the free, home of the brave.... Don't tell me what I can/can't put into my body. Who are you to say what medicine I can take?","1","0.59"
"Legalization should ensure that patients aren't used as targets of law enforcement.  Patients tend to have a lot of cannabinoids in their system at any given time of day. ","1","0.59"
"Legalize ","1","0.59"
"Legalize and tax.","1","0.59"
"Legalize it federally ","1","0.59"
"Legalize it nationwide!","1","0.59"
"Legalize it nationwide, reschedule/deschedule","1","0.59"
"Legalize it to help patients in need get access to the medicinal value it provides. Also price reduction to help all afford the medicine. ","1","0.59"
"less deadly than alcohol, smart decision to legalize","1","0.59"
"let's stop being ridiculous","1","0.59"
"Long awaited, overly suppressed by the alcohol/opiate industry lobbies for too long.","1","0.59"
"Long over due ","1","0.59"
"Long overdue!","1","0.59"
"Long overdue, and inevitable provided the Federal government does not interfere","1","0.59"
"Long overdue. Implementing well","1","0.59"
"Love it","1","0.59"
"Love it its about time ","1","0.59"
"Love it...about time","1","0.59"
"Make it pervasive and safe ","1","0.59"
"Need more access and information overall.","1","0.59"
"Needed","1","0.59"
"No thoughts.","1","0.59"
"Not at all happy with the roll out. I am in favor of forcing the ccc to review all host agreements and fixing illegal ones. I’m ok for it to be delayed even more to get it right. Medical must stay protected. Medical is crucial for our kids and seniors who don’t have access to care givers. Doesn’t feel legal when I can’t smoke in public and have to feel like a criminal all the time. ","1","0.59"
"Overdue.","1","0.59"
"Positive","1","0.59"
"Positive just wish there was easier access ","1","0.59"
"Prefer it to remain for medical use only.","1","0.59"
"Pro cannabis ","1","0.59"
"Pro! Amazing benefits and if remaining organic, non gmo etc it is a primary choice for me. ","1","0.59"
"Recreational legal cannabis is appropriate. Medical should remain a separate category, to allow regulations that increase access to cannabis products for disabled and low income people. Higher plant allowances for patients growing, continuous supply at dispensaries, paying no tax, discounts for those on Medicare, Medicaid, or other financial assistances are all appropriate. The certification and card system for medical should be free; subsidized by the taxes on recreational cannabis.","1","0.59"
"Regardless of its medical uses, being anti pot is being pro cartel, end of story. ","1","0.59"
"right on brother","1","0.59"
"Should be legal","1","0.59"
"Should be legal for medical use everywhere in this country. ","1","0.59"
"Should be legal for mentally healthy adults with ample info about potential side effects, not unlike how we treat alcohol. Even better would be if MMJ was treated like rx meds.","1","0.59"
"Should be rescheduled into Schedule V. ","1","0.59"
"Should have always been","1","0.59"
"Should have been done years ago","1","0.59"
"Should never have been prohibited in the first place and is one of the largest rackets in this country's history ","1","0.59"
"Should of done it awhile ago ","1","0.59"
"So happy! Will be happier when federal legalization happens, when folks in jail on marijuana charges get set free, and when canna-businesses can use banks.","1","0.59"
"So/so about adult use starting ","1","0.59"
"Sometimes I feel in the years ahead that the use of marijuana now will cause great health problems like the tobacco industry did. All though it helps now with many health problems my concern is not knowing the future problems it may bring and what’s being hidden from the public in order to bring high sales in. I also feel that ALL health insurances should cover the use of medical marijuana as a medication. especially if medical marijuana in that particular state is legal.","1","0.59"
"Spread the love!","1","0.59"
"Strongly Support","1","0.59"
"Surprised at how demonized cannabis remains.  The facts have been clear for decades yet politics and morality have inhibited the use of cannabis.  Fully support full legalization.","1","0.59"
"The tax is ridiculous ","1","0.59"
"There government knew there is more money in keeping people sick. Now that people are learning that the government has been lying to us all these years about cannabis and it’s  phenomenal medicinal value . Well, it pisses me off at the government. ","1","0.59"
"There should be no restrictions on home grows.","1","0.59"
"They need to legalize totally. Make it simple, you have to be 21 in order to grow, buy, manufacture,any cannabis. Simple. Treat like alcohol. They need to subsidize the cost for the medical patients who can't afford. Just like ""legit"" drugs.","1","0.59"
"Think its great. ","1","0.59"
"Unsure","1","0.59"
"Until concentrates are introduced (Canada) I will not be participating in the legal market. I rely on concentrates to treat my PTSD and cannot smoke flower due to asthma. Vaping concentrates is much easier on my lungs and the effects on my mood are instantaneous, with flower I would need to smoke more than one hit to feel anywhere near the same as a single 0.05g~ dab of a concentrate.","1","0.59"
"Used correctly it is a medicine just like any other","1","0.59"
"Very good, but needs to come with commutations of drug charges & way to fund material reparations to communities & families harmed by drug war. ","1","0.59"
"Very important. Laws need to help promote and rebuild the communities that have been ravaged by dangerous and discriminatory ""war on drugs"" policies.","1","0.59"
"Very pro.  I feel if alcohol is legal - can I is should be aswell","1","0.59"
"What's taking so long?","1","0.59"
"why not, at least could be revenue source (instead of ""black market"") ","1","0.59"
"Works great for my disabilities ","1","0.59"
"Yay","1","0.59"
"YES","1","0.59"
"yes ","1","0.59"
